eval_discount_q,eval_eplenmean,eval_abs_qs_difference,total timesteps,eval_qs_difference,eval_time_elapsed,eval mean 100 episode reward,eval_qs,eval_ep_rewmean,discount_q,qs_abs_difference,eplenmean,fps,time_elapsed,episodes,env_time,act_time,mean 100 episode reward,ep_rewmean,train_time,n_updates,update_time,qs_difference,qs_mean,current_lr,q_grad_norm,qfs_loss
0.8942855401247622,20.0,2.5985327,1,2.003051992565253,0,0.2,-1.6216812,0.1603959090909091,,,,,,,,,,,,,,,,,,
,,,115,,,,,,2.9018806133078248,4.435884129085074,28.75,89,1,4,0,0,18.6,18.561705500000002,0,0,0,-4.435884129085074,-0.15669936,0.0003,,
,,,186,,,,,,6.7185493484751415,5.222578411689058,23.25,134,1,8,0,0,16.3,16.326069375000003,0,0,0,-5.222578411689058,-0.4561832,0.0003,,
,,,236,,,,,,5.411075216144156,4.340554333088361,19.666666666666668,158,1,12,0,0,14.4,14.405722833333334,0,0,0,-4.340554333088361,-0.41183507,0.0003,,
,,,300,,,,,,5.574808028081866,3.610136348193188,18.75,185,1,16,0,0,13.5,13.513709625,0,0,0,-3.5015836984986404,-0.30852762,0.0003,,
,,,381,,,,,,6.2000096316977595,6.4694039211935745,19.05,219,1,20,0,0,13.6,13.5746146,0,0,0,-6.4694039211935745,-0.0875335,0.0003,,
,,,514,,,,,,1.9022371605822859,3.4494356914207693,21.416666666666668,260,1,24,0,0,16.6,16.603430083333333,0,0,0,-3.4494356914207693,-0.14254215,0.0003,,
,,,605,,,,,,10.851845115134708,12.102627914774036,21.607142857142858,285,2,28,0,0,17.5,17.491430178571427,0,0,0,-12.102627914774036,-0.21950965,0.0003,,
,,,691,,,,,,7.82106194597841,6.493209737011465,21.59375,313,2,32,0,0,18.1,18.07280409375,0,0,0,-6.493209737011465,-0.19180122,0.0003,,
,,,753,,,,,,4.455705562923759,4.058566843443634,20.916666666666668,324,2,36,0,0,17.1,17.120411861111112,0,0,0,-4.058566843443634,-0.3929129,0.0003,,
,,,836,,,,,,24.83156485142445,20.25651627094773,20.9,338,2,40,0,0,17.3,17.253935849999998,0,0,0,-20.25651627094773,-0.21768598,0.0003,,
,,,904,,,,,,5.879089934810443,5.306376868703156,20.545454545454547,347,2,44,0,0,16.6,16.582528045454545,0,0,0,-5.306376868703156,-0.13393731,0.0003,,
,,,986,,,,,,3.2853396681271714,3.6339119308930323,20.541666666666668,366,2,48,1,0,16.5,16.454733541666666,0,0,0,-3.6339119308930323,-0.4229905,0.0003,,
,,,1058,,,,,,5.602958440250582,2.97474166269987,20.346153846153847,372,2,52,1,0,16.2,16.167204557692305,0,0,0,-2.9454810461147978,-0.4432383,0.0003,,
,,,1141,,,,,,8.447298345465928,7.671908023030456,20.375,379,3,56,1,0,16.2,16.229934589285715,0,0,0,-7.671908023030456,-0.35988942,0.0003,,
,,,1224,,,,,,6.781879739618045,7.589535741461396,20.4,384,3,60,1,0,16.4,16.391627983333336,0,0,0,-7.589535741461396,-0.2079316,0.0003,,
,,,1304,,,,,,7.431022368508717,6.087782084242248,20.375,387,3,64,1,0,16.2,16.242972234375,0,0,1,-6.087782084242248,-0.17610201,0.0003,,
,,,1453,,,,,,1.443595838536508,3.180053439807972,21.36764705882353,402,3,68,1,0,19.0,18.989984558823526,0,0,1,-3.180053439807972,-0.16920535,0.0003,,
,,,1538,,,,,,6.123582269827368,5.646138903400618,21.36111111111111,403,3,72,1,0,18.8,18.79170636111111,0,0,1,-5.646138903400618,-0.36089152,0.0003,,
,,,1604,,,,,,7.910538099747835,7.676036417961283,21.105263157894736,400,4,76,1,0,18.5,18.50468340789474,0,0,1,-7.676036417961283,-0.080296814,0.0003,,
,,,1656,,,,,,6.917953559673812,5.973956396039301,20.7,407,4,80,1,0,18.1,18.0604537,0,0,1,-5.973956396039301,-0.40036336,0.0003,,
,,,1753,,,,,,4.329249402997661,4.309076110029439,20.86904761904762,408,4,84,1,0,18.1,18.127594380952377,0,0,1,-4.309076110029439,-0.4477919,0.0003,,
,,,1917,,,,,,15.728290914468213,35.66099757720207,21.78409090909091,404,4,88,1,0,19.9,19.940960034090907,0,0,1,-35.66099757720207,-0.07492495,0.0003,,
,,,1992,,,,,,6.160982348169898,6.06210692419254,21.652173913043477,413,4,92,1,0,19.7,19.686299608695652,0,0,1,-6.06210692419254,-0.14900622,0.0003,,
,,,2045,,,,,,5.0480484471022145,3.864955219084922,21.302083333333332,405,5,96,1,0,19.3,19.302588833333335,0,0,1,-3.864955219084922,-0.27214354,0.0003,,
,,,2135,,,,,,10.328879468526042,9.503082277364364,21.35,396,5,100,1,0,19.2,19.229497900000002,0,0,2,-9.503082277364364,-0.3394133,0.0003,,
,,,2210,,,,,,6.321558083904035,6.18777649292595,20.95,386,5,104,2,0,19.0,19.03332148,0,0,2,-6.18777649292595,-0.43603322,0.0003,,
,,,2279,,,,,,4.470037157408827,3.8183050148077364,20.93,391,5,108,2,0,18.9,18.931345320000002,0,0,2,-3.8183050148077364,-0.44888592,0.0003,,
,,,2368,,,,,,3.6985911061419956,2.8270762652840355,21.32,382,6,112,2,0,19.0,18.955999560000002,0,0,2,-2.8105560194300896,-0.4024281,0.0003,,
,,,2475,,,,,,19.815827153805078,18.047180342190416,21.75,375,6,116,2,0,19.3,19.30331728,0,0,2,-18.047180342190416,-0.2900163,0.0003,,
,,,2596,,,,,,4.775190562743028,6.183838894698154,22.15,375,6,120,2,0,19.7,19.663856560000003,0,0,3,-6.183838894698154,-0.31359366,0.0003,,
,,,2681,,,,,,3.900865372768212,3.5698199839879194,21.67,373,7,124,2,0,19.0,19.027752730000003,0,0,3,-3.5698199839879194,-0.2983925,0.0003,,
,,,2758,,,,,,3.9539040614861447,3.8850429592834144,21.53,369,7,128,2,0,18.7,18.71961502,0,0,3,-3.8850429592834144,-0.18100227,0.0003,,
,,,2832,,,,,,4.982446543636947,3.8028389949093016,21.41,366,7,132,2,0,18.2,18.21433516,0,0,3,-3.7435759280368717,-0.33108133,0.0003,,
,,,2914,,,,,,3.8019327714274933,4.189537011757751,21.61,363,8,136,2,0,18.3,18.31189803,0,0,3,-4.189537011757751,-0.16158363,0.0003,,
,,,3035,,,,,,15.453224269319694,18.746397647855098,21.99,362,8,140,2,0,18.7,18.672198650000002,0,0,4,-18.746397647855098,-0.17471075,0.0003,,
,,,3146,,,,,,27.531493867575097,29.07417448317203,22.42,360,8,144,2,0,19.3,19.29958264,0,0,4,-29.07417448317203,-0.18168329,0.0003,,
,,,3223,,,,,,18.44418118696471,18.132979471389625,22.37,356,9,148,2,0,19.3,19.30953865,0,0,4,-18.132979471389625,-0.011443657,0.0003,,
,,,3316,,,,,,6.612808153378859,7.276181007561598,22.58,353,9,152,2,0,19.6,19.632790619999998,0,0,4,-7.276181007561598,-0.16357757,0.0003,,
,,,3393,,,,,,12.254442866401334,10.855322186427358,22.52,358,9,156,3,0,19.6,19.578997339999997,0,0,4,-10.855322186427358,-0.2593257,0.0003,,
,,,3477,,,,,,4.162078828693607,4.912422200631715,22.53,354,9,160,3,0,19.5,19.47459589,0,0,5,-4.912422200631715,-0.20220275,0.0003,,
,,,3591,,,,,,3.1354580387997677,5.046670433314412,22.87,349,10,164,3,0,20.5,20.54221014,0,0,5,-5.046670433314412,-0.33406523,0.0003,,
,,,3692,,,,,,7.353547833435832,8.283274678239597,22.39,341,10,168,3,0,18.9,18.86234571,0,0,5,-8.283274678239597,-0.19342615,0.0003,,
,,,3766,,,,,,10.991959710565999,10.844967329846257,22.28,333,11,172,3,0,19.0,18.977078289999998,0,0,6,-10.844967329846257,-0.27830434,0.0003,,
,,,3846,,,,,,7.79881599083004,6.692315052856571,22.42,328,11,176,3,0,19.1,19.10409969,0,0,6,-6.692315052856571,-0.28489244,0.0003,,
,,,3903,,,,,,6.79597815952561,5.00603494279675,22.47,323,12,180,3,0,19.1,19.13367874,0,0,6,-5.00603494279675,-0.26788807,0.0003,,
,,,3978,,,,,,3.8525033253097556,3.8257357485411547,22.25,328,12,184,3,0,19.1,19.093505989999997,0,0,6,-3.8257357485411547,-0.14442798,0.0003,,
,,,4068,,,,,,12.28914775718634,10.322594059334705,21.51,325,12,188,3,0,17.6,17.55667264,0,0,6,-10.322594059334705,-0.2987551,0.0003,,
,,,4197,,,,,,9.255815732878464,12.180784421053735,22.05,324,12,192,3,0,18.4,18.41883343,0,0,7,-12.180784421053735,-0.3199015,0.0003,,
,,,4274,,,,,,6.590070690188318,6.057100387384329,22.29,321,13,196,3,0,18.5,18.488063450000006,0,0,7,-6.057100387384329,-0.39446023,0.0003,,
,,,4336,,,,,,12.405894040428503,10.805022768612613,22.01,316,13,200,3,0,18.3,18.34714658,0,0,7,-10.805022768612613,-0.094219804,0.0003,,
,,,4426,,,,,,11.003587417104558,11.502825950231317,22.16,313,14,204,3,0,18.4,18.44819429,0,0,8,-11.502825950231317,-0.13233952,0.0003,,
,,,4535,,,,,,20.300419683908558,22.064286294622985,22.56,311,14,208,3,0,18.8,18.82961762,0,0,8,-22.064286294622985,-0.22490978,0.0003,,
,,,4618,,,,,,4.595777479753088,3.8531008754273195,22.5,306,15,212,4,0,19.0,19.00922858,0,0,8,-3.8531008754273195,-0.23018312,0.0003,,
,,,4711,,,,,,7.670814383890901,9.248310543709179,22.36,300,15,216,4,0,18.9,18.941173459999998,0,0,9,-9.248310543709179,-0.110933244,0.0003,,
,,,4799,,,,,,3.376342473713334,2.7264890839340845,22.03,303,15,220,4,0,18.7,18.663085470000002,0,0,9,-2.7236715874709043,-0.42775044,0.0003,,
,,,4896,,,,,,3.905494495894695,3.542577652634667,22.15,298,16,224,4,0,19.0,18.99159102,0,0,9,-3.529110066815076,-0.31670275,0.0003,,
,,,4980,,,,,,5.063599093596197,5.369488348626347,22.22,295,16,228,4,0,19.0,18.96207282,0,0,10,-5.369488348626347,-0.31849697,0.0003,,
,,,5084,,,,,,7.719695962130351,8.188244254796217,22.52,293,17,232,4,0,19.3,19.31124261,0,0,10,-8.188244254796217,-0.3682093,0.0003,,
,,,5178,,,,,,2.354881108089018,2.889715116236549,22.64,291,17,236,4,0,19.8,19.76131739,0,0,10,-2.889715116236549,-0.25399956,0.0003,,
,,,5272,,,,,,10.328409004324735,12.713535712873183,22.37,289,18,240,4,0,19.2,19.179279779999998,0,0,11,-12.713535712873183,-0.23152003,0.0003,,
,,,5344,,,,,,9.367230403850117,7.895373468653381,21.98,285,18,244,4,0,18.8,18.75074102,0,0,11,-7.895373468653381,-0.28427055,0.0003,,
,,,5453,,,,,,10.139520360254808,14.202267220693132,22.3,284,19,248,4,0,19.1,19.119405760000003,0,0,12,-14.202267220693132,-0.04948512,0.0003,,
,,,5551,,,,,,4.875128221579493,4.457004738071008,22.35,280,19,252,4,0,19.2,19.15270119,0,0,12,-4.457004738071008,-0.33783436,0.0003,,
,,,5647,,,,,,3.1882408531905195,2.8233131273945316,22.54,276,20,256,4,0,19.5,19.516994,0,0,13,-2.8233131273945316,-0.284347,0.0003,,
,,,5735,,,,,,4.631487911283766,5.145630826642338,22.58,271,21,260,5,0,19.6,19.6224882,0,0,13,-5.145630826642338,-0.27734375,0.0003,,
,,,5828,,,,,,4.610967823016607,5.62126589526668,22.37,268,21,264,5,0,18.7,18.734132499999998,0,0,14,-5.62126589526668,-0.24056312,0.0003,,
,,,5905,,,,,,7.018587906774535,5.983182551568331,22.13,266,22,268,5,0,18.6,18.604009970000003,0,0,14,-5.983182551568331,-0.25342607,0.0003,,
,,,5969,,,,,,6.004134976477838,3.435755929259831,22.03,268,22,272,5,0,18.3,18.28649697,0,0,14,-3.4313702876254477,-0.34500805,0.0003,,
,,,6034,,,,,,5.173846423483965,5.110538152587951,21.88,265,22,276,5,0,18.2,18.17165878,0,0,14,-5.110538152587951,-0.30609986,0.0003,,
,,,6096,,,,,,4.16409665361879,3.627201285808486,21.93,267,22,280,5,0,18.2,18.17494731,0,0,14,-3.627201285808486,-0.22716735,0.0003,,
,,,6187,,,,,,2.834010529648522,3.020482773063498,22.09,265,23,284,5,0,18.1,18.12423014,0,0,15,-3.020482773063498,-0.20239587,0.0003,,
,,,6266,,,,,,9.413495231340997,7.947940660718479,21.98,262,23,288,5,0,18.0,18.008818690000002,0,0,15,-7.947940660718479,-0.32704863,0.0003,,
,,,6365,,,,,,2.7536157052402928,3.688077424414241,21.68,260,24,292,5,0,17.3,17.27252574,0,0,16,-3.688077424414241,-0.21469958,0.0003,,
,,,6440,,,,,,5.699333356400344,5.5670756010768425,21.66,255,25,296,5,0,17.2,17.23364513,0,0,16,-5.5670756010768425,-0.34948304,0.0003,,
,,,6561,,,,,,5.213202674440376,6.782068264153916,22.25,252,25,300,5,0,18.0,17.9808724,0,0,17,-6.782068264153916,-0.27778143,0.0003,,
,,,6633,,,,,,13.203092256336733,11.955383696064933,22.07,249,26,304,5,0,17.9,17.88304867,0,0,18,-11.955383696064933,-0.22070019,0.0003,,
,,,6703,,,,,,11.773432399637125,10.767545172416455,21.68,247,27,308,5,0,17.7,17.67408597,0,0,18,-10.767545172416455,-0.17976238,0.0003,,
,,,6789,,,,,,3.430617822070712,2.783972800696515,21.71,249,27,312,5,0,17.8,17.84394096,0,0,18,-2.7262909003009757,-0.4414535,0.0003,,
,,,6841,,,,,,3.991488144883898,3.3375134645988904,21.3,246,27,316,5,0,17.5,17.541608830000005,0,0,19,-3.3375134645988904,-0.3822998,0.0003,,
,,,6908,,,,,,9.959085632906007,8.482016033967202,21.09,243,28,320,6,0,17.5,17.455393259999997,0,0,19,-8.482016033967202,-0.14449292,0.0003,,
,,,6976,,,,,,7.2108848811706565,6.055401536767235,20.8,245,28,324,6,0,17.1,17.12508807,0,0,19,-6.055401536767235,-0.35283884,0.0003,,
,,,7085,,,,,,3.4615126879105653,3.1138888230658504,21.05,244,29,328,6,0,17.4,17.43871995,0,0,20,-2.9589836605273763,-0.46560016,0.0003,,
,,,7176,,,,,,6.240085926191113,4.8936094889765,20.92,241,29,332,6,0,17.2,17.23075315,0,0,20,-4.8936094889765,-0.42247206,0.0003,,
,,,7237,,,,,,7.567670939615761,6.217737721002614,20.59,236,30,336,6,0,16.8,16.79481387,0,0,21,-6.217737721002614,-0.2109162,0.0003,,
,,,7319,,,,,,4.2982084826669595,4.417187452483001,20.47,233,31,340,6,0,17.1,17.13056606,0,0,21,-4.417187452483001,-0.43896443,0.0003,,
,,,7410,,,,,,3.577221890739566,2.822149730425629,20.66,232,31,344,6,0,17.3,17.288725460000002,0,0,22,-2.822149730425629,-0.25341064,0.0003,,
,,,7516,,,,,,31.512156527027468,31.067745637296866,20.63,230,32,348,6,0,17.5,17.49526961,0,0,23,-31.067745637296866,-0.1793484,0.0003,,
