eval_time_elapsed,eval_qs,eval_abs_qs_difference,total timesteps,eval mean 100 episode reward,eval_discount_q,eval_ep_rewmean,eval_qs_difference,eval_eplenmean,act_time,eplenmean,train_time,ep_rewmean,qs_difference,discount_q,mean 100 episode reward,n_updates,current_lr,qs_abs_difference,fps,time_elapsed,env_time,episodes,update_time,qs_mean,qfs_loss,q_grad_norm
,,,21831,,,,,,4,5.98,0,5.98,-4.686860958747554,6.91696304231297,6.0,0,0.0003,4.686860958747554,20,1061,31,3768,1004,-0.29030162,,
,,,21860,,,,,,4,6.05,0,6.05,-4.652772250287223,6.255577388966216,6.0,0,0.0003,4.652772250287223,20,1061,31,3772,1004,-0.25621292,,
,,,21906,,,,,,4,6.24,0,6.24,-7.446687553993298,9.51567047546211,6.2,0,0.0003,7.446687553993298,20,1070,31,3776,1013,-0.26214853,,
,,,21928,,,,,,4,6.21,0,6.21,-2.6815802303073406,3.2883171911041633,6.2,0,0.0003,2.6815802303073406,20,1070,31,3780,1013,-0.20645547,,
,,,21948,,,,,,4,6.21,0,6.21,-2.7093995322403908,3.3550833497644765,6.2,0,0.0003,2.7093995322403908,20,1070,31,3784,1013,-0.23427477,,
,,,21996,,,,,,4,6.37,0,6.37,-6.076662770119127,7.215894492678977,6.4,0,0.0003,6.076662770119127,20,1070,31,3788,1013,-0.27223396,,
,,,22020,,,,,,4,6.35,0,6.35,-6.969784749045151,10.966011345149749,6.3,0,0.0003,6.969784749045151,20,1079,31,3792,1022,-0.24223647,,
,,,22051,,,,,,4,6.28,0,6.28,-3.657911541632726,4.551798974474914,6.3,0,0.0003,3.657911541632726,20,1079,31,3796,1022,-0.21566504,,
,,,22070,,,,,,4,6.2,0,6.2,-3.3501392350015182,4.257718893339156,6.2,0,0.0003,3.3501392350015182,20,1079,31,3800,1022,-0.38984042,,
,,,22096,,,,,,4,6.27,0,6.27,-5.0106275512718375,7.290004757877157,6.3,0,0.0003,5.0106275512718375,20,1079,31,3804,1022,-0.14165531,,
,,,22122,,,,,,4,6.33,0,6.33,-4.1370565696454005,5.612547803043142,6.3,0,0.0003,4.1370565696454005,20,1089,31,3808,1031,-0.21606454,,
,,,22150,,,,,,4,6.37,0,6.37,-3.3686605140981216,3.8894996440022798,6.4,0,0.0003,3.3686605140981216,20,1089,31,3812,1031,-0.40836173,,
,,,22164,,,,,,4,6.26,0,6.26,-2.154205790789922,2.6592441489738134,6.3,0,0.0003,2.154205790789922,20,1089,31,3816,1031,-0.16750579,,
,,,22195,,,,,,4,6.38,0,6.38,-5.613173404270749,7.742449856686092,6.4,0,0.0003,5.613173404270749,20,1089,31,3820,1031,-0.27491912,,
,,,22216,,,,,,4,6.36,0,6.36,-3.9109624227602424,5.033048642002996,6.4,0,0.0003,3.9109624227602424,20,1098,31,3824,1040,-0.4687159,,
,,,22239,,,,,,4,6.4,0,6.4,-3.230634693842842,4.089947780643209,6.4,0,0.0003,3.230634693842842,20,1098,31,3828,1040,-0.27033588,,
,,,22262,,,,,,4,6.5,0,6.5,-4.7032292640581606,6.644407099763299,6.5,0,0.0003,4.7032292640581606,20,1098,31,3832,1040,-0.3066699,,
,,,22280,,,,,,4,6.52,0,6.52,-2.894814431380987,3.423205131889069,6.5,0,0.0003,2.894814431380987,20,1098,31,3836,1040,-0.4196897,,
,,,22300,,,,,,4,6.33,0,6.33,-2.4730738318284353,2.503625578669601,6.3,0,0.0003,2.4730738318284353,20,1107,32,3840,1050,-0.4863738,,
,,,22340,,,,,,4,6.41,0,6.41,-5.605075845057111,7.07286148185999,6.4,0,0.0003,5.605075845057111,20,1107,32,3844,1050,-0.26682156,,
,,,22360,,,,,,4,6.35,0,6.35,-3.7510298143544927,5.083887517174743,6.3,0,0.0003,3.7510298143544927,20,1108,32,3848,1050,-0.3087833,,
,,,22398,,,,,,4,6.52,0,6.52,-2.1979478464841846,2.0893099989182202,6.5,0,0.0003,2.1979478464841846,20,1108,32,3852,1050,-0.21124785,,
,,,22420,,,,,,4,6.49,0,6.49,-4.216476731744149,5.842776510224254,6.5,0,0.0003,4.216476731744149,20,1117,32,3856,1059,-0.2954847,,
,,,22435,,,,,,4,6.43,0,6.43,-2.395368160438538,2.632651707484075,6.4,0,0.0003,2.395368160438538,20,1117,32,3860,1059,-0.40866816,,
,,,22456,,,,,,4,6.44,0,6.44,-3.1464854911384124,4.172990287361707,6.4,0,0.0003,3.1464854911384124,20,1117,32,3864,1059,-0.18618669,,
,,,22489,,,,,,4,6.58,0,6.58,-5.120451384181105,6.794760820894384,6.6,0,0.0003,5.120451384181105,20,1117,32,3868,1059,-0.25147915,,
,,,22510,,,,,,4,6.5,0,6.5,-2.1790637141784033,2.478589322882905,6.5,0,0.0003,2.1790637141784033,19,1127,32,3872,1068,-0.19236372,,
,,,22527,,,,,,4,6.21,0,6.21,-3.250540290814354,4.344167833220239,6.2,0,0.0003,3.250540290814354,19,1127,32,3876,1068,-0.29024148,,
,,,22559,,,,,,4,6.31,0,6.31,-2.4219691272894543,2.219175837374274,6.3,0,0.0003,2.4219691272894543,20,1127,32,3880,1068,-0.43526912,,
,,,22582,,,,,,4,6.34,0,6.34,-3.764232436887338,4.932890974027137,6.3,0,0.0003,3.764232436887338,20,1127,32,3884,1068,-0.32198593,,
,,,22601,,,,,,4,6.05,0,6.05,-2.909457463484764,3.388973080570178,6.0,0,0.0003,2.909457463484764,19,1137,32,3888,1078,-0.43433273,,
,,,22616,,,,,,4,5.96,0,5.96,-3.0547428947803974,3.527989961742792,6.0,0,0.0003,3.0547428947803974,19,1137,32,3892,1078,-0.57961816,,
,,,22652,,,,,,4,6.01,0,6.01,-6.961453271976213,9.720106559408176,6.0,0,0.0003,6.961453271976213,19,1137,32,3896,1078,-0.233905,,
,,,22677,,,,,,4,6.07,0,6.07,-2.65865234629488,3.1906508822111785,6.1,0,0.0003,2.65865234629488,19,1137,32,3900,1078,-0.18352759,,
,,,22696,,,,,,4,6.0,0,6.0,-2.1583507971286777,2.5289147259288898,6.0,0,0.0003,2.1583507971286777,19,1137,32,3904,1078,-0.17165081,,
,,,22718,,,,,,4,5.96,0,5.96,-3.2420306995925445,4.13126038448809,6.0,0,0.0003,3.2420306995925445,19,1147,32,3908,1088,-0.2817319,,
,,,22746,,,,,,4,5.96,0,5.96,-7.884606108557587,12.280173579533525,6.0,0,0.0003,7.884606108557587,19,1147,32,3912,1088,-0.24609205,,
,,,22768,,,,,,4,6.04,0,6.04,-3.367566718202545,4.13126038448809,6.0,0,0.0003,3.367566718202545,19,1147,32,3916,1088,-0.4072679,,
,,,22792,,,,,,4,5.97,0,5.97,-4.6744275099411485,6.577963028765667,6.0,0,0.0003,4.6744275099411485,19,1147,32,3920,1088,-0.27786815,,
,,,22821,,,,,,4,6.05,0,6.05,-4.058256278822418,5.445849520744957,6.0,0,0.0003,4.058256278822418,19,1156,32,3924,1097,-0.13726424,,
,,,22843,,,,,,4,6.04,0,6.04,-4.5818938693776605,6.711522322993232,6.0,0,0.0003,4.5818938693776605,19,1156,32,3928,1097,-0.18533452,,
,,,22862,,,,,,4,6.0,0,6.0,-2.483528665335973,2.5289147259288898,6.0,0,0.0003,2.483528665335973,19,1156,32,3932,1097,-0.49682868,,
,,,22902,,,,,,4,6.22,0,6.22,-3.8259904310821633,4.158146870261183,6.2,0,0.0003,3.8259904310821633,19,1166,32,3936,1107,-0.3837439,,
,,,22917,,,,,,4,6.17,0,6.17,-2.957954048824072,3.527989961742792,6.2,0,0.0003,2.957954048824072,19,1166,32,3940,1107,-0.48282927,,
,,,22935,,,,,,4,5.95,0,5.95,-5.163670927346735,7.900348603355328,6.0,0,0.0003,5.163670927346735,19,1166,32,3944,1107,-0.2946987,,
,,,22957,,,,,,4,5.97,0,5.97,-4.609643806405353,6.711522322993232,6.0,0,0.0003,4.609643806405353,19,1166,32,3948,1107,-0.21308446,,
,,,22979,,,,,,4,5.81,0,5.81,-3.39079663906665,4.13126038448809,5.8,0,0.0003,3.39079663906665,19,1166,32,3952,1107,-0.43049783,,
,,,23004,,,,,,4,5.84,0,5.84,-7.884919240068798,12.656071560965772,5.8,0,0.0003,7.884919240068798,19,1176,33,3956,1117,-0.24640515,,
,,,23027,,,,,,4,5.92,0,5.92,-5.56618564569388,8.390673935531245,5.9,0,0.0003,5.56618564569388,19,1176,33,3960,1117,-0.22793138,,
,,,23043,,,,,,4,5.87,0,5.87,-2.4523591812769574,2.6063251904092346,5.9,0,0.0003,2.4523591812769574,19,1176,33,3964,1117,-0.46565917,,
,,,23059,,,,,,4,5.7,0,5.7,-2.3733490175326666,2.6063251904092346,5.7,0,0.0003,2.3733490175326666,19,1176,33,3968,1117,-0.386649,,
,,,23087,,,,,,4,5.77,0,5.77,-2.1845763739267987,2.310207219551405,5.8,0,0.0003,2.1845763739267987,19,1176,33,3972,1117,-0.19787638,,
,,,23104,,,,,,4,5.77,0,5.77,-3.3835094824847713,4.344167833220239,5.8,0,0.0003,3.3835094824847713,19,1186,33,3976,1126,-0.4232107,,
,,,23124,,,,,,4,5.65,0,5.65,-2.4381647672573727,2.503625578669601,5.7,0,0.0003,2.4381647672573727,19,1186,33,3980,1126,-0.45146477,,
,,,23147,,,,,,4,5.65,0,5.65,-3.2992584452447433,4.089947780643209,5.7,0,0.0003,3.2992584452447433,19,1186,33,3984,1126,-0.33895963,,
,,,23174,,,,,,4,5.73,0,5.73,-3.2225292817172546,3.9287875191942216,5.7,0,0.0003,3.2225292817172546,19,1186,33,3988,1126,-0.2622305,,
,,,23192,,,,,,4,5.76,0,5.76,-2.4290498089114827,2.554459319120091,5.8,0,0.0003,2.4290498089114827,19,1186,33,3992,1126,-0.4423498,,
,,,23208,,,,,,4,5.56,0,5.56,-2.359069304299355,2.6063251904092346,5.6,0,0.0003,2.359069304299355,19,1196,33,3996,1136,-0.3723693,,
,,,23227,,,,,,4,5.5,0,5.5,-5.476073115998846,8.734862364805416,5.5,0,0.0003,5.476073115998846,19,1196,33,4000,1136,-0.13781886,,
,,,23241,,,,,,4,5.45,0,5.45,-2.883624426734209,3.563626223982618,5.5,0,0.0003,2.883624426734209,19,1196,33,4004,1136,-0.40849966,,
,,,23269,,,,,,4,5.51,0,5.51,-5.667450267756324,7.979447424645488,5.5,0,0.0003,5.667450267756324,19,1196,33,4008,1136,-0.32919604,,
,,,23295,,,,,,4,5.49,0,5.49,-5.942404389451397,9.001520883613319,5.5,0,0.0003,5.942404389451397,19,1197,33,4012,1136,-0.13797556,,
,,,23310,,,,,,4,5.42,0,5.42,-2.57646016441981,2.632651707484075,5.4,0,0.0003,2.57646016441981,19,1206,33,4016,1146,-0.5897601,,
,,,23340,,,,,,4,5.48,0,5.48,-3.222823141556694,3.812098601086634,5.5,0,0.0003,3.222823141556694,19,1206,33,4020,1146,-0.26252434,,
,,,23368,,,,,,4,5.47,0,5.47,-2.1731598045746487,2.310207219551405,5.5,0,0.0003,2.1731598045746487,19,1207,33,4024,1146,-0.1864598,,
,,,23381,,,,,,4,5.38,0,5.38,-2.348297778896491,2.68610520098365,5.4,0,0.0003,2.348297778896491,19,1207,33,4028,1146,-0.36159778,,
,,,23399,,,,,,4,5.37,0,5.37,-2.6681659516808987,3.423205131889069,5.4,0,0.0003,2.6681659516808987,19,1207,33,4032,1146,-0.1930412,,
,,,23416,,,,,,4,5.14,0,5.14,-2.6681041304883957,3.45778296150411,5.1,0,0.0003,2.6681041304883957,19,1217,33,4036,1156,-0.19297938,,
,,,23436,,,,,,4,5.19,0,5.19,-3.656985352508141,5.083887517174743,5.2,0,0.0003,3.656985352508141,19,1217,33,4040,1156,-0.21473883,,
,,,23465,,,,,,4,5.3,0,5.3,-6.566129968546515,9.57710990523305,5.3,0,0.0003,6.566129968546515,19,1217,33,4044,1156,-0.2986108,,
,,,23498,,,,,,4,5.41,0,5.41,-2.5106699880282086,2.196984079000531,5.4,0,0.0003,2.5106699880282086,19,1217,33,4048,1156,-0.52397,,
,,,23517,,,,,,4,5.38,0,5.38,-3.4354382887897033,4.257718893339156,5.4,0,0.0003,3.4354382887897033,19,1227,33,4052,1166,-0.47513947,,
,,,23535,,,,,,4,5.31,0,5.31,-2.917005341213703,3.423205131889069,5.3,0,0.0003,2.917005341213703,19,1227,33,4056,1166,-0.44188058,,
,,,23564,,,,,,4,5.37,0,5.37,-2.8080826436100006,3.0649265067550377,5.4,0,0.0003,2.8080826436100006,19,1227,33,4060,1166,-0.3329579,,
,,,23593,,,,,,4,5.5,0,5.5,-5.677544552767616,7.899652950399034,5.5,0,0.0003,5.677544552767616,19,1227,33,4064,1166,-0.3392903,,
,,,23627,,,,,,4,5.68,0,5.68,-3.767413954011514,4.416605993134035,5.7,0,0.0003,3.767413954011514,19,1237,33,4068,1176,-0.32516742,,
,,,23645,,,,,,4,5.58,0,5.58,-3.2479533955869213,4.300726154888037,5.6,0,0.0003,3.2479533955869213,19,1237,33,4072,1176,-0.28765458,,
,,,23675,,,,,,4,5.71,0,5.71,-3.679676729015424,4.597776741893853,5.7,0,0.0003,3.679676729015424,19,1237,33,4076,1176,-0.23743021,,
,,,23697,,,,,,4,5.73,0,5.73,-4.274292313304284,5.842776510224254,5.7,0,0.0003,4.274292313304284,19,1237,33,4080,1176,-0.35330027,,
,,,23725,,,,,,4,5.78,0,5.78,-7.476123554216969,11.402652556534559,5.8,0,0.0003,7.476123554216969,19,1247,34,4084,1186,-0.29158452,,
,,,23745,,,,,,4,5.71,0,5.71,-2.660085040789604,3.3550833497644765,5.7,0,0.0003,2.660085040789604,19,1247,34,4088,1186,-0.1849603,,
,,,23773,,,,,,4,5.81,0,5.81,-2.506584337981542,2.310207219551405,5.8,0,0.0003,2.506584337981542,19,1247,34,4092,1186,-0.51988435,,
,,,23788,,,,,,4,5.8,0,5.8,-2.1864261941432956,2.632651707484075,5.8,0,0.0003,2.1864261941432956,19,1247,34,4096,1186,-0.19972618,,
,,,23810,,,,,,4,5.83,0,5.83,-5.147684653660644,7.5890433459921995,5.8,0,0.0003,5.147684653660644,18,1257,34,4100,1196,-0.27871242,,
,,,23849,,,,,,4,6.08,0,6.08,-7.4746492961262,10.209231033886338,6.1,0,0.0003,7.4746492961262,18,1258,34,4104,1196,-0.2901103,,
,,,23871,,,,,,4,6.02,0,6.02,-2.1658370461384457,2.453803429654076,6.0,0,0.0003,2.1658370461384457,18,1258,34,4108,1196,-0.17913705,,
,,,23896,,,,,,4,6.01,0,6.01,-3.2003801808175583,4.008557819808409,6.0,0,0.0003,3.2003801808175583,18,1258,34,4112,1196,-0.24008138,,
,,,23916,,,,,,4,6.06,0,6.06,-2.3943870580514273,2.503625578669601,6.1,0,0.0003,2.3943870580514273,18,1268,34,4116,1206,-0.40768707,,
,,,23935,,,,,,4,5.95,0,5.95,-2.9279421695438623,3.388973080570178,6.0,0,0.0003,2.9279421695438623,18,1268,34,4120,1206,-0.4528174,,
,,,23960,,,,,,4,5.92,0,5.92,-2.384753050041199,2.38092301398992,5.9,0,0.0003,2.384753050041199,18,1268,34,4124,1206,-0.39805305,,
,,,23976,,,,,,4,5.95,0,5.95,-3.1763742879447476,4.38804831638408,6.0,0,0.0003,3.1763742879447476,18,1268,34,4128,1206,-0.2160755,,
,,,23998,,,,,,4,5.99,0,5.99,-2.1874059504588446,2.453803429654076,6.0,0,0.0003,2.1874059504588446,18,1268,34,4132,1206,-0.20070595,,
,,,24017,,,,,,4,6.01,0,6.01,-2.954680304687977,3.388973080570178,6.0,0,0.0003,2.954680304687977,18,1278,34,4136,1216,-0.47955558,,
,,,24036,,,,,,4,6.0,0,6.0,-4.135823262266768,6.021624788054253,6.0,0,0.0003,4.135823262266768,18,1278,34,4140,1216,-0.21483122,,
,,,24053,,,,,,4,5.88,0,5.88,-3.291974180978252,4.344167833220239,5.9,0,0.0003,3.291974180978252,18,1278,34,4144,1216,-0.33167538,,
,,,24078,,,,,,4,5.8,0,5.8,-3.1633551046666644,4.008557819808409,5.8,0,0.0003,3.1633551046666644,18,1278,34,4148,1216,-0.2030563,,
,,,24093,,,,,,4,5.76,0,5.76,-3.1261638150033493,4.432372036751596,5.8,0,0.0003,3.1261638150033493,18,1278,34,4152,1216,-0.16586502,,
,,,24110,,,,,,4,5.75,0,5.75,-3.2091677979049225,4.344167833220239,5.8,0,0.0003,3.2091677979049225,18,1289,34,4156,1226,-0.24886899,,
,,,24125,,,,,,4,5.61,0,5.61,-2.664585649680853,3.527989961742792,5.6,0,0.0003,2.664585649680853,18,1289,34,4160,1226,-0.1894609,,
,,,24138,,,,,,4,5.45,0,5.45,-2.440749254457156,2.68610520098365,5.5,0,0.0003,2.440749254457156,18,1289,34,4164,1226,-0.45404923,,
,,,24170,,,,,,4,5.43,0,5.43,-6.03622221073192,8.47475322634049,5.4,0,0.0003,6.03622221073192,18,1289,34,4168,1226,-0.23179339,,
,,,24202,,,,,,4,5.57,0,5.57,-2.7029521723208427,2.973895124577907,5.6,0,0.0003,2.7029521723208427,18,1299,34,4172,1236,-0.22782741,,
,,,24231,,,,,,4,5.56,0,5.56,-5.601573663139682,7.899652950399034,5.6,0,0.0003,5.601573663139682,18,1299,34,4176,1236,-0.26331943,,
,,,24248,,,,,,4,5.51,0,5.51,-3.2106641427096863,4.344167833220239,5.5,0,0.0003,3.2106641427096863,18,1299,34,4180,1236,-0.25036532,,
,,,24274,,,,,,4,5.49,0,5.49,-5.694482643837075,8.141462528972033,5.5,0,0.0003,5.694482643837075,18,1299,34,4184,1236,-0.35622838,,
,,,24313,,,,,,4,5.68,0,5.68,-9.242568497024882,13.399881916097517,5.7,0,0.0003,9.242568497024882,18,1310,34,4188,1247,-0.2599997,,
,,,24342,,,,,,4,5.69,0,5.69,-6.553806422012731,9.57710990523305,5.7,0,0.0003,6.553806422012731,18,1310,34,4192,1247,-0.28628725,,
,,,24360,,,,,,4,5.72,0,5.72,-2.1632416264534,2.554459319120091,5.7,0,0.0003,2.1632416264534,18,1310,34,4196,1247,-0.17654163,,
,,,24388,,,,,,4,5.78,0,5.78,-3.207994280796959,3.8894996440022798,5.8,0,0.0003,3.207994280796959,18,1310,34,4200,1247,-0.24769548,,
,,,24404,,,,,,4,5.55,0,5.55,-2.1992440339247388,2.6063251904092346,5.5,0,0.0003,2.1992440339247388,18,1320,35,4204,1257,-0.21254404,,
,,,24424,,,,,,4,5.53,0,5.53,-4.791009035594749,6.84779341188984,5.5,0,0.0003,4.791009035594749,18,1320,35,4208,1257,-0.39444968,,
,,,24442,,,,,,4,5.46,0,5.46,-3.0747909024772184,4.300726154888037,5.5,0,0.0003,3.0747909024772184,18,1320,35,4212,1257,-0.1144921,,
,,,24472,,,,,,4,5.56,0,5.56,-3.078278507750988,3.0342772416874877,5.6,0,0.0003,3.078278507750988,18,1320,35,4216,1257,-0.60315377,,
,,,24497,,,,,,4,5.62,0,5.62,-2.1912445491870245,2.38092301398992,5.6,0,0.0003,2.1912445491870245,18,1320,35,4220,1257,-0.20454454,,
,,,24516,,,,,,4,5.56,0,5.56,-2.43549782696565,2.5289147259288898,5.6,0,0.0003,2.43549782696565,18,1330,35,4224,1267,-0.44879782,,
,,,24548,,,,,,4,5.72,0,5.72,-4.18024755982092,5.284102344129312,5.7,0,0.0003,4.18024755982092,18,1331,35,4228,1267,-0.25925553,,
,,,24570,,,,,,4,5.72,0,5.72,-6.131564462796754,9.370766471967046,5.7,0,0.0003,6.131564462796754,18,1331,35,4232,1267,-0.32713562,,
,,,24585,,,,,,4,5.68,0,5.68,-2.213621007037163,2.632651707484075,5.7,0,0.0003,2.213621007037163,18,1331,35,4236,1267,-0.226921,,
,,,24610,,,,,,4,5.74,0,5.74,-4.248855779955383,5.669240205094083,5.7,0,0.0003,4.248855779955383,18,1341,35,4240,1277,-0.32786375,,
,,,24628,,,,,,4,5.75,0,5.75,-4.288862502678117,6.082449280862883,5.8,0,0.0003,4.288862502678117,18,1341,35,4244,1277,-0.36787042,,
,,,24653,,,,,,4,5.75,0,5.75,-2.460283340644837,2.38092301398992,5.8,0,0.0003,2.460283340644837,18,1341,35,4248,1277,-0.47358337,,
,,,24676,,,,,,4,5.83,0,5.83,-2.9155860503134727,3.255434019193122,5.8,0,0.0003,2.9155860503134727,18,1341,35,4252,1277,-0.4404613,,
,,,24691,,,,,,4,5.81,0,5.81,-2.2087037529865903,2.632651707484075,5.8,0,0.0003,2.2087037529865903,18,1341,35,4256,1277,-0.22200374,,
,,,24706,,,,,,4,5.81,0,5.81,-3.7173580888131403,5.345889284235237,5.8,0,0.0003,3.7173580888131403,18,1352,35,4260,1288,-0.27511156,,
,,,24728,,,,,,4,5.9,0,5.9,-3.628715296657795,4.982718155582965,5.9,0,0.0003,3.628715296657795,18,1352,35,4264,1288,-0.18646878,,
,,,24745,,,,,,4,5.75,0,5.75,-2.3980881538311642,2.580261938505142,5.8,0,0.0003,2.3980881538311642,18,1352,35,4268,1288,-0.41138813,,
,,,24769,,,,,,4,5.67,0,5.67,-3.3350938827213783,4.049048302836777,5.7,0,0.0003,3.3350938827213783,18,1352,35,4272,1288,-0.3747951,,
,,,24792,,,,,,4,5.61,0,5.61,-3.7309170117695274,4.932890974027137,5.6,0,0.0003,3.7309170117695274,18,1352,35,4276,1288,-0.2886705,,
,,,24814,,,,,,4,5.66,0,5.66,-5.501631699437242,8.475428217708329,5.7,0,0.0003,5.501631699437242,18,1363,35,4280,1298,-0.16337743,,
,,,24829,,,,,,4,5.55,0,5.55,-2.5126276827176413,2.632651707484075,5.5,0,0.0003,2.5126276827176413,18,1363,35,4284,1298,-0.5259277,,
,,,24849,,,,,,4,5.36,0,5.36,-2.7342464697477817,3.3550833497644765,5.4,0,0.0003,2.7342464697477817,18,1363,35,4288,1298,-0.25912172,,
,,,24868,,,,,,4,5.26,0,5.26,-3.1827907756385345,4.257718893339156,5.3,0,0.0003,3.1827907756385345,18,1363,35,4292,1298,-0.22249198,,
,,,24889,,,,,,4,5.29,0,5.29,-2.966893214446068,3.321532516266832,5.3,0,0.0003,2.966893214446068,18,1363,35,4296,1298,-0.49176848,,
,,,24904,,,,,,4,5.16,0,5.16,-2.18919346892039,2.632651707484075,5.2,0,0.0003,2.18919346892039,18,1373,35,4300,1309,-0.20249347,,
,,,24928,,,,,,4,5.24,0,5.24,-3.413132256310894,4.049048302836777,5.2,0,0.0003,3.413132256310894,18,1373,35,4304,1309,-0.45283347,,
,,,24946,,,,,,4,5.22,0,5.22,-2.9120880939928293,3.423205131889069,5.2,0,0.0003,2.9120880939928293,18,1374,35,4308,1309,-0.43696335,,
,,,24973,,,,,,4,5.31,0,5.31,-3.3127613500175017,3.9287875191942216,5.3,0,0.0003,3.3127613500175017,18,1374,35,4312,1309,-0.35246256,,
,,,24996,,,,,,4,5.24,0,5.24,-3.0928794280108947,4.089947780643209,5.2,0,0.0003,3.0928794280108947,18,1374,35,4316,1309,-0.13258061,,
,,,25008,,,,,,4,5.11,5,5.11,-2.1575748489618305,2.713237576751162,5.1,200,0.0003,2.1575748489618305,17,1389,35,4320,1319,-0.17087485,5.5477543,8.629428
,,,25018,,,,,,4,5.02,5,5.02,-1.619898299574852,1.836261941911561,5.0,200,0.0003,1.619898299574852,17,1389,35,4324,1319,-0.1248983,,
,,,25027,,,,,,4,4.79,5,4.79,-1.612382250726223,1.8548100423349099,4.8,200,0.0003,1.612382250726223,18,1389,35,4328,1319,-0.11738225,,
,,,25038,,,,,,4,4.68,5,4.68,-2.167651456228892,2.740644016920365,4.7,200,0.0003,2.167651456228892,18,1390,35,4332,1319,-0.18095146,,
,,,25049,,,,,,4,4.64,5,4.64,-2.1562218483606976,2.740644016920365,4.6,200,0.0003,2.1562218483606976,18,1390,35,4336,1319,-0.16952185,,
,,,25058,,,,,,4,4.48,5,4.48,-1.6117752444744111,1.8548100423349099,4.5,200,0.0003,1.6117752444744111,18,1390,35,4340,1319,-0.116775244,,
,,,25069,,,,,,4,4.41,5,4.41,-2.1622984375874204,2.740644016920365,4.4,200,0.0003,2.1622984375874204,18,1390,35,4344,1319,-0.17559844,,
,,,25081,,,,,,4,4.28,5,4.28,-2.163650350403786,2.713237576751162,4.3,200,0.0003,2.163650350403786,18,1390,35,4348,1319,-0.17695035,,
,,,25092,,,,,,4,4.16,5,4.16,-2.1633416380802792,2.740644016920365,4.2,200,0.0003,2.1633416380802792,18,1390,35,4352,1319,-0.17664164,,
,,,25105,,,,,,4,4.14,7,4.14,-0.2337828759965896,3.599622448467291,4.1,400,0.0003,0.568790151661873,17,1403,36,4356,1330,2.2413418,4.6744494,8.702917
,,,25121,,,,,,4,4.15,7,4.15,-0.39721428201770775,3.4927100621253633,4.2,400,0.0003,0.39721428201770775,17,1403,36,4360,1330,2.0779104,,
,,,25137,,,,,,4,4.09,7,4.09,-0.41599057213640206,3.4927100621253633,4.1,400,0.0003,0.6824920837941171,17,1403,36,4364,1330,2.0591342,,
,,,25152,,,,,,4,4.07,7,4.07,-0.23796466336822503,3.527989961742792,4.1,400,0.0003,0.4009214629592896,17,1403,36,4368,1330,2.23716,,
,,,25168,,,,,,4,3.99,7,3.99,-0.35870163486576073,3.4927100621253633,4.0,400,0.0003,0.35870163486576073,17,1403,36,4372,1330,2.1164231,,
,,,25184,,,,,,4,3.92,7,3.92,-0.3910747651872634,3.4927100621253633,3.9,400,0.0003,0.3910747651872634,17,1403,36,4376,1330,2.08405,,
,,,25200,,,,,,4,3.86,10,3.86,-0.33007438824748986,3.4927100621253633,3.9,600,0.0003,0.5945185859861375,17,1417,36,4380,1341,2.1450505,4.7540107,9.4738655
,,,25249,,,,,,5,4.2,10,4.2,-2.0972660408123853,7.143735547752188,4.2,600,0.0003,2.3782609212112225,17,1417,36,4384,1341,3.707163,,
,,,25351,,,,,,5,5.02,12,5.02,-19.768715497730486,27.743718838197886,5.0,800,0.0003,19.891412949218246,17,1430,36,4388,1352,4.4885015,4.646547,13.391025
,,,25587,,,,,,5,7.19,16,7.19,-17.94037305975434,8.601046707364183,7.2,1200,0.0003,18.681669740672447,17,1456,36,4392,1373,9.003799,5.79364,21.670555
,,,25829,,,,,,5,9.4,23,9.4,-11.255197511835057,7.270318192074805,9.4,1800,0.0003,14.627701191191786,17,1496,36,4396,1405,14.02565,8.0676565,46.47712
,,,26079,,,,,,5,11.75,28,11.75,-12.230151256997637,9.468878532899442,11.8,2200,0.0003,15.895070291164178,17,1523,37,4400,1427,18.498386,8.081281,66.80149
,,,26373,,,,,,6,14.45,35,14.45,-7.397065749209763,5.004928606497154,14.4,2800,0.0003,8.54061949423172,16,1563,37,4404,1459,20.197844,9.7217655,136.52853
,,,26704,,,,,,6,17.58,44,17.58,-6.539107584832534,3.7395057064621273,17.6,3600,0.0003,7.297557399906983,16,1619,38,4408,1504,22.332918,10.704253,223.85762
,,,26978,,,,,,6,20.05,49,20.05,-1.1960369555721027,5.507165263664855,20.1,4000,0.0003,4.106489502948681,16,1645,38,4412,1525,24.75647,11.392961,300.96915
,,,27234,,,,,,6,22.38,56,22.38,-0.6558814929303943,7.18300076409856,22.4,4600,0.0003,3.515531731956646,16,1685,38,4416,1557,26.614687,10.535376,327.16333
,,,27499,,,,,,7,24.91,61,24.91,3.498031729663608,5.2677689754888375,24.9,5000,0.0003,3.7024064517228097,16,1712,39,4420,1579,27.409672,10.699469,358.8032
,,,27714,,,,,,7,26.96,68,26.96,9.020175274200287,6.589661441225683,27.0,5600,0.0003,9.020175274200287,15,1752,39,4424,1612,28.980978,11.550624,496.41617
,,,27955,,,,,,7,29.28,72,29.28,3.850710850879867,7.507563719278598,29.3,6000,0.0003,3.8523663975465605,15,1780,39,4428,1634,29.468456,11.842781,456.71844
,,,28245,,,,,,7,32.07,80,32.07,3.1052668863875916,5.871139686924714,32.1,6600,0.0003,3.4803790350362096,15,1820,40,4432,1666,32.6039,11.599174,505.0063
