eval_qs,eval mean 100 episode reward,eval_ep_rewmean,eval_discount_q,eval_qs_difference,total timesteps,eval_abs_qs_difference,eval_time_elapsed,eval_eplenmean,discount_q,mean 100 episode reward,train_time,n_updates,update_time,qs_difference,qs_abs_difference,time_elapsed,fps,eplenmean,env_time,episodes,current_lr,ep_rewmean,qs_mean,act_time,qfs_loss,q_grad_norm
-1.3183887,8.7,8.748868636363637,8.342477316641954,-4.0531281387506235,1,4.0531282,0,17.90909090909091,,,,,,,,,,,,,,,,,,
,,,,,5913,,,,21.46427404616042,18.8,0,0,16,-20.93233804007064,20.93233804007064,25,232,22.39,6,256,0.0003,18.77495038,-0.47125712,0,,
,,,,,5992,,,,4.143090686187274,18.6,0,0,16,-5.258334774409489,5.258334774409489,25,234,22.38,6,260,0.0003,18.60055578,-0.833714,0,,
,,,,,6049,,,,8.817469473384934,18.6,0,0,16,-7.0723305344325595,7.0723305344325595,26,232,22.15,6,264,0.0003,18.567466919999998,-0.6161226,0,,
,,,,,6106,,,,8.507352475385106,18.4,0,0,17,-8.166621369627922,8.166621369627922,26,229,21.85,6,268,0.0003,18.40603864,-0.623388,0,,
,,,,,6181,,,,10.781420956403393,18.2,0,0,17,-4.567439946284041,4.567439946284041,26,231,21.91,6,272,0.0003,18.20555397,-0.4942511,0,,
,,,,,6235,,,,5.258451653219124,17.9,0,0,17,-4.813344525798097,4.813344525798097,27,228,21.62,6,276,0.0003,17.893353799999996,-0.7536498,0,,
,,,,,6294,,,,4.931524393606635,17.5,0,0,17,-3.1329284239084814,3.1329284239084814,27,230,21.37,6,280,0.0003,17.485882580000002,-0.32060385,0,,
,,,,,6363,,,,8.10126662913027,17.2,0,0,18,-5.636983794853571,5.636983794853571,27,228,21.07,6,284,0.0003,17.23234344,-0.55906254,0,,
,,,,,6455,,,,6.398220163382499,17.2,0,0,18,-3.561590829272781,3.6212327057640414,28,226,21.15,6,288,0.0003,17.241904710000004,-0.5353049,0,,
,,,,,6546,,,,4.4500690966334115,17.5,0,0,19,-5.034586012863222,5.034586012863222,29,224,21.13,6,292,0.0003,17.46862868,-0.5762035,0,,
,,,,,6674,,,,5.369197942583294,18.4,0,0,20,-9.36281515516667,9.36281515516667,30,221,21.76,6,296,0.0003,18.3511511,-0.6398821,0,,
,,,,,6743,,,,9.761497047694599,18.4,0,0,20,-6.927724373912762,6.927724373912762,31,217,21.71,7,300,0.0003,18.35410675,-0.43815732,0,,
,,,,,6834,,,,2.748556016752167,17.9,0,0,21,-2.9388332181027037,2.9388332181027037,31,215,21.47,7,304,0.0003,17.9298328,-0.4173847,0,,
,,,,,6918,,,,6.9606021615772065,18.1,0,0,22,-7.042429768045673,7.042429768045673,32,213,21.57,7,308,0.0003,18.10078277,-0.3831493,0,,
,,,,,7032,,,,7.396783350522275,18.6,0,0,22,-8.87821797854849,8.87821797854849,33,212,21.99,7,312,0.0003,18.578466400000003,-0.4361044,0,,
,,,,,7107,,,,14.64194611909897,18.3,0,0,23,-12.879678124147535,12.879678124147535,33,210,21.74,7,316,0.0003,18.32316857,-0.58134747,0,,
,,,,,7216,,,,5.3501045084923256,16.9,0,0,23,-5.919156647086572,5.919156647086572,34,209,21.12,7,320,0.0003,16.94735121,-0.5179423,0,,
,,,,,7311,,,,5.561491192148417,17.0,0,0,24,-4.525359737363506,4.525359737363506,35,207,21.42,7,324,0.0003,17.02879856,-0.48950917,0,,
,,,,,7394,,,,14.615674726984878,17.2,0,0,24,-14.780106069122947,14.780106069122947,35,209,21.46,7,328,0.0003,17.217563990000002,-0.46444964,0,,
,,,,,7462,,,,4.36682086146153,17.1,0,0,25,-4.263704118004913,4.263704118004913,36,205,21.13,7,332,0.0003,17.09037565,-0.49835795,0,,
,,,,,7564,,,,9.749250504613732,16.2,0,0,26,-12.455318095688332,12.455318095688332,37,202,20.6,7,336,0.0003,16.20286126,-0.65586215,0,,
,,,,,7647,,,,4.388368705535671,16.5,0,0,26,-5.708190745711369,5.708190745711369,38,201,20.74,7,340,0.0003,16.47261981,-0.84234846,0,,
,,,,,7743,,,,6.363470539315389,16.5,0,0,27,-8.084742102398026,8.084742102398026,38,199,20.91,7,344,0.0003,16.54405375,-0.6360748,0,,
,,,,,7889,,,,30.68880516995152,17.1,0,0,27,-34.83936209126501,34.83936209126501,39,199,21.33,8,348,0.0003,17.14682452,-0.6076847,0,,
,,,,,7993,,,,18.013400606578934,17.5,0,0,28,-22.72280008860854,22.72280008860854,40,198,21.71,8,352,0.0003,17.466381809999998,-0.5354862,0,,
,,,,,8081,,,,5.442921640920665,17.2,0,0,29,-0.6619312225775357,3.431787125644356,41,196,21.68,8,356,0.0003,17.2335012,-0.48069265,0,,
,,,,,8139,,,,5.256632538644049,17.2,0,0,30,-3.5783640635928102,3.5783640635928102,42,192,21.47,8,360,0.0003,17.190879889999998,-0.43897012,0,,
,,,,,8212,,,,9.625782351104032,17.2,0,0,31,-10.049580639578645,10.049580639578645,43,190,21.63,8,364,0.0003,17.23062333,-0.7235023,0,,
,,,,,8289,,,,9.658662745074926,17.3,0,0,31,-6.888258178170823,6.888258178170823,43,191,21.83,8,368,0.0003,17.263822560000005,-0.5520611,0,,
,,,,,8386,,,,5.754566635161708,17.3,0,0,31,-4.23078573049706,4.23078573049706,44,190,22.05,8,372,0.0003,17.34442673,-0.5563536,0,,
,,,,,8445,,,,8.87758239761064,17.4,0,0,32,-7.235903545551192,7.235903545551192,44,188,22.1,8,376,0.0003,17.35295589,-0.5260489,0,,
,,,,,8541,,,,3.6590308384658647,18.1,0,0,33,-5.208791493131198,5.208791493131198,45,187,22.47,8,380,0.0003,18.116406830000003,-0.7482916,0,,
,,,,,8657,,,,2.438425721048667,18.5,0,0,33,-2.757261309638672,2.757261309638672,46,186,22.94,8,384,0.0003,18.509985719999996,-0.49633425,0,,
,,,,,8757,,,,4.711227620402001,19.1,0,0,34,-5.985344705693822,5.985344705693822,47,184,23.02,8,388,0.0003,19.05040445,-0.52664095,0,,
,,,,,8853,,,,5.345106246393271,19.1,0,0,35,-6.452098076090538,6.452098076090538,48,181,23.07,9,392,0.0003,19.064484070000002,-0.5011508,0,,
,,,,,8958,,,,3.163893741654591,18.4,0,0,36,-2.2100561587365455,2.561793997853036,49,180,22.84,9,396,0.0003,18.371178440000005,-0.4091219,0,,
,,,,,9032,,,,13.605039816455013,18.4,0,0,37,-11.668971766232568,11.668971766232568,50,179,22.89,9,400,0.0003,18.427047200000004,-0.53479254,0,,
,,,,,9100,,,,3.243558864151344,18.4,0,0,37,-2.896453199754884,2.896453199754884,51,178,22.66,9,404,0.0003,18.39526931,-0.46475992,0,,
,,,,,9151,,,,3.8541730796906424,18.1,0,0,37,-3.246406467430097,3.246406467430097,51,178,22.33,9,408,0.0003,18.06806222,-0.50293565,0,,
,,,,,9344,,,,8.742245500293754,18.6,0,0,39,-19.1119215301898,19.1119215301898,53,176,23.12,9,412,0.0003,18.62492432,-0.56868213,0,,
,,,,,9457,,,,5.861042814848167,18.7,0,0,40,-7.33080096114033,7.33080096114033,54,173,23.5,9,416,0.0003,18.66552307,-0.59087676,0,,
,,,,,9573,,,,1.7964963612222258,19.5,0,0,41,-3.4992946521046546,3.4992946521046546,55,173,23.57,9,420,0.0003,19.53552393,-0.68924135,0,,
,,,,,9648,,,,10.931623187686213,19.4,0,0,42,-10.632959694475392,10.632959694475392,56,171,23.37,9,424,0.0003,19.42340717,-0.52080226,0,,
,,,,,9720,,,,11.494585936347644,19.2,0,0,42,-8.639801899458794,8.639801899458794,56,170,23.26,9,428,0.0003,19.18732572,-0.3601086,0,,
,,,,,9794,,,,6.897654504723027,19.0,0,0,42,-5.0018440199305605,5.0018440199305605,57,171,23.32,10,432,0.0003,19.04477357,-0.6561637,0,,
,,,,,9895,,,,5.067304621508042,19.1,0,0,43,-6.17813010554592,6.17813010554592,57,170,23.31,10,436,0.0003,19.069305200000002,-0.65864944,0,,
,,,,,9980,,,,10.751576080569693,19.1,0,0,44,-11.071805719434241,11.071805719434241,59,168,23.33,10,440,0.0003,19.08765469,-0.49647686,0,,
-1.3192407,8.8,8.788023090909093,8.378080939470369,-4.07945386700601,10001,4.0794544,0,17.90909090909091,,,,,,,,,,,,,,,,,,
,,,,,10096,,,,9.887608140794393,19.4,0,0,45,-12.869407273189426,12.869407273189426,60,166,23.53,10,444,0.0003,19.39972667,-0.5580573,0,,
,,,,,10170,,,,5.003773428509957,18.8,0,0,46,-5.559180509953513,5.559180509953513,61,165,22.81,10,448,0.0003,18.81354709,-0.68129927,0,,
,,,,,10238,,,,4.124278553065171,18.5,0,0,47,-4.546160970510907,4.546160970510907,62,164,22.45,10,452,0.0003,18.46024798,-0.62682164,0,,
,,,,,10346,,,,11.726603607437132,18.8,0,0,48,-14.157113219882074,14.157113219882074,63,163,22.65,10,456,0.0003,18.817232779999998,-0.5162561,0,,
,,,,,10460,,,,2.7483325317700573,19.5,0,0,49,-4.8189850156618315,4.8189850156618315,64,162,23.21,10,460,0.0003,19.50401024,-0.74222934,0,,
,,,,,10585,,,,25.523131984156574,20.2,0,0,50,-29.490775528384265,29.490775528384265,65,160,23.73,10,464,0.0003,20.18813807,-0.55452263,0,,
,,,,,10662,,,,6.113792462953518,20.2,0,0,51,-6.284153653309284,6.284153653309284,66,159,23.73,10,468,0.0003,20.21422149,-0.43525845,0,,
,,,,,10772,,,,4.125311714174808,20.4,0,0,52,-5.009094253236176,5.009094253236176,67,158,23.86,11,472,0.0003,20.441335679999998,-0.6352174,0,,
,,,,,10892,,,,6.640935390912915,21.0,0,0,52,-9.597417691941564,9.597417691941564,68,158,24.47,11,476,0.0003,21.011338989999995,-0.5605947,0,,
,,,,,11006,,,,8.755155231599787,21.0,0,0,55,-13.373713341342137,13.373713341342137,71,154,24.65,11,480,0.0003,20.981018730000002,-0.6258436,0,,
,,,,,11115,,,,6.843590980471676,20.8,0,0,56,-7.462352057795965,7.462352057795965,72,153,24.58,11,484,0.0003,20.75672075,-0.61847234,0,,
,,,,,11177,,,,5.527600800443086,20.3,0,0,56,-4.349300344951403,4.349300344951403,72,154,24.2,11,488,0.0003,20.27345842,-0.5595935,0,,
,,,,,11230,,,,8.244037007934104,19.9,0,0,57,-6.030011398937978,6.030011398937978,73,153,23.77,11,492,0.0003,19.907057050000002,-0.564043,0,,
,,,,,11294,,,,4.029563775786329,19.7,0,0,57,-3.3724735059512985,3.3724735059512985,73,153,23.36,11,496,0.0003,19.74258294,-0.4847779,0,,
,,,,,11361,,,,12.623101407837282,19.7,0,0,57,-10.354632708597718,10.354632708597718,74,152,23.29,11,500,0.0003,19.675089419999995,-0.5312747,0,,
,,,,,11413,,,,5.57437239440823,19.6,0,0,58,-4.862624517342993,4.862624517342993,75,151,23.13,11,504,0.0003,19.60771242,-0.6756743,0,,
,,,,,11486,,,,5.499916614236991,19.7,0,0,58,-4.635076375676056,4.635076375676056,75,152,23.35,11,508,0.0003,19.74818421,-0.52392256,0,,
,,,,,11581,,,,7.18612620185556,18.7,0,0,60,-7.219493588093564,7.219493588093564,76,150,22.37,11,512,0.0003,18.746083510000002,-0.5895839,0,,
,,,,,11692,,,,10.370310140630352,19.0,0,0,61,-12.17092126048205,12.17092126048205,78,149,22.35,11,516,0.0003,19.02024779,-0.53715765,0,,
,,,,,11759,,,,6.874753767581066,18.0,0,0,62,-5.656661265572235,5.656661265572235,79,148,21.86,11,520,0.0003,17.95532343,-0.67929125,0,,
,,,,,11843,,,,6.639543718292872,18.0,0,0,63,-6.557195038487755,6.557195038487755,80,147,21.95,12,524,0.0003,18.0099343,-0.6185209,0,,
,,,,,11937,,,,3.926051323750355,18.1,0,0,64,-5.613578822998216,5.613578822998216,81,146,22.17,12,528,0.0003,18.08483457,-0.8154283,0,,
,,,,,11999,,,,5.868253903248694,18.1,0,0,64,-3.359040791151874,3.359040791151874,81,147,22.05,12,532,0.0003,18.08695232,-0.4203704,0,,
,,,,,12097,,,,6.538937024863654,17.6,0,0,65,-5.4232566882828745,5.4232566882828745,82,145,22.02,12,536,0.0003,17.64250716,-0.52375066,0,,
,,,,,12186,,,,5.2393073846311715,17.7,0,0,66,-6.0397551687966065,6.0397551687966065,84,144,22.06,12,540,0.0003,17.733115450000003,-0.6926851,0,,
,,,,,12278,,,,8.339604969819833,17.4,0,0,67,-9.408515846461956,9.408515846461956,85,143,21.82,12,544,0.0003,17.350337049999997,-0.6299007,0,,
,,,,,12405,,,,18.40979999152897,17.9,0,0,69,-26.104165619627373,26.104165619627373,87,141,22.35,12,548,0.0003,17.88477073,-0.57382053,0,,
,,,,,12477,,,,9.165971305816308,17.8,0,0,69,-6.7937758363865335,6.7937758363865335,87,142,22.39,12,552,0.0003,17.84428913,-0.6523209,1,,
,,,,,12538,,,,4.93306946574625,17.3,0,0,71,-4.277390785295293,4.277390785295293,89,140,21.92,12,556,0.0003,17.25976676,-0.52950466,1,,
,,,,,12666,,,,3.550932378712817,17.0,0,0,72,-5.214449555231541,5.214449555231541,90,140,22.06,12,560,0.0003,17.045541259999997,-0.5581806,1,,
,,,,,12718,,,,2.938593518288977,16.3,0,0,73,-2.646328847794764,2.646328847794764,91,139,21.33,12,564,0.0003,16.28484015,-0.47745597,1,,
,,,,,12799,,,,5.527953461065416,16.3,0,0,73,-2.7486375939320147,2.9513198379770738,91,139,21.37,12,568,0.0003,16.295100949999995,-0.5451341,1,,
,,,,,12884,,,,8.189752322193572,16.1,0,0,74,-6.22847013723998,6.22847013723998,92,138,21.12,12,572,0.0003,16.050813279999996,-0.56230724,1,,
,,,,,12994,,,,7.433291249688592,15.8,0,0,75,-8.984185069923555,8.984185069923555,94,137,21.02,13,576,0.0003,15.765011579999998,-0.4665182,1,,
,,,,,13094,,,,5.212173303101121,15.8,0,0,76,-6.2976760013439055,6.2976760013439055,95,136,20.88,13,580,0.0003,15.791314670000002,-0.5985879,1,,
,,,,,13163,,,,23.839892209500302,15.7,0,0,77,-20.008472279030215,20.008472279030215,96,135,20.48,13,584,0.0003,15.73449991,-0.527619,1,,
,,,,,13256,,,,5.238257779985234,15.7,0,0,79,-6.160146048682363,6.160146048682363,97,135,20.79,13,588,0.0003,15.735941759999998,-0.5279445,1,,
,,,,,13331,,,,6.391916540454573,16.1,0,0,80,-6.781177276028024,6.781177276028024,99,134,21.01,13,592,0.0003,16.0576232,-0.7257722,1,,
,,,,,13419,,,,5.1430487765293265,16.4,0,0,81,-5.627824722139215,5.627824722139215,100,133,21.25,13,596,0.0003,16.39914755,-0.4212574,1,,
,,,,,13487,,,,3.9352031746216563,16.5,0,0,81,-2.596051799724076,2.596051799724076,100,133,21.26,13,600,0.0003,16.450641039999997,-0.35700747,1,,
,,,,,13558,,,,9.477447281783315,16.6,0,0,82,-8.588171696567557,8.588171696567557,102,132,21.45,13,604,0.0003,16.59172492,-0.6078214,1,,
,,,,,13663,,,,9.992515943867476,17.2,0,0,83,-10.72303144806679,10.72303144806679,103,132,21.77,13,608,0.0003,17.17342613,-0.6074994,1,,
,,,,,13743,,,,6.525728607098625,17.4,0,0,85,-7.450057189326453,7.450057189326453,104,131,21.62,13,612,0.0003,17.352834700000002,-0.7292492,1,,
,,,,,13861,,,,4.9468329918048735,17.4,0,0,86,-6.552243153286203,6.552243153286203,106,130,21.69,13,616,0.0003,17.4265842,-0.63001287,1,,
,,,,,13955,,,,11.35771353397039,17.8,0,0,87,-13.721681497257805,13.721681497257805,107,129,21.96,14,620,0.0003,17.779637240000003,-0.6390414,1,,
,,,,,14026,,,,4.063410565362568,17.6,0,0,88,-4.573491711882882,4.573491711882882,108,128,21.83,14,624,0.0003,17.64777468,-0.7845501,1,,
,,,,,14099,,,,5.802419582297088,17.7,0,0,88,-5.036148632368394,5.036148632368394,108,129,21.62,14,628,0.0003,17.67662261,-0.5187271,1,,
,,,,,14185,,,,5.028264147441495,17.8,0,0,90,-4.381485616325033,4.381485616325033,110,128,21.86,14,632,0.0003,17.821242049999995,-0.4886205,1,,
,,,,,14251,,,,7.975415560333235,17.7,0,0,91,-5.98600385094065,5.98600385094065,111,127,21.54,14,636,0.0003,17.65820404,-0.6067523,1,,
,,,,,14318,,,,5.969534736347123,17.1,0,0,92,-3.187892801625813,3.187892801625813,113,126,21.32,14,640,0.0003,17.13909896,-0.49626493,1,,
,,,,,14413,,,,6.031838507147937,17.1,0,0,94,-5.623910685753765,5.623910685753765,114,125,21.35,14,644,0.0003,17.057038130000002,-0.6397833,1,,
,,,,,14492,,,,9.475259231891572,16.3,0,0,94,-9.447026663502468,9.447026663502468,114,126,20.87,14,648,0.0003,16.30323728,-0.5350766,1,,
,,,,,14601,,,,3.2067642107625822,17.2,0,0,96,-5.7885414072620245,5.7885414072620245,117,124,21.24,14,652,0.0003,17.167658590000002,-0.8882514,1,,
,,,,,14686,,,,6.057009177879709,17.4,0,0,96,-5.992386925363314,5.992386925363314,117,125,21.48,14,656,0.0003,17.406368370000003,-0.5607498,1,,
,,,,,14781,,,,5.5016610963865,17.3,0,0,98,-4.403872338156137,4.403872338156137,119,124,21.15,14,660,0.0003,17.26303309,-0.45356092,1,,
,,,,,14848,,,,6.075360332873925,17.4,0,0,99,-6.177495488787049,6.177495488787049,120,123,21.3,14,664,0.0003,17.38598808,-0.7843611,1,,
,,,,,14928,,,,4.965002802076392,17.5,0,0,100,-5.6271717480797765,5.6271717480797765,121,122,21.29,14,668,0.0003,17.47392557,-0.61406237,1,,
,,,,,15014,,,,8.354130367602378,17.6,0,0,101,-8.446761816500498,8.446761816500498,123,121,21.3,15,672,0.0003,17.5839468,-0.6547103,1,,
,,,,,15114,,,,5.527897631919677,17.6,0,0,103,-6.047695168400748,6.047695168400748,124,120,21.2,15,676,0.0003,17.57086092,-0.60261583,1,,
,,,,,15214,,,,2.908777610236848,17.4,0,0,104,-3.9306492269914215,3.9306492269914215,126,120,21.2,15,680,0.0003,17.41615511,-0.5215873,1,,
,,,,,15287,,,,22.230642437232753,17.4,0,0,104,-17.552998581422294,17.552998581422294,126,120,21.24,15,684,0.0003,17.39158237,-0.57218295,1,,
,,,,,15353,,,,6.758392820153146,17.2,0,0,105,-5.278266812895136,5.278266812895136,127,120,20.97,15,688,0.0003,17.24516898,-0.5247302,1,,
,,,,,15438,,,,4.990035774868473,17.1,0,0,107,-4.90860408000704,4.90860408000704,129,119,21.07,15,692,0.0003,17.13383251,-0.61341804,1,,
,,,,,15512,,,,7.894754652137339,16.7,0,0,109,-4.451141364184311,4.451141364184311,130,118,20.93,15,696,0.0003,16.68515852,-0.57553923,1,,
,,,,,15587,,,,4.558765518165392,16.7,0,0,109,-4.817802729524634,4.817802729524634,131,118,21.0,15,700,0.0003,16.655667699999995,-0.6329943,1,,
,,,,,15683,,,,8.440024583181357,16.8,0,0,110,-7.742468997791987,7.742468997791987,132,118,21.25,15,704,0.0003,16.78436956,-0.5316908,1,,
,,,,,15804,,,,8.715780949540138,16.5,0,0,113,-6.68066839360399,6.68066839360399,135,116,21.41,15,708,0.0003,16.504896430000002,-0.50946,1,,
,,,,,15862,,,,5.433836496506812,16.1,0,0,113,-4.834768471710266,4.834768471710266,135,116,21.19,15,712,0.0003,16.113960220000003,-0.5992832,1,,
,,,,,15959,,,,8.535710862864581,15.7,0,0,114,-7.8101322846905745,7.8101322846905745,137,116,20.98,15,716,0.0003,15.739414169999998,-0.5555572,1,,
,,,,,16153,,,,24.663306313632887,16.6,0,0,117,-34.117945042084806,34.117945042084806,140,115,21.98,16,720,0.0003,16.56333234,-0.5571163,1,,
,,,,,16241,,,,20.097292914784287,16.9,0,0,119,-19.167221819604134,19.167221819604134,141,114,22.15,16,724,0.0003,16.879076639999997,-0.52645034,1,,
,,,,,16360,,,,2.7803461880135143,17.1,0,0,120,-1.0539661685213282,1.8241226088901334,143,114,22.61,16,728,0.0003,17.14350925,-0.3918532,1,,
,,,,,16444,,,,4.5122244068649975,17.3,0,0,121,-5.313830247784299,5.313830247784299,144,113,22.59,16,732,0.0003,17.322103379999998,-0.6862683,1,,
,,,,,16511,,,,9.634076078653901,17.5,0,0,123,-8.668122865144776,8.668122865144776,146,112,22.6,16,736,0.0003,17.45875718,-0.43718544,1,,
,,,,,16626,,,,29.016639480919768,18.5,0,0,125,-38.205327642933334,38.205327642933334,148,112,23.08,16,740,0.0003,18.54247789,-0.56986976,1,,
,,,,,16715,,,,4.656840950864284,18.9,0,0,126,-5.402275036686741,5.402275036686741,149,111,23.02,16,744,0.0003,18.857554890000003,-0.38744217,1,,
,,,,,16788,,,,8.397401053489768,18.9,0,0,126,-6.07528539214482,6.07528539214482,149,112,22.96,16,748,0.0003,18.908903029999998,-0.61711425,1,,
,,,,,16887,,,,31.637164839305925,18.6,0,0,127,-34.2056924954814,34.2056924954814,151,111,22.86,16,752,0.0003,18.57758948,-0.56311095,1,,
,,,,,16977,,,,28.501005494309915,18.9,0,0,129,-29.899809798063696,29.899809798063696,153,110,22.91,16,756,0.0003,18.88305432,-0.57674605,1,,
,,,,,17056,,,,4.670669963978023,18.9,0,0,130,-4.067471449538329,4.067471449538329,154,110,22.75,17,760,0.0003,18.92461753,-0.50510246,1,,
,,,,,17139,,,,13.425007924616475,19.2,0,0,132,-14.790990583996097,14.790990583996097,156,109,22.91,17,764,0.0003,19.151393300000002,-0.6837303,1,,
,,,,,17207,,,,5.589071590732962,19.0,0,0,133,-5.429838141404736,5.429838141404736,157,109,22.79,17,768,0.0003,18.977697170000003,-0.6837054,1,,
,,,,,17358,,,,15.260676003312811,19.9,0,0,135,-21.277753949727547,21.277753949727547,160,108,23.44,17,772,0.0003,19.925661460000004,-0.52112913,1,,
,,,,,17430,,,,9.198302399841412,19.8,0,0,137,-9.14896737061853,9.14896737061853,161,107,23.16,17,776,0.0003,19.780661339999998,-0.6836658,1,,
,,,,,17528,,,,22.011082624210342,19.8,0,0,138,-21.143505782424967,21.143505782424967,162,107,23.14,17,780,0.0003,19.77144356,-0.5608087,1,,
,,,,,17623,,,,5.157746213647084,19.8,0,0,140,-4.4813082284830275,4.4813082284830275,164,106,23.36,17,784,0.0003,19.77264701,-0.5267935,1,,
,,,,,17730,,,,3.053944424571469,20.2,0,0,141,-2.959054574136396,2.959054574136396,166,106,23.77,17,788,0.0003,20.173796510000003,-0.47578117,1,,
,,,,,17812,,,,7.078169871060076,20.4,0,0,143,-7.422205450204478,7.422205450204478,168,105,23.74,17,792,0.0003,20.3699923,-0.63640577,1,,
,,,,,17873,,,,8.91179291049931,20.5,0,0,143,-8.208732747761518,8.208732747761518,168,106,23.61,17,796,0.0003,20.45726084,-0.55239546,1,,
,,,,,17976,,,,3.338498620514115,20.5,0,0,144,-4.042118169467375,4.042118169467375,170,105,23.89,17,800,0.0003,20.45391737,-0.49575284,1,,
,,,,,18058,,,,12.938817137681967,20.6,0,0,146,-11.922632791876294,11.922632791876294,172,104,23.75,18,804,0.0003,20.576691030000006,-0.47156283,1,,
,,,,,18146,,,,6.501878119399359,20.5,0,0,148,-7.290819388588351,7.290819388588351,173,104,23.42,18,808,0.0003,20.54952586,-0.6556636,1,,
,,,,,18304,,,,3.946416895620586,21.7,0,0,151,-6.207309437152775,6.207309437152775,177,103,24.42,18,812,0.0003,21.730322549999997,-0.6082771,1,,
,,,,,18404,,,,14.048882276791165,21.7,0,0,153,-13.25463688484177,13.25463688484177,178,102,24.45,18,816,0.0003,21.697872930000003,-0.5672974,1,,
,,,,,18472,,,,5.066779191108835,20.6,0,0,153,-4.316708246687314,4.316708246687314,178,103,23.19,18,820,0.0003,20.561065239999998,-0.4961961,1,,
,,,,,18573,,,,6.7089229012518174,21.0,0,0,154,-8.801696242945793,8.801696242945793,180,102,23.32,18,824,0.0003,20.995631009999997,-0.6433395,1,,
,,,,,18666,,,,12.54253457221317,20.9,0,0,156,-12.019384212900823,12.019384212900823,182,102,23.06,18,828,0.0003,20.870860389999997,-0.5476987,1,,
,,,,,18737,,,,10.468182277469733,20.6,0,0,158,-7.196331254210389,7.196331254210389,184,101,22.93,18,832,0.0003,20.60392656,-0.5119345,1,,
,,,,,18816,,,,4.800917409559156,20.6,0,0,159,-5.361048650959286,5.361048650959286,185,101,23.05,18,836,0.0003,20.61692189,-0.7079487,1,,
,,,,,18890,,,,9.264510746918944,19.6,0,0,159,-6.691194489734042,6.691194489734042,185,101,22.64,18,840,0.0003,19.63781575,-0.62576586,1,,
,,,,,18961,,,,9.53262969573953,19.4,0,0,161,-10.556067774456837,10.556067774456837,187,100,22.46,18,844,0.0003,19.35157735,-0.7493318,1,,
,,,,,19074,,,,9.60180016434404,19.8,0,0,163,-10.781267862919375,10.781267862919375,189,100,22.86,19,848,0.0003,19.84913447,-0.49620298,1,,
,,,,,19153,,,,5.129879946857651,19.6,0,0,164,-4.580091069269613,4.580091069269613,191,100,22.66,19,852,0.0003,19.614425219999998,-0.42900318,1,,
,,,,,19228,,,,5.478635405066203,19.3,0,0,166,-5.3189380367700805,5.3189380367700805,193,99,22.51,19,856,0.0003,19.292611669999996,-0.5739496,1,,
,,,,,19295,,,,8.567393268425953,19.1,0,0,166,-8.64370484826933,8.64370484826933,193,99,22.39,19,860,0.0003,19.081195030000003,-0.66845953,1,,
,,,,,19394,,,,2.9296207792980415,19.0,0,0,168,-3.408855448076444,3.408855448076444,195,99,22.55,19,864,0.0003,19.04049887,-0.46500912,1,,
,,,,,19452,,,,6.867423124504827,19.0,0,0,169,-5.087793488303013,5.087793488303013,197,98,22.45,19,868,0.0003,19.00166937,-0.5319393,1,,
,,,,,19529,,,,7.379244174500738,17.9,0,0,171,-8.43037197496142,8.43037197496142,198,98,21.71,19,872,0.0003,17.93718396,-0.7125931,1,,
,,,,,19635,,,,2.8496103945353393,18.2,0,0,173,-2.209787808395963,2.281950582348866,201,97,22.05,19,876,0.0003,18.18607077,-0.4337972,1,,
,,,,,19738,,,,3.0314232968829518,18.0,0,0,175,-4.083825969296259,4.083825969296259,202,97,22.1,19,880,0.0003,17.95421046,-0.4522777,1,,
,,,,,19813,,,,5.671032249432244,18.0,0,0,176,-6.519775545726911,6.519775545726911,204,97,21.9,19,884,0.0003,17.96077004,-0.70823777,1,,
,,,,,19935,,,,4.133536552687878,18.0,0,0,178,-0.6876866882086674,2.6695981265172377,205,96,22.05,19,888,0.0003,17.99509553,-0.45319012,1,,
-1.3326876,8.8,8.963976,8.542081022940547,-4.071323574034732,20001,4.071323,0,18.545454545454547,,,,,,,,,,,,,,,,,,
,,,,,20055,,,,5.129832980166164,18.3,0,0,179,-3.618871861512943,3.7328091534809054,207,96,22.43,19,892,0.0003,18.27159297,-0.47771633,1,,
,,,,,20156,,,,4.3361568231164265,18.9,0,0,181,-6.921727496761483,6.921727496761483,210,95,22.83,19,896,0.0003,18.893631990000003,-0.93084335,1,,
,,,,,20220,,,,12.728077384000521,19.0,0,0,183,-11.517142934899798,11.517142934899798,211,95,22.44,20,900,0.0003,18.97706434,-0.6255346,1,,
,,,,,20324,,,,6.441703273456299,19.0,0,0,185,-5.8972844828708215,5.8972844828708215,213,95,22.66,20,904,0.0003,18.96009684,-0.5344829,1,,
,,,,,20388,,,,7.026296786330005,18.7,0,0,185,-6.580688314886577,6.580688314886577,213,95,22.42,20,908,0.0003,18.67329536,-0.6592213,1,,
,,,,,20469,,,,5.62884429624865,17.8,0,0,187,-2.4073328065224566,3.3618190170627464,216,94,21.65,20,912,0.0003,17.81698147,-0.53034455,1,,
,,,,,20562,,,,3.8503527025117155,17.9,0,0,189,-2.6473420185802485,2.6614180849529494,217,94,21.58,20,916,0.0003,17.870368319999997,-0.48383653,1,,
,,,,,20639,,,,4.809855940108658,18.0,0,0,190,-4.180504400218108,4.180504400218108,219,93,21.67,20,920,0.0003,18.04124855,-0.43583527,1,,
