eval_qs,eval mean 100 episode reward,eval_ep_rewmean,total timesteps,eval_eplenmean,eval_time_elapsed,eval_qs_difference,eval_discount_q,eval_abs_qs_difference,eplenmean,act_time,env_time,ep_rewmean,current_lr,qs_mean,train_time,episodes,mean 100 episode reward,time_elapsed,discount_q,update_time,qs_difference,qs_abs_difference,n_updates,fps,q_grad_norm,qfs_loss
-1.9404699,8.6,8.594963272727272,1,31.636363636363637,0,-1.2633048674975214,8.90006472823898,3.328585,,,,,,,,,,,,,,,,,,
,,,15044,,,,,,23.54,1,13,20.743016690000005,0.0003,-0.4347414,0,656,20.7,114,6.8959162096820465,95,-5.472740609280549,5.472740609280549,0,130,,
,,,15130,,,,,,23.3,1,13,20.501074929999994,0.0003,-0.30064443,0,660,20.5,116,3.4312163924726837,96,-3.879245626745389,3.879245626745389,0,130,,
,,,15305,,,,,,24.07,1,13,21.155582999999996,0.0003,-0.41172084,0,664,21.2,119,7.476871780185893,99,-13.629449365892873,13.629449365892873,0,128,,
,,,15399,,,,,,24.44,1,13,21.511302720000003,0.0003,-0.17571186,0,668,21.5,119,5.539640302630424,99,-6.295635359785946,6.295635359785946,0,129,,
,,,15485,,,,,,24.42,1,14,21.58886688,0.0003,-0.27248666,0,672,21.6,120,10.815181986159741,100,-12.282177423367724,12.282177423367724,0,128,,
,,,15578,,,,,,24.54,1,14,21.725423550000002,0.0003,-0.43697077,0,676,21.7,121,2.179147311807549,101,-1.014254907966759,1.500992872771744,0,127,,
,,,15655,,,,,,24.73,1,14,21.729049570000008,0.0003,-0.34166217,0,680,21.7,123,5.6838195186995355,102,-5.5025075988026435,5.5025075988026435,0,126,,
,,,15731,,,,,,23.96,1,14,20.54652998,0.0003,-0.5258343,0,684,20.5,124,5.576048500298264,104,-4.7243922819306405,4.7243922819306405,0,125,,
,,,15831,,,,,,24.1,1,14,21.41131842,0.0003,-0.2621305,0,688,21.4,126,5.749664756053593,105,-7.364160385706651,7.364160385706651,0,125,,
,,,15897,,,,,,23.73,1,14,20.88415037,0.0003,-0.48154292,0,692,20.9,126,6.6893517061372,105,-6.706998700498341,6.706998700498341,0,125,,
,,,15969,,,,,,23.57,1,14,20.711343439999997,0.0003,-0.4464867,0,696,20.7,127,14.632550971557956,106,-15.079157108954368,15.079157108954368,0,125,,
,,,16023,,,,,,23.37,1,14,20.630711669999997,0.0003,-0.4136026,0,700,20.6,129,5.2093490391214665,108,-4.507959482453823,4.507959482453823,0,123,,
,,,16106,,,,,,23.18,1,14,20.65869152,0.0003,-0.33633274,0,704,20.7,131,3.2170112895068765,110,-3.782475925065564,3.782475925065564,0,122,,
,,,16168,,,,,,22.69,1,14,20.22742589,0.0003,-0.42393932,0,708,20.2,131,10.548903376425796,110,-6.6084301327435435,6.6084301327435435,0,123,,
,,,16272,,,,,,22.89,1,14,20.511760210000002,0.0003,-0.25336736,0,712,20.5,132,4.868586439069459,111,-4.73619510183825,4.73619510183825,0,122,,
,,,16324,,,,,,21.97,1,14,18.47336627,0.0003,-0.43372673,0,716,18.5,133,2.845246642109463,112,-1.136078370430945,1.270224265898262,0,121,,
,,,16394,,,,,,21.81,1,14,18.37253848,0.0003,-0.33876228,0,720,18.4,133,5.456415629057656,112,-4.301891803943604,4.301891803943604,0,122,,
,,,16455,,,,,,21.02,1,14,17.166665000000002,0.0003,-0.45598203,0,724,17.2,135,4.071422961538633,113,-3.9830176519595852,3.9830176519595852,0,121,,
,,,16567,,,,,,21.07,1,15,16.52360287,0.0003,-0.2615028,0,728,16.5,137,3.2763235069935353,115,-1.124102804245567,2.4613220757492327,0,120,,
,,,16640,,,,,,21.18,1,15,16.68189433,0.0003,-0.38309813,0,732,16.7,138,4.619074624376773,117,-3.8534952092681762,3.8534952092681762,0,119,,
,,,16729,,,,,,20.99,1,15,16.498981829999998,0.0003,-0.26428092,0,736,16.5,140,7.533664715201611,118,-5.0179296325354406,5.0179296325354406,0,119,,
,,,16812,,,,,,21.09,1,15,16.36418661,0.0003,-0.28988066,0,740,16.4,141,11.378915582450272,119,-8.525976615404138,8.525976615404138,0,118,,
,,,16888,,,,,,21.13,1,15,16.256780129999996,0.0003,-0.22618136,0,744,16.3,141,3.206708537714728,119,-2.70184440618912,2.70184440618912,0,119,,
,,,17080,,,,,,22.03,1,15,18.07489887,0.0003,-0.19063765,0,748,18.1,144,1.6378611976088635,122,-5.047558413193294,5.047558413193294,0,117,,
,,,17172,,,,,,22.12,1,15,18.02983804,0.0003,-0.5028332,0,752,18.0,146,5.598289074057146,123,-7.133922902958134,7.133922902958134,0,117,,
,,,17273,,,,,,22.29,1,15,18.39781923,0.0003,-0.57551926,0,756,18.4,147,7.7028464089726825,125,-10.78845956399499,10.78845956399499,0,116,,
,,,17350,,,,,,22.2,1,15,18.261849849999997,0.0003,-0.20790628,0,760,18.3,149,7.130133432558576,126,-0.7693840088036731,3.0607859896204666,0,116,,
,,,17417,,,,,,21.12,1,15,17.450322659999998,0.0003,-0.20077053,0,764,17.5,150,8.270592821156816,128,-7.961817667042941,7.961817667042941,0,115,,
,,,17520,,,,,,21.21,1,15,17.377015340000003,0.0003,-0.28189442,0,768,17.4,152,14.179754463689552,129,-8.499058620114216,8.871272339502141,0,115,,
,,,17626,,,,,,21.41,1,15,17.641474799999997,0.0003,-0.32559788,0,772,17.6,154,1.8120475059822068,131,-1.9940181808700121,1.9940181808700121,0,114,,
,,,17701,,,,,,21.23,1,16,17.530491190000003,0.0003,-0.3153292,0,776,17.5,155,17.892430306405164,132,-16.1576672143704,16.1576672143704,0,113,,
,,,17786,,,,,,21.31,1,16,17.773424450000004,0.0003,-0.30975547,0,780,17.8,155,9.3140132025834,132,-9.523731157173247,9.523731157173247,0,114,,
,,,17876,,,,,,21.45,1,16,17.62488913,0.0003,-0.20873486,0,784,17.6,157,4.616940653764918,133,-5.1098305049050055,5.1098305049050055,0,113,,
,,,17965,,,,,,21.34,1,16,16.950590770000005,0.0003,-0.58464336,0,788,17.0,158,4.867407595935518,135,-5.7217428147667055,5.7217428147667055,0,113,,
,,,18050,,,,,,21.53,1,16,17.0665878,0.0003,-0.21130198,0,792,17.1,160,7.076764740937676,136,-7.066380903427345,7.066380903427345,0,112,,
,,,18108,,,,,,21.39,1,16,16.91312999,0.0003,-0.3542932,0,796,16.9,161,7.7269391022385125,138,-6.347070652905234,6.347070652905234,0,111,,
,,,18177,,,,,,21.54,1,16,17.00345076,0.0003,-0.47881174,0,800,17.0,161,6.879284178172056,138,-5.202886436477856,5.202886436477856,0,112,,
,,,18238,,,,,,21.32,1,16,16.81389872,0.0003,-0.38266158,0,804,16.8,163,14.019853254718061,139,-11.110352683783399,11.110352683783399,0,111,,
,,,18330,,,,,,21.62,1,16,17.23854067,0.0003,-0.5837642,0,808,17.2,165,8.847426137555491,141,-10.988924782775184,10.988924782775184,0,111,,
,,,18424,,,,,,21.52,1,16,17.21055257,0.0003,-0.23068963,0,812,17.2,166,4.1160538615958515,142,-4.910878840196891,4.910878840196891,0,110,,
,,,18508,,,,,,21.84,1,16,17.46875026,0.0003,-0.42066777,0,816,17.5,168,3.9912752148022923,144,-2.8236882534011234,2.8236882534011234,0,110,,
,,,18573,,,,,,21.79,1,16,17.509005,0.0003,-0.558702,0,820,17.5,168,4.32850654272088,144,-3.5862836484748852,3.5862836484748852,0,110,,
,,,18653,,,,,,21.98,1,16,17.696980099999998,0.0003,-0.56681985,0,824,17.7,169,14.154731335399429,145,-14.677119029257984,14.677119029257984,0,109,,
,,,18726,,,,,,21.59,1,16,17.449848009999997,0.0003,-0.5902666,0,828,17.4,171,8.290562473754058,147,-8.451176668868545,8.451176668868545,0,109,,
,,,18808,,,,,,21.68,1,17,17.70623405,0.0003,-0.52943957,0,832,17.7,173,14.10383236365098,148,-15.390813856835956,15.390813856835956,0,108,,
,,,18874,,,,,,21.45,1,17,17.565357749999997,0.0003,-0.5774385,0,836,17.6,173,5.767861405698059,148,-5.652056656834436,5.652056656834436,0,108,,
,,,18953,,,,,,21.41,1,17,17.58460641,0.0003,-0.3317283,0,840,17.6,174,5.916438360758616,150,-6.904501148418287,6.904501148418287,0,108,,
,,,19106,,,,,,22.18,1,17,18.46921718,0.0003,-0.45562017,0,844,18.5,178,21.505505820071445,153,-33.703334609580374,33.703334609580374,0,107,,
,,,19191,,,,,,21.11,1,17,16.18611638,0.0003,-0.2286829,0,848,16.2,178,7.611645855001627,153,-6.754491554832841,6.754491554832841,0,107,,
,,,19300,,,,,,21.28,1,17,16.4419151,0.0003,-0.436269,0,852,16.4,181,19.405596670101314,156,-20.178476334117185,20.178476334117185,0,106,,
,,,19379,,,,,,21.06,1,17,16.099107699999998,0.0003,-0.40983486,0,856,16.1,181,7.616583141959032,156,-5.094522177045493,5.094522177045493,0,106,,
,,,19447,,,,,,20.97,1,17,16.137520029999997,0.0003,-0.61375934,0,860,16.1,183,9.665911616503491,158,-8.885221889967802,8.885221889967802,0,106,,
,,,19501,,,,,,20.84,1,17,15.97802827,0.0003,-0.28443882,0,864,16.0,184,8.666627296492928,159,-6.790530005212199,6.790530005212199,0,105,,
,,,19590,,,,,,20.7,1,17,15.872800750000001,0.0003,-0.395575,0,868,15.9,185,8.371379515622317,159,-8.81379598624054,8.81379598624054,0,105,,
,,,19673,,,,,,20.47,1,17,15.568103619999999,0.0003,-0.23818849,0,872,15.6,186,5.906531334253802,161,-6.532837638734591,6.532837638734591,0,105,,
,,,19755,,,,,,20.54,1,17,15.555542840000001,0.0003,-0.49721214,0,876,15.6,188,16.77256823193972,162,-15.651903224112496,15.651903224112496,0,104,,
,,,19833,,,,,,20.47,1,17,15.563462,0.0003,-0.29947606,0,880,15.6,190,9.770877915092662,164,-8.420590608209627,8.420590608209627,0,104,,
,,,19897,,,,,,20.21,1,18,15.471748280000002,0.0003,-0.33424518,0,884,15.5,190,6.510035084631611,164,-3.463947575244594,3.463947575244594,0,104,,
,,,19958,,,,,,19.93,1,18,15.312799,0.0003,-0.38594636,0,888,15.3,191,5.131556152247586,166,-4.770377173066373,4.770377173066373,0,104,,
-1.9324478,8.8,8.94971809090909,20001,31.09090909090909,0,-1.5907350711613495,9.151306712362414,3.325649,,,,,,,,,,,,,,,,,,
,,,20085,,,,,,20.35,1,18,15.55596066,0.0003,-0.34858203,0,892,15.6,194,7.380593594466537,167,-8.378250164884959,8.378250164884959,0,103,,
,,,20161,,,,,,20.53,1,18,15.716936019999999,0.0003,-0.47627118,0,896,15.7,195,4.619833157568705,169,-4.341609846643945,4.341609846643945,0,102,,
,,,20222,,,,,,20.45,1,18,15.498149320000003,0.0003,-0.26756328,0,900,15.5,197,5.745178271382626,170,-4.212375797687427,4.212375797687427,0,102,,
,,,20308,,,,,,20.7,1,18,15.631755570000001,0.0003,-0.39466754,0,904,15.6,199,12.499117343520954,172,-11.845467323826853,11.845467323826853,0,101,,
,,,20397,,,,,,20.67,1,18,15.48751111,0.0003,-0.48404074,0,908,15.5,199,8.417894382390445,172,-9.415784313266677,9.415784313266677,0,102,,
,,,20512,,,,,,20.88,1,18,15.62313873,0.0003,-0.30006236,0,912,15.6,202,5.082550888075969,175,-5.374091333160162,5.374091333160162,0,101,,
,,,20565,,,,,,20.57,1,18,15.38362682,0.0003,-0.5276428,0,916,15.4,202,4.953179251699371,175,-4.203433090050928,4.203433090050928,0,101,,
,,,20657,,,,,,20.84,1,18,15.64642796,0.0003,-0.63681364,0,920,15.6,204,6.270299817749716,177,-7.072401484329264,7.072401484329264,0,100,,
,,,20771,,,,,,21.18,1,18,15.826191829999997,0.0003,-0.23732287,0,924,15.8,206,8.51642285039934,179,-10.205638248322746,10.205638248322746,0,100,,
,,,20896,,,,,,21.7,1,18,16.55717325,0.0003,-0.47066852,0,928,16.6,208,5.544919531686755,181,-6.424374304736883,6.424374304736883,0,100,,
,,,20959,,,,,,21.51,1,18,16.28433917,0.0003,-0.2571676,0,932,16.3,210,4.8622227377128135,182,-3.069468257468274,3.069468257468274,0,99,,
,,,21036,,,,,,21.62,1,18,16.351220240000004,0.0003,-0.5138207,0,936,16.4,212,10.719397126104317,184,-10.559750942157532,10.559750942157532,0,99,,
,,,21129,,,,,,21.76,1,19,16.72836218,0.0003,-0.54969865,0,940,16.7,213,4.715465559079462,186,-5.931461076399425,5.931461076399425,0,98,,
,,,21201,,,,,,20.95,1,19,16.18961829,0.0003,-0.17172198,0,944,16.2,215,4.765307029680706,187,-3.7870850203955704,3.7870850203955704,0,98,,
,,,21286,,,,,,20.95,1,19,16.116608010000004,0.0003,-0.28738657,0,948,16.1,215,5.250907922056042,187,-5.9722391938936035,5.9722391938936035,0,98,,
,,,21357,,,,,,20.57,1,19,15.905826600000001,0.0003,-0.36571297,0,952,15.9,217,5.904628425404724,189,-5.212622909945931,5.212622909945931,0,98,,
,,,21475,,,,,,20.96,1,19,15.958170639999999,0.0003,-0.36049682,0,956,16.0,220,12.11406829107117,192,-8.842180449511963,9.864540123883906,0,97,,
,,,21568,,,,,,21.21,1,19,16.06598106,0.0003,-0.2005235,0,960,16.1,222,3.8306446235684692,193,-4.324602255043444,4.324602255043444,0,97,,
,,,21629,,,,,,21.28,1,19,16.11684616,0.0003,-0.44228038,0,964,16.1,223,6.955060777020255,195,-5.001524119958619,5.001524119958619,0,96,,
,,,21695,,,,,,21.05,1,19,15.980335530000001,0.0003,-0.4990113,0,968,16.0,224,4.863152015582834,195,-4.550646686563064,4.550646686563064,0,96,,
,,,21776,,,,,,21.03,1,19,15.97885433,0.0003,-0.3690493,0,972,16.0,226,3.5353734896781335,197,-2.1435363769343523,2.1435363769343523,0,96,,
,,,21831,,,,,,20.76,1,19,15.72403566,0.0003,-0.32543638,0,976,15.7,227,4.217021829036775,199,-2.4968817381141175,2.4968817381141175,0,95,,
,,,21897,,,,,,20.64,1,19,15.545332479999999,0.0003,-0.30992234,0,980,15.5,227,5.741990619267846,199,-5.037478521714561,5.037478521714561,0,96,,
,,,22008,,,,,,21.11,1,19,16.17616117,0.0003,-0.28649747,0,984,16.2,231,10.142995691951851,202,-11.608650822344286,11.608650822344286,0,94,,
,,,22112,,,,,,21.54,1,20,16.545131819999998,0.0003,-0.46335393,0,988,16.5,233,7.206161034372695,204,-9.215021120325666,9.215021120325666,0,94,,
,,,22177,,,,,,20.92,1,20,16.25580992,0.0003,-0.5027338,0,992,16.3,233,10.294954598116608,204,-10.666559428866428,10.666559428866428,0,94,,
,,,22253,,,,,,20.92,1,20,16.28105596,0.0003,-0.28543922,0,996,16.3,235,5.523698698001062,206,-5.324335675801729,5.324335675801729,0,94,,
,,,22428,,,,,,22.06,1,20,17.592332980000002,0.0003,-0.5022028,0,1000,17.6,239,11.720166379415888,210,-24.013435854588337,24.013435854588337,0,93,,
,,,22540,,,,,,22.32,1,20,18.080706120000002,0.0003,-0.48314452,0,1004,18.1,241,8.94589362031523,211,-12.857964490181997,12.857964490181997,0,93,,
,,,22629,,,,,,22.32,1,20,18.05887097,0.0003,-0.4028487,0,1008,18.1,243,8.07649082104354,213,-9.6658003214543,9.6658003214543,0,92,,
,,,22697,,,,,,21.85,1,20,17.620592350000003,0.0003,-0.37771255,0,1012,17.6,243,9.097388206207071,213,-8.522721260458589,8.522721260458589,0,93,,
,,,22776,,,,,,22.11,1,20,17.838000960000002,0.0003,-0.2126691,0,1016,17.8,245,7.396252448586752,215,-5.445187265744521,5.445187265744521,0,92,,
,,,22864,,,,,,22.07,1,20,17.866158979999998,0.0003,-0.2873867,0,1020,17.9,247,6.499388856709522,217,-7.584490462035625,7.584490462035625,0,92,,
,,,22928,,,,,,21.57,1,20,17.39445096,0.0003,-0.3572251,0,1024,17.4,249,6.233919856600664,219,-5.981960308748101,5.981960308748101,0,91,,
,,,23142,,,,,,22.46,1,20,18.21815123,0.0003,-0.30692795,0,1028,18.2,253,1.616260429033035,222,-1.7238831011854667,2.1047739246949124,0,91,,
,,,23213,,,,,,22.54,1,20,18.211707750000002,0.0003,-0.26461604,0,1032,18.2,255,8.401792577115755,225,-7.288675070161946,7.288675070161946,0,90,,
,,,23313,,,,,,22.77,1,20,18.290021900000003,0.0003,-0.2679603,0,1036,18.3,257,9.214273576893202,226,-8.933949639542123,8.933949639542123,0,90,,
,,,23396,,,,,,22.67,1,21,18.242245620000002,0.0003,-0.11708381,0,1040,18.2,257,4.846304260287455,226,-4.62642992310944,4.62642992310944,0,90,,
,,,23505,,,,,,23.04,1,21,18.72282299,0.0003,-0.33136702,0,1044,18.7,261,3.1397596730460386,230,-4.829907449143248,4.829907449143248,0,89,,
,,,23583,,,,,,22.97,1,21,18.80394957,0.0003,-0.47002017,0,1048,18.8,261,10.181237479135405,230,-8.43821516636936,8.43821516636936,0,90,,
,,,23699,,,,,,23.42,1,21,19.575294330000002,0.0003,-0.2557968,0,1052,19.6,263,3.0180350116105275,232,-4.012959964350613,4.012959964350613,0,90,,
,,,23787,,,,,,23.12,1,21,19.59420583,0.0003,-0.32866278,0,1056,19.6,265,11.244855276626122,234,-11.973744019828398,11.973744019828398,0,89,,
,,,23949,,,,,,23.81,1,21,21.0561926,0.0003,-0.39844343,0,1060,21.1,269,10.289028581882341,238,-23.06847109241222,23.06847109241222,0,88,,
,,,24007,,,,,,23.78,1,21,20.983442680000007,0.0003,-0.36115316,0,1064,21.0,271,6.31270406372984,239,-4.927609912828494,4.927609912828494,0,88,,
,,,24072,,,,,,23.77,1,21,21.197736250000002,0.0003,-0.3542948,0,1068,21.2,271,23.62741153550062,239,-19.925193621237334,19.925193621237334,0,88,,
,,,24134,,,,,,23.58,1,21,21.096100810000006,0.0003,-0.28567153,0,1072,21.1,273,3.0138797856583452,241,-2.7235035081470196,2.7235035081470196,0,88,,
,,,24216,,,,,,23.85,1,21,21.38508617,0.0003,-0.23732336,0,1076,21.4,275,8.292811321940846,244,-8.628524289967068,8.628524289967068,0,87,,
,,,24269,,,,,,23.72,1,21,21.282608210000003,0.0003,-0.3468526,0,1080,21.3,275,3.2428306547889134,244,-2.865191282894007,2.865191282894007,0,88,,
,,,24386,,,,,,23.78,1,21,20.948017460000003,0.0003,-0.52253747,0,1084,20.9,277,2.555261562657863,245,-3.0472292730468453,3.0472292730468453,0,87,,
,,,24446,,,,,,23.34,1,21,20.62604917,0.0003,-0.22363636,0,1088,20.6,279,3.5977471273719592,247,-2.730074501106551,2.730074501106551,0,87,,
,,,24529,,,,,,23.52,1,22,20.771667980000004,0.0003,-0.21753599,0,1092,20.8,281,10.58015332338572,249,-10.688313074936286,10.688313074936286,0,87,,
,,,24619,,,,,,23.66,1,22,21.218846720000002,0.0003,-0.5664416,0,1096,21.2,283,8.53638625595712,251,-10.569452191399806,10.569452191399806,0,86,,
,,,24695,,,,,,22.67,1,22,20.204598969999996,0.0003,-0.49491638,0,1100,20.2,283,8.993939950938652,251,-9.120338598533227,9.120338598533227,0,87,,
,,,24771,,,,,,22.31,1,22,19.767803400000002,0.0003,-0.42140144,0,1104,19.8,285,4.9853095274186385,253,-5.199768698185435,5.199768698185435,0,86,,
,,,24833,,,,,,22.04,1,22,19.411917790000004,0.0003,-0.22938032,0,1108,19.4,288,6.7806664282009725,255,-2.9153287419337817,3.0295561004895935,0,86,,
,,,24905,,,,,,22.08,1,22,19.32045118,0.0003,-0.19884562,0,1112,19.3,289,5.516167920023134,257,-3.4943379391554994,3.4943379391554994,0,85,,
,,,25000,,,,,,22.24,1,22,19.50304972,0.0003,-0.25348666,4,1116,19.5,296,12.392161447647137,259,-12.02193032309527,12.02193032309527,200,84,30.798477,127.58922
,,,25088,,,,,,22.24,1,22,20.307613940000003,0.0003,-0.5627708,4,1120,20.3,296,17.65527177622083,259,-21.652914540399227,21.652914540399227,200,84,,
,,,25225,,,,,,22.97,1,22,22.35298792,0.0003,22.506546,8,1124,22.4,304,12.027177534530875,263,-0.13656009918552878,10.367432073553026,600,82,48.924816,101.01243
,,,25360,,,,,,22.18,1,22,22.76714648,0.0003,30.26156,10,1128,22.8,309,38.952958569864855,266,-17.88830681816734,25.61811311598878,800,81,73.58784,102.3985
,,,25539,,,,,,23.26,2,22,25.550219670000004,0.0003,45.960545,14,1132,25.6,317,11.664610863049479,270,15.92615363332153,17.808010683332284,1200,80,137.29669,93.01707
,,,25720,,,,,,24.07,2,23,28.1996501,0.0003,57.886284,18,1136,28.2,326,15.41618981974484,274,21.079768539882842,24.248910583075286,1600,78,231.6163,88.01328
,,,25886,,,,,,24.9,2,23,30.40537308,0.0003,68.88628,20,1140,30.4,330,19.071048256002396,276,30.48420259657863,30.73970548127937,1800,78,273.3722,84.75937
,,,26247,,,,,,27.42,2,23,36.22819316,0.0003,83.33141,28,1144,36.2,347,7.980625417301069,285,9.087273420748641,24.030538619934223,2600,75,667.31696,80.10581
,,,26640,,,,,,30.57,2,23,43.66741168000001,0.0003,108.81493,36,1148,43.7,364,6.207704639875903,293,29.765403792858628,33.457022187252164,3400,73,731.94257,87.554855
,,,26999,,,,,,33.0,2,24,49.47295519,0.0003,128.19376,42,1152,49.5,377,9.770026717123008,299,33.00669396784161,33.73787684703074,4000,71,1095.3188,87.761086
,,,27267,,,,,,34.8,2,24,53.905466299999986,0.0003,137.77731,48,1156,53.9,390,8.311694284639541,306,95.37635127699872,95.37635127699872,4600,69,1389.5742,95.66904
,,,27619,,,,,,36.7,3,24,59.22653681999999,0.0003,156.128,56,1160,59.2,407,7.028208209592168,314,81.12941885140374,81.12941885140374,5400,67,2074.02,109.066605
,,,28002,,,,,,39.95,3,24,66.84877831,0.0003,163.83919,64,1164,66.8,425,6.1195319637624594,324,83.7173228672456,83.7173228672456,6200,65,2477.155,104.28146
,,,28367,,,,,,42.95,3,25,73.95305527,0.0003,167.29564,70,1168,74.0,439,7.818395564143485,330,82.74421727078456,82.74421727078456,6800,64,2541.9897,86.03332
,,,28834,,,,,,47.0,3,25,84.22648613,0.0003,130.94434,81,1172,84.2,461,5.450392917586126,342,11.494806864700694,24.55179830641534,7800,62,3237.401,110.21318
,,,29266,,,,,,50.5,3,26,92.65430957999999,0.0003,172.81625,89,1176,92.7,479,3.7505668917956383,351,99.39535247590479,99.39535247590479,8600,60,3074.9312,84.24089
,,,29688,,,,,,54.19,4,26,101.10931439000002,0.0003,175.90381,97,1180,101.1,497,4.563696881009528,360,97.22725998186792,97.22725998186792,9400,59,4021.4707,115.603935
144.18004,75.7,296.8508298181818,30001,134.72727272727272,1,34.673074256735205,150.81282149946512,37.20767,,,,,,,,,,,,,,,,,,
,,,30124,,,,,,57.38,4,26,109.29904243999998,0.0003,156.67267,107,1184,109.3,521,6.672565529500887,372,53.64721961837645,54.70479594770791,10400,57,3486.2944,87.69835
,,,30615,,,,,,61.69,4,27,119.74949328999999,0.0003,158.14412,118,1188,119.7,545,3.6952575820214295,384,49.404987176501855,49.404987176501855,11400,56,3595.6377,80.73622
,,,31014,,,,,,64.85,4,27,127.38420355999999,0.0003,173.355,126,1192,127.4,563,7.160434229129099,394,82.40456851505404,82.40456851505404,12200,55,3494.7637,86.40047
,,,31360,,,,,,67.41,4,27,132.83586040999998,0.0003,183.93385,132,1196,132.8,577,4.087677716981615,401,142.70565700991614,142.70565700991614,12800,54,3827.6755,83.33904
,,,31798,,,,,,71.03,5,28,141.51299545,0.0003,141.00963,141,1200,141.5,598,7.2724623650502735,411,26.254887892019095,28.203704031906508,13600,53,4248.919,88.18384
,,,32150,,,,,,73.79,5,28,149.59864565,0.0003,136.53049,150,1204,149.6,616,13.128781321972141,421,23.39358730242315,43.603095526200875,14400,52,4128.1685,92.63024
,,,32623,,,,,,77.9,5,29,160.44643998,0.0003,155.89041,160,1208,160.4,639,4.915254867881631,433,39.74732438109224,40.24541899035248,15400,51,3884.9329,85.278114
,,,32989,,,,,,80.84,5,29,168.84831331,0.0003,168.71852,166,1212,168.8,653,33.024441744795304,441,10.43964596522981,31.235685032415766,16000,50,4060.2039,91.55369
,,,33442,,,,,,84.42,5,29,177.79481883999998,0.0003,172.64212,175,1216,177.8,676,4.588119008530858,453,82.07291230097962,82.07291230097962,17000,49,4765.486,111.821594
,,,34063,,,,,,89.75,6,30,192.72606173,0.0003,171.0124,188,1220,192.7,704,2.997321299852877,468,-7.26982578487993,23.02694427440579,18200,48,4595.412,103.70009
,,,34646,,,,,,94.21,6,30,206.33136526,0.0003,190.7555,200,1224,206.3,732,2.264241167848882,483,26.522309055980614,27.198903459306674,19400,47,4404.814,109.54394
,,,35108,,,,,,97.48,6,31,212.82198096999997,0.0003,211.93747,210,1228,212.8,756,2.633818536919679,495,158.45134022223488,158.45134022223488,20400,46,5336.0957,139.95247
,,,35787,,,,,,102.48,6,31,227.72787394000002,0.0003,185.70537,222,1232,227.7,784,2.074578045897022,511,-17.25845397816047,27.412641674399204,21600,45,5051.9746,118.19003
,,,36431,,,,,,107.11,7,32,240.70086036000004,0.0003,182.83064,236,1236,240.7,817,1.3102954137632443,529,37.605745032353155,46.13599580763945,23000,44,5649.5254,135.7486
,,,37623,,,,,,117.37,7,33,266.50398927000003,0.0003,229.77647,259,1240,266.5,874,0.02154567607549843,561,75.34747136138665,75.61894612923628,25400,43,6172.5396,159.4061
,,,39180,,,,,,129.33,8,34,290.28224330999996,0.0003,242.21036,289,1244,290.3,946,0.006012132146683276,601,98.23839493294012,98.95837899297882,28400,41,6552.478,149.20926
242.1025,143.3,439.21115427272724,40001,186.1818181818182,2,98.52363554249717,167.46181690677784,99.072754,,,,,,,,,,,,,,,,,,
,,,40215,,,,,,135.75,9,35,301.59438534000003,0.0003,249.92369,312,1248,301.6,1002,0.03971232836643873,630,104.05333601074517,104.05333601074517,30600,40,7099.965,151.08218
,,,41118,,,,,,141.19,9,36,317.87852973,0.0003,259.02164,331,1252,317.9,1048,0.3007808161081959,655,45.16814586204476,45.90763056015306,32400,39,7171.6855,148.36465
,,,41487,,,,,,142.2,9,36,322.52524724,0.0003,261.5266,337,1256,322.5,1065,1.5021270621478349,665,235.29673120973365,235.29673120973365,33000,38,6522.7617,122.494804
,,,42288,,,,,,146.69,10,37,333.50261301000006,0.0003,247.96582,353,1260,333.5,1106,0.43810578574223263,688,74.64597727626034,74.78789449843453,34600,38,6388.953,133.4728
,,,42672,,,,,,146.7,10,37,334.8450423500001,0.0003,266.06717,361,1264,334.8,1126,1.0908521199654977,700,242.12650208554368,242.12650208554368,35400,37,7383.4375,155.68266
,,,43284,,,,,,149.17,10,38,342.71362972,0.0003,226.49692,373,1268,342.7,1156,0.853201226398341,717,132.00218991348757,134.1016619609544,36600,37,7891.3086,167.52873
,,,43984,,,,,,151.5,10,38,352.0515305600001,0.0003,251.95766,390,1272,352.1,1197,0.5680453954750745,740,111.03968998741021,111.03968998741021,38000,36,6872.913,153.79927
,,,44550,,,,,,152.84,11,39,357.04771744000004,0.0003,249.00607,403,1276,357.0,1229,7.680239841278624,758,32.97218652794256,36.45388373491759,39200,36,7627.14,168.1599
,,,45307,,,,,,156.19,11,40,371.02883157,0.0003,244.6994,420,1280,371.0,1273,0.42849256963624593,784,82.38685568315864,82.38685568315864,40800,35,7845.9536,156.6171
,,,46027,,,,,,159.03,11,40,382.84812376,0.0003,261.69525,434,1284,382.8,1309,0.6340925385809709,805,107.47565962891214,108.4581492925614,42200,35,6913.3833,141.93283
,,,46702,,,,,,160.87,12,41,389.57475164999994,0.0003,256.09723,448,1288,389.6,1346,1.0211286738760401,827,126.14131734006652,126.14131734006652,43600,34,7336.582,155.55995
,,,47234,,,,,,162.2,12,41,396.40840800999996,0.0003,260.47513,459,1292,396.4,1372,7.380056468418796,842,49.02537668514505,49.270277722427174,44600,34,7420.1377,161.67494
,,,47981,,,,,,166.21,12,42,411.06535422,0.0003,279.17896,473,1296,411.1,1410,0.30014739499421184,864,156.65981477598314,156.65981477598314,46000,34,7682.389,164.45035
