eval_qs_difference,eval_abs_qs_difference,eval_discount_q,eval_ep_rewmean,eval_time_elapsed,eval_qs,eval_eplenmean,total timesteps,eval mean 100 episode reward,update_time,qs_difference,episodes,n_updates,train_time,time_elapsed,mean 100 episode reward,act_time,qs_abs_difference,ep_rewmean,fps,env_time,qs_mean,discount_q,current_lr,eplenmean,qfs_loss,q_grad_norm
-58.062897806501766,58.062893,104.00307336305546,109.8266261818182,0,-1.0483829,11.909090909090908,1,111.6,,,,,,,,,,,,,,,,,,
,,,,,,,19840,,810,-31.105810174077973,3284,0,0,866,55.0,3,31.105810174077973,54.97422028,22,33,-0.2550418,45.145588702835106,0.0003,6.05,,
,,,,,,,19869,,810,-44.291571921328384,3288,0,0,866,54.8,3,44.291571921328384,54.784481789999994,22,33,-0.24985637,64.75567428016986,0.0003,6.03,,
,,,,,,,19906,,818,-53.07675989337083,3292,0,0,875,55.7,3,53.07675989337083,55.72152954,22,33,0.05748202,74.38481055875738,0.0003,6.13,,
,,,,,,,19932,,818,-25.80305178184861,3296,0,0,875,55.5,3,25.80305178184861,55.5321147,22,33,0.5273293,35.66848214346017,0.0003,6.11,,
,,,,,,,19955,,818,-26.60266919520158,3300,0,0,875,55.6,3,26.60266919520158,55.61546501000001,22,33,-0.19976535,36.817614828690594,0.0003,6.12,,
,,,,,,,19974,,818,-22.328720393830324,3304,0,0,875,54.9,3,22.328720393830324,54.87769778,22,33,-0.08435021,30.700166209177116,0.0003,6.04,,
,,,,,,,19997,,818,-21.495547137608515,3308,0,0,875,54.9,3,21.495547137608515,54.865092059999995,22,33,0.53476095,29.286405419181147,0.0003,6.04,,
-63.28007711352149,63.280087,114.15503721028269,121.64159227272727,0,-0.9605726,13.181818181818182,20001,114.7,,,,,,,,,,,,,,,,,,
,,,,,,,20018,,826,-26.177141367893775,3312,0,0,884,54.4,3,26.177141367893775,54.39860799000001,22,33,0.040804487,37.46767930356393,0.0003,5.99,,
,,,,,,,20040,,826,-44.449050683504744,3316,0,0,884,53.9,3,44.449050683504744,53.93099115000001,22,33,-0.3212133,69.45673951104976,0.0003,5.94,,
,,,,,,,20059,,826,-26.035629357087537,3320,0,0,884,53.1,3,26.035629357087537,53.10092041000001,22,33,0.5307163,38.5621024745019,0.0003,5.85,,
,,,,,,,20091,,826,-30.106309274523934,3324,0,0,884,53.7,3,30.106309274523934,53.739268140000014,22,33,0.5708077,40.657560631862104,0.0003,5.92,,
,,,,,,,20112,,834,-25.88322615443488,3328,0,0,892,53.7,3,25.88322615443488,53.74695208999999,22,33,0.55472755,37.66574914387812,0.0003,5.92,,
,,,,,,,20134,,834,-31.044204040736787,3332,0,0,892,54.1,3,31.044204040736787,54.10415123,22,33,-0.2309804,45.088722137662266,0.0003,5.96,,
,,,,,,,20154,,834,-31.413440649174763,3336,0,0,892,53.5,3,31.413440649174763,53.54016171,22,33,-0.35110652,46.33502990457006,0.0003,5.9,,
,,,,,,,20172,,834,-26.075393564320926,3340,0,0,892,53.0,3,26.075393564320926,52.982162409999994,22,33,0.5057086,39.02495048347423,0.0003,5.84,,
,,,,,,,20197,,834,-35.2651610945128,3344,0,0,892,53.2,3,35.2651610945128,53.16935662,22,33,-0.11542408,51.49302927862097,0.0003,5.86,,
,,,,,,,20222,,842,-31.00232852167258,3348,0,0,900,53.2,3,31.00232852167258,53.24944890000002,22,34,-0.22956705,43.71258193586003,0.0003,5.87,,
,,,,,,,20252,,842,-26.302617296804947,3352,0,0,900,53.6,3,26.302617296804947,53.62154450999999,22,34,-0.072823465,34.178744538444,0.0003,5.91,,
,,,,,,,20280,,842,-25.83936547701544,3356,0,0,901,54.0,3,25.83936547701544,53.987590540000014,22,34,0.534865,35.07787687048469,0.0003,5.95,,
,,,,,,,20308,,850,-39.514017616022926,3360,0,0,909,54.9,3,39.514017616022926,54.910678279999985,22,34,0.48682654,57.92545402254558,0.0003,6.05,,
,,,,,,,20339,,850,-25.90538690963325,3364,0,0,909,55.7,3,25.90538690963325,55.74469580000001,22,34,0.54892963,34.028880843033036,0.0003,6.14,,
,,,,,,,20364,,850,-34.86891201679727,3368,0,0,909,55.7,3,34.86891201679727,55.739626630000004,22,34,0.5593516,51.76109707620812,0.0003,6.14,,
,,,,,,,20386,,850,-40.181380132391425,3372,0,0,909,55.4,3,40.181380132391425,55.36240202,22,34,-0.13388282,61.55332895045859,0.0003,6.1,,
,,,,,,,20411,,858,-22.489069459434365,3376,0,0,917,55.8,3,22.489069459434365,55.846801349999986,22,34,-0.15394461,28.96013426924827,0.0003,6.15,,
,,,,,,,20436,,858,-30.216138515072757,3380,0,0,917,56.1,3,30.216138515072757,56.12487267,22,34,0.54811245,43.712157565788814,0.0003,6.18,,
,,,,,,,20469,,858,-35.263301556784135,3384,0,0,917,57.1,3,35.263301556784135,57.13856167,22,34,-0.06112085,47.50558912989269,0.0003,6.29,,
,,,,,,,20491,,858,-30.478243319941456,3388,0,0,917,56.5,3,30.478243319941456,56.489577749999995,22,34,0.4405121,45.30738623898766,0.0003,6.22,,
,,,,,,,20517,,867,-35.132249242789925,3392,0,0,926,55.5,3,35.132249242789925,55.45787983,22,34,0.060349517,51.10230262120114,0.0003,6.11,,
,,,,,,,20539,,867,-35.05485317732876,3396,0,0,926,55.1,3,35.05485317732876,55.091943549999996,22,34,0.31422406,53.2917133964845,0.0003,6.07,,
,,,,,,,20567,,867,-30.649714995961375,3400,0,0,926,55.6,3,30.649714995961375,55.574581899999984,22,34,0.51201534,42.90209962850407,0.0003,6.12,,
,,,,,,,20591,,867,-31.252754013787783,3404,0,0,926,56.0,3,31.252754013787783,56.038637449999996,22,34,-0.16813259,44.49121732159276,0.0003,6.17,,
,,,,,,,20620,,875,-31.134272028478645,3408,0,0,934,56.6,3,31.134272028478645,56.61219241000001,22,34,0.0010475168,42.458856301577306,0.0003,6.23,,
,,,,,,,20644,,875,-30.27111038173979,3412,0,0,934,56.9,3,30.27111038173979,56.88783612000001,22,34,0.49084425,44.126437762373726,0.0003,6.26,,
,,,,,,,20675,,875,-35.63679439349541,3416,0,0,934,57.7,3,35.63679439349541,57.729134089999995,22,34,-0.31744704,48.5977968820802,0.0003,6.35,,
,,,,,,,20700,,883,-30.142357824240534,3420,0,0,943,58.3,3,30.142357824240534,58.26597161000001,21,34,0.563039,43.704171524907665,0.0003,6.41,,
,,,,,,,20724,,883,-31.118820551679065,3424,0,0,943,57.5,3,31.118820551679065,57.54119929999999,21,34,0.024559662,44.63658678969864,0.0003,6.33,,
,,,,,,,20747,,883,-26.19740907574959,3428,0,0,943,57.7,3,26.19740907574959,57.72191629000001,21,34,0.47257775,37.17725598410834,0.0003,6.35,,
,,,,,,,20777,,883,-39.54777082649407,3432,0,0,943,58.5,3,39.54777082649407,58.46293597,22,34,-0.08522503,56.312516454311094,0.0003,6.43,,
,,,,,,,20801,,892,-21.594338733250645,3436,0,0,952,58.8,3,21.594338733250645,58.840426269999995,21,35,0.56049025,29.091021980218443,0.0003,6.47,,
,,,,,,,20827,,892,-31.44227566798111,3440,0,0,952,59.6,3,31.44227566798111,59.58729972000001,21,35,-0.40728077,43.516622918233985,0.0003,6.55,,
,,,,,,,20848,,892,-25.78992082700713,3444,0,0,952,59.2,3,25.78992082700713,59.22136373,21,35,0.54582584,37.51218400829773,0.0003,6.51,,
,,,,,,,20877,,892,-48.27969850932722,3448,0,0,952,59.6,3,48.27969850932722,59.60883038,21,35,0.3490973,72.6545836773161,0.0003,6.55,,
,,,,,,,20898,,892,-21.78492678106558,3452,0,0,952,58.8,3,21.78492678106558,58.780069999999995,21,35,-0.041752454,29.566110325759652,0.0003,6.46,,
,,,,,,,20916,,900,-26.54996337289894,3456,0,0,960,57.9,3,26.54996337289894,57.865566709999996,21,35,-0.056413792,38.91637398277622,0.0003,6.36,,
,,,,,,,20942,,900,-21.422046118543708,3460,0,0,960,57.7,3,21.422046118543708,57.68718259,21,35,0.49693227,28.218840097384785,0.0003,6.34,,
,,,,,,,20966,,900,-25.55016542631573,3464,0,0,961,57.0,3,25.55016542631573,57.03233427000001,21,35,0.47233295,36.190634168732885,0.0003,6.27,,
,,,,,,,20993,,900,-30.728480493134384,3468,0,0,961,57.2,3,30.728480493134384,57.21404055,21,35,-0.020337583,42.82375529940854,0.0003,6.29,,
,,,,,,,21019,,909,-44.46070601895745,3472,0,0,969,57.6,3,44.46070601895745,57.586810310000004,21,35,0.017358754,67.1646333981965,0.0003,6.33,,
,,,,,,,21044,,909,-26.341098491952142,3476,0,0,969,57.6,3,26.341098491952142,57.57144284,21,35,-0.27653039,35.718964382506975,0.0003,6.33,,
,,,,,,,21064,,909,-22.3643124232285,3480,0,0,969,57.1,3,22.3643124232285,57.11825532999999,21,35,-0.13853638,30.35461288185194,0.0003,6.28,,
,,,,,,,21088,,909,-26.05685126719947,3484,0,0,969,56.3,3,26.05685126719947,56.283352560000004,21,35,0.5524932,36.722452397730265,0.0003,6.19,,
,,,,,,,21110,,918,-34.67340524345716,3488,0,0,978,56.3,3,34.67340524345716,56.278762699999994,21,35,0.5205409,53.19306464126031,0.0003,6.19,,
,,,,,,,21134,,918,-39.78671216037391,3492,0,0,978,56.1,3,39.78671216037391,56.09478825,21,35,-0.030232571,60.2122632725504,0.0003,6.17,,
,,,,,,,21154,,918,-21.688458035061345,3496,0,0,978,55.9,3,21.688458035061345,55.90525624,21,35,0.5163654,30.38125479110569,0.0003,6.15,,
,,,,,,,21178,,918,-22.245460966253628,3500,0,0,978,55.5,3,22.245460966253628,55.5325648,21,35,-0.15162438,28.97113253973646,0.0003,6.11,,
,,,,,,,21201,,926,-30.343692612682343,3504,0,0,987,55.4,3,30.343692612682343,55.438507560000005,21,35,0.5639613,44.68788291593844,0.0003,6.1,,
,,,,,,,21230,,926,-26.522451604552504,3508,0,0,987,55.4,3,26.522451604552504,55.42605567,21,35,-0.009084645,34.84098574984387,0.0003,6.1,,
,,,,,,,21255,,926,-31.035534760044186,3512,0,0,987,55.5,4,31.035534760044186,55.521313170000006,21,35,-0.160066,43.856265592371834,0.0003,6.11,,
,,,,,,,21279,,926,-26.32275127955605,3516,0,0,987,54.9,4,26.32275127955605,54.86646882,21,35,-0.1091977,36.22409035864545,0.0003,6.04,,
,,,,,,,21313,,935,-31.226037691638368,3520,0,0,996,55.7,4,31.226037691638368,55.70912189,21,35,-0.174074,40.28779543671886,0.0003,6.13,,
,,,,,,,21335,,935,-26.70057492340328,3524,0,0,996,55.5,4,26.70057492340328,55.51729932,21,35,-0.08592238,37.528839562288674,0.0003,6.11,,
,,,,,,,21363,,935,-34.917941888929626,3528,0,0,996,56.0,4,34.917941888929626,55.983799960000006,21,35,0.49992442,50.25674033083229,0.0003,6.16,,
,,,,,,,21390,,935,-39.746722185543085,3532,0,0,996,55.7,4,39.746722185543085,55.70574237999999,21,36,-0.24407278,58.09414310487476,0.0003,6.13,,
,,,,,,,21410,,944,-31.010469099328645,3536,0,0,1005,55.3,4,31.010469099328645,55.32876992999999,21,36,-0.31233945,45.879149749291315,0.0003,6.09,,
,,,,,,,21443,,944,-35.797019451271,3540,0,0,1005,56.0,4,35.797019451271,55.98708922000001,21,36,-0.13874967,47.99612249076976,0.0003,6.16,,
,,,,,,,21464,,944,-34.946889722646134,3544,0,0,1005,56.0,4,34.946889722646134,55.97794373000001,21,36,0.36851248,53.79650100731828,0.0003,6.16,,
,,,,,,,21486,,944,-31.244472393604298,3548,0,0,1006,55.3,4,31.244472393604298,55.32372375,21,36,-0.05086791,45.59397846750683,0.0003,6.09,,
,,,,,,,21516,,953,-26.211901791305934,3552,0,0,1014,56.2,4,26.211901791305934,56.15876142000001,21,36,0.5011035,34.68236337352258,0.0003,6.18,,
,,,,,,,21537,,953,-26.617842420278595,3556,0,0,1014,56.4,4,26.617842420278595,56.43289806000001,21,36,-0.0004315585,37.87601678139269,0.0003,6.21,,
,,,,,,,21561,,953,-35.50327806341325,3560,0,0,1014,56.2,4,35.50327806341325,56.239869330000005,21,36,-0.37953463,51.91386798873878,0.0003,6.19,,
,,,,,,,21582,,953,-21.358224613586934,3564,0,0,1014,56.0,4,21.358224613586934,55.96101162000001,21,36,0.5514594,29.659371552706112,0.0003,6.16,,
,,,,,,,21612,,961,-39.6139259864415,3568,0,0,1023,56.3,4,39.6139259864415,56.25029874999999,21,36,0.36292407,56.78163222621452,0.0003,6.19,,
,,,,,,,21631,,961,-25.848095738615434,3572,0,0,1023,55.6,4,25.848095738615434,55.589405379999995,21,36,0.5151166,38.36773133859731,0.0003,6.12,,
,,,,,,,21655,,961,-30.29431582162006,3576,0,0,1023,55.5,4,30.29431582162006,55.50714069,21,36,0.5109605,44.13764962977349,0.0003,6.11,,
,,,,,,,21680,,961,-34.98302005171433,3580,0,0,1023,56.0,4,34.98302005171433,55.96191942,21,36,0.4227085,51.762743805066506,0.0003,6.16,,
,,,,,,,21709,,970,-22.249708311464765,3584,0,0,1032,56.4,4,22.249708311464765,56.431342189999995,21,36,-0.09505062,27.627912573416197,0.0003,6.21,,
,,,,,,,21733,,970,-30.672363708595686,3588,0,0,1032,56.6,4,30.672363708595686,56.614203370000006,21,36,0.09415916,44.18907238340915,0.0003,6.23,,
,,,,,,,21751,,970,-21.182230648241937,3592,0,0,1033,56.1,4,21.182230648241937,56.05231100000001,21,36,0.56798065,30.39011192765571,0.0003,6.17,,
,,,,,,,21779,,970,-21.81538223558593,3596,0,0,1033,56.8,4,21.81538223558593,56.79397543,21,36,-0.041382596,27.522063406531757,0.0003,6.25,,
,,,,,,,21806,,979,-31.400628593663793,3600,0,0,1042,57.1,4,31.400628593663793,57.07008688,20,36,-0.06562398,43.51320811298319,0.0003,6.28,,
,,,,,,,21826,,979,-21.603385801304324,3604,0,0,1042,56.8,4,21.603385801304324,56.78967943,20,36,0.51192164,30.21289704359642,0.0003,6.25,,
,,,,,,,21848,,979,-35.099664007126776,3608,0,0,1042,56.1,4,35.099664007126776,56.14235037999999,20,36,0.12886839,53.1954288189386,0.0003,6.18,,
,,,,,,,21872,,979,-39.82779275972519,3612,0,0,1042,56.1,4,39.82779275972519,56.05016742,20,36,-0.011491284,60.232151957999406,0.0003,6.17,,
,,,,,,,21897,,979,-31.335760649809497,3616,0,0,1042,56.1,4,31.335760649809497,56.14794102999999,21,36,-0.24147598,44.118097273706994,0.0003,6.18,,
,,,,,,,21928,,988,-30.38284935759117,3620,0,0,1051,55.9,4,30.38284935759117,55.88474349,20,36,0.51468486,41.32075742370735,0.0003,6.15,,
,,,,,,,21952,,988,-34.99558485395952,3624,0,0,1051,56.1,4,34.99558485395952,56.07015728999999,20,36,0.3520921,52.181664581807816,0.0003,6.17,,
,,,,,,,21976,,988,-30.36417714454856,3628,0,0,1051,55.7,4,30.36417714454856,55.71004178000001,20,36,0.53694206,44.369910818621825,0.0003,6.13,,
,,,,,,,22002,,997,-35.69759358517235,3632,0,0,1060,55.6,4,35.69759358517235,55.62918663000001,20,37,-0.1120696,51.43719219571431,0.0003,6.12,,
,,,,,,,22029,,997,-35.4920388773974,3636,0,0,1060,56.3,4,35.4920388773974,56.280475429999996,20,37,0.24812698,51.0328410861127,0.0003,6.19,,
,,,,,,,22055,,997,-26.207405801696886,3640,0,0,1060,55.6,4,26.207405801696886,55.62747185999999,20,37,0.51962256,36.177494910381434,0.0003,6.12,,
,,,,,,,22075,,997,-26.533800830817178,3644,0,0,1060,55.5,4,26.533800830817178,55.54584862000001,20,37,-0.10759561,37.974748668938695,0.0003,6.11,,
,,,,,,,22098,,997,-30.60283296504851,3648,0,0,1060,55.6,4,30.60283296504851,55.63204215999998,20,37,0.39154017,44.87334122983824,0.0003,6.12,,
,,,,,,,22119,,1006,-26.012670312676228,3652,0,0,1069,54.8,4,26.012670312676228,54.79261793,20,37,0.51215523,37.78710763919834,0.0003,6.03,,
,,,,,,,22142,,1006,-35.14758408522916,3656,0,0,1069,55.0,4,35.14758408522916,54.98841589,20,37,0.3827682,52.99132509123052,0.0003,6.05,,
,,,,,,,22171,,1006,-30.881643648754324,3660,0,0,1069,55.5,4,30.881643648754324,55.45192484999998,20,37,-0.18221207,41.95656996660968,0.0003,6.1,,
,,,,,,,22198,,1006,-21.785298843060048,3664,0,0,1070,56.0,4,21.785298843060048,56.02211347,20,37,0.50687504,28.369165997012914,0.0003,6.16,,
,,,,,,,22226,,1015,-53.05232175171527,3668,0,0,1079,55.8,4,53.05232175171527,55.83637596,20,37,-0.047618743,81.1901949375128,0.0003,6.14,,
,,,,,,,22253,,1015,-43.686439067047424,3672,0,0,1079,56.6,4,43.686439067047424,56.59008576999999,20,37,0.5370242,66.210378873841,0.0003,6.22,,
,,,,,,,22277,,1015,-40.21621517762023,3676,0,0,1079,56.6,4,40.21621517762023,56.592223780000005,20,37,-0.27536216,60.34177726876804,0.0003,6.22,,
,,,,,,,22302,,1024,-43.559863320456,3680,0,0,1088,56.6,4,43.559863320456,56.59076409999999,20,37,0.4314796,67.34546856205321,0.0003,6.22,,
,,,,,,,22324,,1024,-22.152608423197677,3684,0,0,1088,55.9,4,22.152608423197677,55.93297098,20,37,-0.063610464,29.525845124111214,0.0003,6.15,,
,,,,,,,22344,,1024,-26.026326526308242,3688,0,0,1088,55.6,4,26.026326526308242,55.56785147000001,20,37,0.5416479,38.12301286279387,0.0003,6.11,,
,,,,,,,22373,,1024,-34.944372966261206,3692,0,0,1088,56.6,4,34.944372966261206,56.60236529000001,20,37,0.48752323,49.74492323055981,0.0003,6.22,,
,,,,,,,22397,,1024,-30.44768607432147,3696,0,0,1088,56.2,4,30.44768607432147,56.232080980000006,20,37,0.54256445,44.41719425771356,0.0003,6.18,,
,,,,,,,22418,,1033,-30.589180413213526,3700,0,0,1097,55.7,4,30.589180413213526,55.66801394,20,37,0.5214762,45.81665419024963,0.0003,6.12,,
,,,,,,,22441,,1033,-30.492141182504767,3704,0,0,1098,55.9,4,30.492141182504767,55.948759339999995,20,37,0.4752331,44.899260744091,0.0003,6.15,,
,,,,,,,22467,,1033,-31.18729826119223,3708,0,0,1098,56.3,4,31.18729826119223,56.31550014000001,20,37,-0.15665305,43.612958470434414,0.0003,6.19,,
,,,,,,,22486,,1033,-26.81882256631683,3712,0,0,1098,55.8,4,26.81882256631683,55.847386160000006,20,37,-0.17407541,38.63791874324558,0.0003,6.14,,
,,,,,,,22509,,1042,-26.137127553051073,3716,0,0,1107,55.7,4,26.137127553051073,55.66667597000001,20,37,0.5309998,37.225720312436714,0.0003,6.12,,
,,,,,,,22527,,1042,-21.278102850914376,3720,0,0,1107,54.4,4,21.278102850914376,54.44776883,20,37,0.5565419,30.460237580634757,0.0003,5.99,,
,,,,,,,22557,,1042,-35.01603642345579,3724,0,0,1107,55.0,4,35.01603642345579,55.00240885000001,20,37,0.5830832,49.30752160144081,0.0003,6.05,,
,,,,,,,22579,,1042,-39.66378788019336,3728,0,0,1107,54.8,4,39.66378788019336,54.80911177,20,38,-0.22071813,61.006617825989906,0.0003,6.03,,
,,,,,,,22602,,1051,-21.669206504074012,3732,0,0,1116,54.5,4,21.669206504074012,54.52279168,20,38,0.50944483,29.34478326789681,0.0003,6.0,,
,,,,,,,22625,,1051,-31.306410010916718,3736,0,0,1116,54.2,4,31.306410010916718,54.15263374,20,38,-0.21440397,44.987486572294046,0.0003,5.96,,
,,,,,,,22647,,1051,-35.60653899093004,3740,0,0,1116,53.8,4,35.60653899093004,53.77079286999999,20,38,-0.14611547,53.45255766662725,0.0003,5.92,,
,,,,,,,22675,,1051,-26.88977955566593,3744,0,0,1116,54.5,4,26.88977955566593,54.52187473999999,20,38,-0.13544711,35.45850013205382,0.0003,6.0,,
,,,,,,,22707,,1061,-35.25896840584352,3748,0,0,1126,55.3,4,35.25896840584352,55.344458350000004,20,38,-0.11133574,48.00326176221671,0.0003,6.09,,
,,,,,,,22731,,1061,-26.472641486349858,3752,0,0,1126,55.6,4,26.472641486349858,55.630343759999995,20,38,-0.06956737,36.5169562904786,0.0003,6.12,,
,,,,,,,22751,,1061,-22.150179295857825,3756,0,0,1126,55.3,4,22.150179295857825,55.344758750000004,20,38,-0.076085344,30.140235227288997,0.0003,6.09,,
,,,,,,,22772,,1061,-26.28708328892136,3760,0,0,1126,54.6,4,26.28708328892136,54.613139260000004,20,38,0.504498,38.07240428889102,0.0003,6.01,,
,,,,,,,22799,,1061,-26.581822949480674,3764,0,0,1126,54.6,4,26.581822949480674,54.61378791999999,20,38,0.07518787,35.716520347564895,0.0003,6.01,,
,,,,,,,22821,,1070,-31.041245024907326,3768,0,0,1135,54.0,4,31.041245024907326,54.04419356999999,20,38,-0.180726,45.15658853542088,0.0003,5.95,,
,,,,,,,22848,,1070,-31.362004002686806,3772,0,0,1135,54.0,4,31.362004002686806,54.048928000000004,20,38,-0.34365305,43.05028677423675,0.0003,5.95,,
,,,,,,,22869,,1070,-21.75310703021569,3776,0,0,1135,53.8,4,21.75310703021569,53.76257836,20,38,0.5357202,30.093209927622887,0.0003,5.92,,
,,,,,,,22896,,1070,-34.62709535107643,3780,0,0,1136,53.9,4,34.62709535107643,53.94497872000001,20,38,0.5487042,50.39300152610476,0.0003,5.94,,
,,,,,,,22920,,1079,-26.83668757101247,3784,0,0,1145,54.1,4,26.83668757101247,54.132543150000004,20,38,-0.22830172,36.72428893390888,0.0003,5.96,,
,,,,,,,22948,,1079,-48.6934001495829,3788,0,0,1145,54.9,4,48.6934001495829,54.88448835,20,38,0.2633174,73.65784814906979,0.0003,6.04,,
,,,,,,,22975,,1079,-31.169069883490536,3792,0,0,1145,54.7,4,31.169069883490536,54.69251295,20,38,-0.25620914,43.03621170415217,0.0003,6.02,,
,,,,,,,23000,,1089,-39.691901670272514,3796,0,0,1154,54.8,4,39.691901670272514,54.785337279999986,19,38,0.42736673,59.82648316304231,0.0003,6.03,,
,,,,,,,23023,,1089,-30.76443673397341,3800,0,0,1155,55.0,4,30.76443673397341,54.96765297000001,19,38,0.19694649,44.928224293083744,0.0003,6.05,,
,,,,,,,23042,,1089,-26.18585349148545,3804,0,0,1155,54.6,4,26.18585349148545,54.59235766,19,38,0.48683935,38.70101075966867,0.0003,6.01,,
,,,,,,,23067,,1089,-30.889510722956405,3808,0,0,1155,54.5,4,30.889510722956405,54.505177429999996,19,38,-0.15033703,43.70334113088462,0.0003,6.0,,
,,,,,,,23090,,1089,-22.125949409230888,3812,0,0,1155,54.9,4,22.125949409230888,54.87629924,19,38,-0.07472861,29.28576985309181,0.0003,6.04,,
,,,,,,,23112,,1098,-30.332034289598344,3816,0,0,1164,54.8,4,30.332034289598344,54.77925024,19,38,0.47169372,45.18762541716949,0.0003,6.03,,
,,,,,,,23135,,1098,-39.932762115150695,3820,0,0,1164,55.2,4,39.932762115150695,55.24782934000001,19,38,-0.19442552,60.78980203783772,0.0003,6.08,,
,,,,,,,23157,,1098,-25.70100139060302,3824,0,0,1164,54.5,4,25.70100139060302,54.50318327999999,19,38,0.471263,37.1032706906693,0.0003,6.0,,
,,,,,,,23179,,1098,-30.58066472690084,3828,0,0,1164,54.5,4,30.58066472690084,54.50362784,19,38,0.42927775,45.347616038317675,0.0003,6.0,,
,,,,,,,23200,,1107,-39.81776003950929,3832,0,0,1174,54.3,4,39.81776003950929,54.32411629000001,19,38,0.030898534,62.061755712365354,0.0003,5.98,,
,,,,,,,23223,,1107,-34.948503714260404,3836,0,0,1174,54.3,4,34.948503714260404,54.320764,19,39,0.46042448,52.89163301396145,0.0003,5.98,,
,,,,,,,23249,,1107,-26.37524192170188,3840,0,0,1174,54.7,4,26.37524192170188,54.69086061,19,39,-0.06642278,35.71060743946388,0.0003,6.02,,
,,,,,,,23270,,1107,-26.220273705244455,3844,0,0,1174,54.0,4,26.220273705244455,54.03287873,19,39,0.54322565,38.046650844177215,0.0003,5.95,,
,,,,,,,23291,,1107,-30.9399401331666,3848,0,0,1174,53.0,4,30.9399401331666,53.0129829,19,39,-0.24358813,45.46509101980632,0.0003,5.84,,
,,,,,,,23310,,1117,-21.974133283619956,3852,0,0,1184,52.5,4,21.974133283619956,52.54930789,19,39,-0.05590653,30.277985704036503,0.0003,5.79,,
,,,,,,,23333,,1117,-25.729355913224616,3856,0,0,1184,52.8,4,25.729355913224616,52.82870534,19,39,0.55591404,36.763348079468045,0.0003,5.82,,
,,,,,,,23358,,1117,-35.089379365483815,3860,0,0,1184,53.2,4,35.089379365483815,53.19781199999999,19,39,0.49226412,51.915661675616384,0.0003,5.86,,
,,,,,,,23383,,1117,-39.62939028815306,3864,0,0,1184,53.0,4,39.62939028815306,53.014387939999985,19,39,0.32882935,59.837271499261334,0.0003,5.84,,
,,,,,,,23402,,1126,-34.92203131722202,3868,0,0,1193,52.7,4,34.92203131722202,52.74242713999999,19,39,0.52319175,54.984654722059666,0.0003,5.81,,
,,,,,,,23428,,1126,-35.712005329401315,3872,0,0,1193,52.7,4,35.712005329401315,52.651457920000006,19,39,-0.28701547,51.2342731656448,0.0003,5.8,,
,,,,,,,23455,,1126,-35.157955164844815,3876,0,0,1193,53.2,4,35.157955164844815,53.21676313999999,19,39,0.09858632,50.641906587351144,0.0003,5.86,,
,,,,,,,23480,,1126,-35.657527921267146,3880,0,0,1194,53.0,4,35.657527921267146,53.04218494,19,39,-0.19097733,51.82123177535158,0.0003,5.84,,
,,,,,,,23507,,1136,-48.63629534592399,3884,0,0,1203,53.3,4,48.63629534592399,53.33236854,19,39,0.06154927,74.14341695916995,0.0003,5.87,,
,,,,,,,23535,,1136,-44.25776673652424,3888,0,0,1204,53.3,4,44.25776673652424,53.31844889999999,19,39,-0.11728615,65.50606949315437,0.0003,5.87,,
,,,,,,,23558,,1136,-39.36891768915545,3892,0,0,1204,52.9,4,39.36891768915545,52.94722201,19,39,0.6441504,60.92793149878874,0.0003,5.83,,
,,,,,,,23581,,1136,-30.252473295561753,3896,0,0,1204,52.8,4,30.252473295561753,52.753917650000005,19,39,0.51097417,44.64141409106104,0.0003,5.81,,
,,,,,,,23602,,1145,-30.333249656568494,3900,0,0,1213,52.6,4,30.333249656568494,52.566478069999995,19,39,0.47954932,45.60509855556825,0.0003,5.79,,
,,,,,,,23630,,1145,-34.687243654622606,3904,0,0,1213,53.4,4,34.687243654622606,53.40098538999999,19,39,0.3678982,49.793198374579205,0.0003,5.88,,
,,,,,,,23656,,1145,-34.69237111960162,3908,0,0,1213,53.5,4,34.69237111960162,53.48985528000001,19,39,0.3771747,50.95229789125482,0.0003,5.89,,
,,,,,,,23681,,1145,-39.87488755524763,3912,0,0,1213,53.7,4,39.87488755524763,53.66854707,19,39,-0.17063749,59.48224472343407,0.0003,5.91,,
,,,,,,,23702,,1155,-21.15090968120894,3916,0,0,1223,53.6,4,21.15090968120894,53.575857119999995,19,39,0.5504091,29.50618156121766,0.0003,5.9,,
,,,,,,,23722,,1155,-22.185469214211864,3920,0,0,1223,53.3,4,22.185469214211864,53.29781373,19,39,-0.0064886473,30.387821300243488,0.0003,5.87,,
,,,,,,,23745,,1155,-40.09299299790201,3924,0,0,1223,53.4,4,40.09299299790201,53.401554720000014,19,39,-0.1353006,60.89233799119325,0.0003,5.88,,
,,,,,,,23766,,1155,-30.194224742428997,3928,0,0,1223,53.3,4,30.194224742428997,53.29702729,19,39,0.5030591,45.49400561305525,0.0003,5.87,,
,,,,,,,23791,,1155,-26.10995619570096,3932,0,0,1223,53.7,4,26.10995619570096,53.67277848999999,19,39,0.532165,36.40284949054705,0.0003,5.91,,
,,,,,,,23813,,1165,-48.31634118029705,3936,0,0,1233,53.6,4,48.31634118029705,53.58542250000001,19,40,0.31713644,77.97950247595489,0.0003,5.9,,
,,,,,,,23835,,1165,-25.63420280180634,3940,0,0,1233,53.2,4,25.63420280180634,53.21347568999999,19,40,0.4990445,37.031714145028836,0.0003,5.86,,
