eval_ep_rewmean,eval_eplenmean,eval_abs_qs_difference,eval_time_elapsed,total timesteps,eval_qs_difference,eval mean 100 episode reward,eval_qs,eval_discount_q,discount_q,env_time,n_updates,act_time,qs_mean,train_time,ep_rewmean,episodes,eplenmean,qs_difference,time_elapsed,update_time,mean 100 episode reward,current_lr,fps,qs_abs_difference,qfs_loss,q_grad_norm
-4.617633909090909,17.90909090909091,3.1128051,0,1,3.0157325727557023,-4.6,-0.27239138,-4.069691640014578,,,,,,,,,,,,,,,,,,
,,,,69,,,,,1.7439776048518705,0,0,0,0.3742707,0,-0.6302502499999998,4,17.25,-0.8181676146042065,0,0,-0.6,0.0003,76,0.9941289309373101,,
,,,,164,,,,,-4.213480663171099,0,0,0,0.30929297,0,-2.027660625,8,20.5,8.366207177634765,1,0,-2.0,0.0003,127,8.366207177634765,,
,,,,250,,,,,1.8940064815632998,0,0,0,0.39886436,0,-1.6305243333333337,12,20.833333333333332,-0.510851189394264,1,0,-1.6,0.0003,178,0.7854559227904873,,
,,,,308,,,,,-0.08082733406005244,0,0,0,0.35614857,0,-1.378219375,16,19.25,3.259826702183171,1,0,-1.4,0.0003,206,3.259826702183171,,
,,,,407,,,,,7.631504956218802,0,0,0,0.19772539,0,-0.9846822999999999,20,20.35,-4.071732801260951,1,0,-1.0,0.0003,247,4.123073077991415,,
,,,,501,,,,,8.424257230484205,0,0,0,0.30811056,0,-0.268775125,24,20.875,-4.406211769982322,1,0,-0.3,0.0003,278,4.406211769982322,,
,,,,579,,,,,-0.43522244557260104,0,0,0,0.257007,0,-0.12552585714285716,28,20.678571428571427,1.7481698012236264,1,0,-0.1,0.0003,301,1.7481698012236264,,
,,,,665,,,,,-0.8451096634589793,0,0,0,0.45346004,0,0.006379687500000002,32,20.78125,2.6912378412181357,2,0,0.0,0.0003,314,2.6912378412181357,,
,,,,748,,,,,-1.668597844700196,0,0,0,0.27039737,0,-0.07909238888888888,36,20.77777777777778,3.62634043734582,2,0,-0.1,0.0003,321,3.62634043734582,,
,,,,869,,,,,-0.8306503450957436,1,0,0,0.31999734,0,0.6841314749999999,40,21.725,3.433430956982006,2,0,0.7,0.0003,335,3.433430956982006,,
,,,,1018,,,,,-0.10351379573635232,1,0,0,0.30402315,0,1.482108522727273,44,23.136363636363637,2.230740800046176,3,0,1.5,0.0003,337,2.251540530161026,,
,,,,1081,,,,,0.802527322215274,1,0,0,0.4774282,0,1.2501938124999998,48,22.520833333333332,0.44007957276344223,3,0,1.3,0.0003,347,0.6709255258986142,,
,,,,1160,,,,,-0.5414503569280199,1,0,0,0.19462876,0,1.1421712115384615,52,22.307692307692307,0.28343131888377565,3,1,1.1,0.0003,345,1.4607966241269132,,
,,,,1258,,,,,3.507950355516169,1,0,0,0.31742084,0,1.289949982142857,56,22.464285714285715,-1.2788617284343948,3,1,1.3,0.0003,350,2.917973738090153,,
,,,,1323,,,,,0.4198263458333326,1,0,0,0.3846906,0,1.1711892666666663,60,22.05,0.7885902399724607,3,1,1.2,0.0003,352,0.8505444335671011,,
,,,,1397,,,,,-0.6184268529389083,1,0,0,0.30350155,0,1.2304852187499997,64,21.828125,1.770578201805151,3,1,1.2,0.0003,364,1.971017373273578,,
,,,,1482,,,,,1.0651261030786234,1,0,0,0.214804,0,1.1871964705882352,68,21.794117647058822,4.1405330897685335,4,1,1.2,0.0003,367,4.331849797880974,,
,,,,1560,,,,,0.8205671063885138,1,0,0,0.35505798,0,1.0761215555555554,72,21.666666666666668,1.3296615945204386,4,1,1.1,0.0003,367,1.4469013623849405,,
,,,,1628,,,,,-1.1271587021736154,1,0,0,0.4124272,0,0.9010365789473684,76,21.42105263157895,2.81073569502162,4,1,0.9,0.0003,366,2.81073569502162,,
,,,,1726,,,,,3.482817917119517,1,0,0,0.22859417,0,1.0064165374999998,80,21.575,-2.0641552259401115,4,1,1.0,0.0003,368,2.2334602510156807,,
,,,,1792,,,,,-3.861428097993773,1,0,0,0.24393559,0,0.9956973452380952,84,21.333333333333332,4.7488118354330995,4,1,1.0,0.0003,377,4.7488118354330995,,
,,,,1876,,,,,-1.3415671804143818,1,0,0,0.3784094,0,0.991908784090909,88,21.318181818181817,4.024501388332386,4,1,1.0,0.0003,376,4.024501388332386,,
,,,,1938,,,,,1.2165327843296987,2,0,0,0.43178836,0,1.073672554347826,92,21.065217391304348,-0.09196875590712196,5,2,1.1,0.0003,372,0.6602516936000379,,
,,,,2001,,,,,4.6357144093442715,2,0,0,0.27153936,0,1.0705033541666664,96,20.84375,-1.112468786714423,5,2,1.1,0.0003,368,2.0883119278633413,,
,,,,2079,,,,,1.0877619160315914,2,0,0,0.24656855,0,0.9386295399999999,100,20.79,0.2249435709193716,5,2,0.9,0.0003,376,0.880633320558268,,
,,,,2139,,,,,-2.02461302077438,2,0,0,0.39854765,0,0.9393307299999999,104,20.7,4.974181039397144,5,2,0.9,0.0003,371,4.974181039397144,,
,,,,2227,,,,,1.1573160522966812,2,0,0,0.3702325,0,1.0743775599999998,108,20.63,-1.6364578316444016,6,2,1.1,0.0003,369,1.6364578316444016,,
,,,,2315,,,,,2.113039404936673,2,0,0,0.38326964,0,1.4635074000000001,112,20.65,-0.38267935005347403,6,2,1.5,0.0003,367,1.0137410928726835,,
,,,,2397,,,,,0.31582233669780546,2,0,0,0.31252903,0,1.5993025500000002,116,20.89,2.3888510759408783,6,2,1.6,0.0003,374,2.4280289643393926,,
,,,,2492,,,,,-1.1439924521669198,2,0,0,0.38959974,0,1.65174679,120,20.85,3.806125904519798,6,2,1.7,0.0003,372,3.806125904519798,,
,,,,2585,,,,,-2.85378275686003,2,0,0,0.34210935,0,1.5841263899999996,124,20.84,6.256051819881985,6,3,1.6,0.0003,369,6.256051819881985,,
,,,,2646,,,,,2.6310324013666846,2,0,0,0.41144592,0,1.6577183199999996,128,20.67,-1.2113447373042785,7,3,1.7,0.0003,363,1.283450885713173,,
,,,,2696,,,,,0.2390103595390317,2,0,0,0.44532183,0,1.5429414999999997,132,20.31,1.1987253403559506,7,3,1.5,0.0003,367,1.238719543300679,,
,,,,2785,,,,,1.8480669347962992,2,0,0,0.34155008,0,1.65245019,136,20.37,3.1046298290798346,7,3,1.7,0.0003,358,3.6743665406403383,,
,,,,2858,,,,,0.5000695582733198,2,0,0,0.37761965,0,1.2631862,140,19.89,3.1022204017925983,8,3,1.3,0.0003,349,3.1360051467573973,,
,,,,2931,,,,,1.8493778755247412,2,0,0,0.44078583,0,0.95628052,144,19.13,-1.7266889736156887,8,4,1.0,0.0003,340,1.7266889736156887,,
,,,,3011,,,,,-1.4535730087231784,2,0,0,0.4180843,0,1.09070121,148,19.3,3.6012973277388274,9,4,1.1,0.0003,332,3.6012973277388274,,
,,,,3091,,,,,-0.9455165893590812,3,0,0,0.33558804,0,1.06517253,152,19.31,4.643645820544302,9,4,1.1,0.0003,338,4.643645820544302,,
,,,,3203,,,,,0.012043161653210982,3,0,0,0.2609529,0,1.10082978,156,19.45,2.141230864680736,9,5,1.1,0.0003,328,2.141230864680736,,
,,,,3271,,,,,0.31788333569800603,3,0,0,0.2885392,0,0.8945526000000003,160,19.48,3.0854914141963956,9,5,0.9,0.0003,333,3.1047842983413285,,
,,,,3355,,,,,0.8860985679969289,3,0,0,0.3408291,0,0.8801259400000001,164,19.58,-0.2549571333762744,10,5,0.9,0.0003,329,1.301924037784653,,
,,,,3455,,,,,3.3964061858219696,3,0,0,0.29775584,0,0.9406070700000001,168,19.73,-0.44590594052119487,10,5,0.9,0.0003,327,3.101119737867979,,
,,,,3516,,,,,3.440999016139322,3,0,0,0.28506455,0,0.95088421,172,19.56,-1.7851390551566777,10,5,1.0,0.0003,322,1.9507001910812127,,
,,,,3592,,,,,-0.2854333800915527,3,0,0,0.3094521,0,1.12067902,176,19.64,6.322334029189404,10,5,1.1,0.0003,327,6.322334029189404,,
,,,,3658,,,,,2.8803496774011927,3,0,0,0.40939587,0,1.0555394800000004,180,19.32,0.19421799589355415,11,6,1.1,0.0003,322,1.7308964031788245,,
,,,,3741,,,,,-2.1897221454922557,3,0,0,0.3251291,0,1.03301017,184,19.49,4.770646260120445,11,6,1.0,0.0003,319,4.770646260120445,,
,,,,3826,,,,,0.2840244517945435,3,0,0,0.3162106,0,0.9667837800000001,188,19.5,1.5083857683349262,12,6,1.0,0.0003,315,1.509891426393571,,
,,,,3935,,,,,-0.6410320424744866,3,0,0,0.40607417,0,0.8924308299999997,192,19.97,2.3907575143027313,12,7,0.9,0.0003,313,2.3907575143027313,,
,,,,4017,,,,,-1.6864888027866871,3,0,0,0.24328981,0,0.81582095,196,20.16,4.6541154739325075,13,7,0.8,0.0003,308,4.6541154739325075,,
,,,,4087,,,,,0.0054194310264018275,3,0,0,0.45402765,0,0.7704412399999998,200,20.08,1.3399110277218547,13,7,0.8,0.0003,311,1.3399110277218547,,
,,,,4174,,,,,-2.642610697106856,3,0,0,0.25375333,0,0.6034214099999999,204,20.35,3.107511063284123,13,7,0.6,0.0003,305,3.130086088911822,,
,,,,4257,,,,,3.3909184860372004,4,0,0,0.40518638,0,0.7582027199999999,208,20.3,-1.6010190860904956,14,8,0.8,0.0003,298,2.0487271672222347,,
,,,,4328,,,,,-0.7048810379153234,4,0,0,0.51570857,0,0.34372954000000006,212,20.13,2.7824628497851616,14,8,0.3,0.0003,293,2.7824628497851616,,
,,,,4384,,,,,1.3532823401223504,4,0,0,0.32170016,0,0.24799627000000005,216,19.87,-1.0673430261190373,14,8,0.2,0.0003,296,1.0951774062348392,,
,,,,4437,,,,,1.0448866061389268,4,0,0,0.51553357,0,0.13710405000000003,220,19.45,0.42593388029833246,15,9,0.1,0.0003,291,0.6491807727215607,,
,,,,4544,,,,,10.35583563172011,4,0,0,0.2974877,0,0.30613088,224,19.59,-6.794495859413904,15,9,0.3,0.0003,289,7.0122948706455555,,
,,,,4663,,,,,5.802237379675221,4,0,0,0.30952284,0,0.43627168,228,20.17,-4.321600729055319,16,9,0.4,0.0003,288,4.321600729055319,,
,,,,4758,,,,,-1.044926007490761,4,0,0,0.29186994,0,0.6998217600000001,232,20.62,5.052624851776241,16,10,0.7,0.0003,285,5.052624851776241,,
,,,,4842,,,,,7.9768596298786605,4,0,0,0.3271224,0,0.74063522,236,20.57,-2.806915005522028,17,10,0.7,0.0003,282,4.044921297625742,,
,,,,4930,,,,,5.081622436496272,4,0,0,0.35899797,0,1.0977687799999998,240,20.72,-4.338814915251932,17,10,1.1,0.0003,279,4.338814915251932,,
,,,,5012,,,,,-1.9138161687423678,4,0,0,0.25859234,0,1.0462593299999998,244,20.81,5.717351248240332,18,11,1.0,0.0003,277,5.717351248240332,,
,,,,5100,,,,,4.490500660054336,4,0,0,0.35118067,0,1.0867361599999998,248,20.89,-2.960608744229152,18,11,1.1,0.0003,273,3.1128746067210984,,
,,,,5199,,,,,-1.716559983172456,4,0,0,0.31390736,0,1.25974006,252,21.08,4.9293558340933155,18,11,1.3,0.0003,276,4.9293558340933155,,
,,,,5277,,,,,1.8696577658387992,4,0,0,0.38001642,0,1.2774143100000002,256,20.74,-1.688364270750113,19,12,1.3,0.0003,270,1.688364270750113,,
,,,,5360,,,,,1.5389330508648247,4,0,0,0.39972642,0,1.6960067699999997,260,20.89,-0.242150213261528,20,12,1.7,0.0003,266,0.9545088300878429,,
,,,,5434,,,,,0.6589340756370383,4,0,0,0.4054238,0,1.6774778499999998,264,20.79,0.9823038079246006,20,13,1.7,0.0003,263,1.2193210405147048,,
,,,,5518,,,,,-0.9525928602612475,5,0,0,0.45762652,0,1.6652575,268,20.63,2.3030588968468204,21,13,1.7,0.0003,260,2.3030588968468204,,
,,,,5617,,,,,-2.467419866943732,5,0,0,0.3248972,0,1.6937757299999996,272,21.01,4.9640196462412245,21,14,1.7,0.0003,258,4.9640196462412245,,
,,,,5725,,,,,0.11989765561821081,5,0,0,0.31927404,0,1.74964569,276,21.33,4.268490739809216,22,14,1.7,0.0003,257,4.268490739809216,,
,,,,5795,,,,,-1.1299208292674905,5,0,0,0.56703806,0,1.8193248700000004,280,21.37,2.2452483914919954,22,14,1.8,0.0003,259,2.2452483914919954,,
,,,,5903,,,,,0.7170256961139748,5,0,0,0.37586603,0,2.00213385,284,21.62,2.9520817599054494,23,15,2.0,0.0003,252,3.065465408203311,,
,,,,6013,,,,,1.745245372534771,5,0,0,0.3128734,0,2.38051895,288,21.87,-1.565011778294468,23,16,2.4,0.0003,250,1.565011778294468,,
,,,,6103,,,,,2.4417853673754144,5,0,0,0.3262664,0,2.3475758099999995,292,21.68,-1.4951351911538655,24,16,2.3,0.0003,245,1.496341875036618,,
,,,,6169,,,,,-0.4826095453155973,5,0,0,0.43098593,0,2.4242722999999997,296,21.52,2.609061499606707,25,16,2.4,0.0003,246,2.609061499606707,,
,,,,6227,,,,,-3.692934536356523,5,0,0,0.34815782,0,2.5018621499999996,300,21.4,5.658161687697042,25,17,2.5,0.0003,242,5.658161687697042,,
,,,,6285,,,,,-1.5545265289922507,5,0,0,0.48264012,0,2.7115320400000003,304,21.11,3.412418633501999,25,17,2.7,0.0003,243,3.412418633501999,,
,,,,6343,,,,,1.6683295510454315,5,0,0,0.49037436,0,2.5572601799999997,308,20.86,-1.2867573207597336,26,17,2.6,0.0003,240,1.2938217501699683,,
,,,,6428,,,,,-0.4624889654155649,5,0,0,0.44008783,0,2.58992401,312,21.0,1.7441851161664426,26,18,2.6,0.0003,238,1.7441851161664426,,
,,,,6539,,,,,0.7040923382414122,5,0,0,0.3257134,0,2.7630657,316,21.55,1.3527744711106666,27,18,2.8,0.0003,237,1.4818854085691149,,
,,,,6621,,,,,1.2916320308277471,6,0,0,0.30972928,0,2.79896976,320,21.84,2.5203704399870976,28,19,2.8,0.0003,235,2.8171146295014653,,
,,,,6745,,,,,5.9653452239553655,6,0,0,0.24648942,0,3.0600261700000004,324,22.01,-5.213483962968127,28,19,3.1,0.0003,234,5.611927361824536,,
,,,,6830,,,,,-0.11379313815743528,6,0,0,0.31549183,0,2.9145800200000003,328,21.67,3.910450565145771,29,20,2.9,0.0003,232,3.910450565145771,,
,,,,6961,,,,,6.678704181654417,6,0,0,0.2771888,0,3.27978957,332,22.03,-7.358747518238794,30,21,3.3,0.0003,229,7.391939289370665,,
,,,,7061,,,,,0.3433256970632854,6,0,0,0.4378708,0,3.3161891199999998,336,22.19,-0.0443741267671659,31,21,3.3,0.0003,226,0.49509805801587525,,
,,,,7160,,,,,6.8367092922154455,6,0,0,0.35273945,0,3.2478827100000003,340,22.3,-4.063669821454465,31,22,3.2,0.0003,224,4.907561962029666,,
,,,,7255,,,,,-0.26036369926434555,6,0,0,0.41322547,0,3.3138396699999997,344,22.43,0.18752378026974856,32,23,3.3,0.0003,223,0.8861658033546111,,
,,,,7337,,,,,-0.008628846676819582,6,0,0,0.3880757,0,3.3023222800000007,348,22.37,1.630982178908606,33,23,3.3,0.0003,221,1.630982178908606,,
,,,,7417,,,,,3.775696339611392,6,0,0,0.37775758,0,3.225890349999999,352,22.18,-0.9919473997325753,33,24,3.2,0.0003,219,2.6249147690403825,,
,,,,7521,,,,,4.480482972278742,6,0,0,0.21856736,0,3.37342335,356,22.44,-3.7437048129926986,34,24,3.4,0.0003,217,3.7437048129926986,,
,,,,7593,,,,,0.621933990759404,6,0,0,0.37068146,0,3.3428489100000003,360,22.33,0.19527345676324406,34,24,3.3,0.0003,219,0.3766541468174154,,
,,,,7661,,,,,-0.3856192003414205,6,0,0,0.44638836,0,3.24606661,364,22.27,3.080931810114315,35,25,3.2,0.0003,216,3.080931810114315,,
,,,,7739,,,,,3.268058629928612,6,0,0,0.45093977,0,3.27882965,368,22.21,-2.909842677321622,36,26,3.3,0.0003,213,2.9296722874270436,,
,,,,7832,,,,,-0.3967010368416368,7,0,0,0.3396159,0,3.2653778600000005,372,22.15,2.086451586876012,37,26,3.3,0.0003,211,2.086451586876012,,
,,,,7900,,,,,2.2319035420353655,7,0,0,0.33042687,0,3.1504668399999995,376,21.75,0.35499162146461155,37,27,3.2,0.0003,209,1.4170784030114594,,
,,,,7968,,,,,2.430043009705487,7,0,0,0.39722374,0,3.1566192,380,21.73,0.13076366495403355,37,27,3.2,0.0003,210,1.3957808377851684,,
,,,,8046,,,,,-3.0055570600067787,7,0,0,0.34100768,0,3.0164679499999996,384,21.43,5.032927520665423,38,28,3.0,0.0003,208,5.032927520665423,,
,,,,8122,,,,,1.8998271107460596,7,0,0,0.38828123,0,2.7462630000000003,388,21.09,-0.8325891550081664,39,28,2.7,0.0003,206,0.9599052215776647,,
,,,,8186,,,,,4.872701774562767,7,0,0,0.42966586,0,2.8065179799999997,392,20.83,-1.3548897931686068,39,28,2.8,0.0003,208,2.4530637013027623,,
,,,,8236,,,,,-0.09660439578844358,7,0,0,0.4883351,0,2.72661466,396,20.67,2.411935393840619,40,29,2.7,0.0003,205,2.411935393840619,,
,,,,8329,,,,,5.074330204414615,7,0,0,0.30497158,0,2.79996243,400,21.02,-1.3321646097283715,40,30,2.8,0.0003,203,2.601642178294319,,
,,,,8424,,,,,0.4700594806056094,7,0,0,0.34559828,0,2.8810458600000004,404,21.39,1.5500465612182244,41,30,2.9,0.0003,201,1.6422763961917555,,
,,,,8509,,,,,2.326026053235107,7,0,0,0.29929993,0,2.8250259600000005,408,21.66,-1.5012811802185972,42,31,2.8,0.0003,199,1.6016310399359635,,
,,,,8579,,,,,1.9793437592617122,7,0,0,0.2992807,0,2.8812848300000002,412,21.51,0.41452881151615467,42,31,2.9,0.0003,200,1.4836995813057026,,
,,,,8622,,,,,-1.3608296299183449,7,0,0,0.49763536,0,2.5492188099999997,416,20.83,2.7546723666797446,43,32,2.5,0.0003,197,2.7546723666797446,,
,,,,8717,,,,,13.012055402645036,7,0,0,0.3897638,0,2.83471167,420,20.96,-8.807376074573448,44,33,2.8,0.0003,196,8.949014954123093,,
,,,,8789,,,,,2.226837453871146,7,0,0,0.2724556,0,2.39850838,424,20.44,1.5106267369347899,44,33,2.4,0.0003,197,2.1563779427569743,,
,,,,8850,,,,,1.1602188463571588,7,0,0,0.45107567,0,2.4179001099999997,428,20.2,-0.24133041838119396,45,33,2.4,0.0003,195,0.3919767744314221,,
,,,,8920,,,,,2.4716694462722613,8,0,0,0.41134617,0,2.0351142699999993,432,19.59,-0.6160277373036666,45,34,2.0,0.0003,194,1.1806709572274932,,
,,,,9032,,,,,2.436213671148436,8,0,0,0.42804357,0,2.24543312,436,19.71,-0.2535187880903629,46,35,2.2,0.0003,192,2.540918674913546,,
,,,,9112,,,,,-0.04197206361305003,8,0,0,0.33987144,0,1.9846328199999999,440,19.52,0.9514817537360355,47,36,2.0,0.0003,189,1.01456689880892,,
,,,,9177,,,,,0.9908497179552007,8,0,0,0.3494437,0,1.84772385,444,19.22,0.7556746436157763,48,36,1.8,0.0003,190,1.1035354033375568,,
,,,,9248,,,,,-1.1748456625187682,8,0,0,0.41477567,0,1.6762309,448,19.11,2.301951136993878,48,36,1.7,0.0003,189,2.301951136993878,,
,,,,9323,,,,,6.451370629898883,8,0,0,0.32683468,0,1.6524867999999997,452,19.06,-1.753617933392136,49,37,1.7,0.0003,187,4.93662400737854,,
,,,,9398,,,,,0.9925016239533401,8,0,0,0.27895576,0,1.30825324,456,18.77,2.2380424567420785,49,37,1.3,0.0003,188,2.3114478063384225,,
,,,,9483,,,,,0.9212242390329631,8,0,0,0.39945748,0,1.30929744,460,18.9,0.2975325534312884,50,38,1.3,0.0003,187,0.7846159438433284,,
,,,,9562,,,,,3.300963795197437,8,0,0,0.34610018,0,1.49204931,464,19.01,-1.404684614810214,51,39,1.5,0.0003,186,1.5529836490262108,,
,,,,9644,,,,,0.5935545394163009,8,0,0,0.3129254,0,1.4264617799999997,468,19.05,2.5320212346970266,52,40,1.4,0.0003,184,2.6696999151842817,,
,,,,9735,,,,,-0.36363801550232766,8,0,0,0.4711038,0,1.5748358599999994,472,19.03,1.9906571573621565,53,41,1.6,0.0003,181,1.9906571573621565,,
,,,,9810,,,,,-1.970668523515775,8,0,0,0.36100203,0,1.4252348200000002,476,19.1,5.6770504982984,54,41,1.4,0.0003,180,5.6770504982984,,
,,,,9869,,,,,-0.3369454319968789,8,0,0,0.34258008,0,1.24389596,480,19.01,3.008706987892926,54,41,1.2,0.0003,181,3.008706987892926,,
,,,,9974,,,,,-0.08467577636946655,8,0,0,0.32931903,0,1.4835858499999999,484,19.28,3.056476945696281,55,42,1.5,0.0003,180,3.056476945696281,,
-4.590689545454546,17.818181818181817,3.0356476,0,10001,2.9342655914477818,-4.6,-0.26532868,-4.061329027066211,,,,,,,,,,,,,,,,,,
,,,,10041,,,,,-2.437371743060632,8,0,0,0.38244572,0,1.4529998600000003,488,19.19,2.9590019661198976,56,43,1.5,0.0003,178,2.9590019661198976,,
,,,,10129,,,,,1.03669315043019,9,0,0,0.38964593,0,1.58096734,492,19.43,-0.3724755290837857,57,44,1.6,0.0003,176,0.5867847523476329,,
,,,,10219,,,,,6.502922907595452,9,0,0,0.3393706,0,1.8823895900000003,496,19.83,-10.378528992320966,58,45,1.9,0.0003,174,10.378528992320966,,
,,,,10319,,,,,-0.6307135379655676,9,0,0,0.32520825,0,2.0144542900000006,500,19.9,2.392580171730463,59,46,2.0,0.0003,173,2.410160232508678,,
,,,,10424,,,,,1.1605923646218224,9,0,0,0.47488752,0,2.09110613,504,20.0,0.031676743802622795,60,46,2.1,0.0003,172,1.2112761962872556,,
,,,,10494,,,,,0.0952522957085157,9,0,0,0.53994787,0,2.34290648,508,19.85,1.8703580450750017,60,46,2.3,0.0003,173,1.8703580450750017,,
,,,,10579,,,,,-0.968805831460894,9,0,0,0.37426582,0,2.4669449800000005,512,20.0,2.70218864066399,61,47,2.5,0.0003,172,2.70218864066399,,
,,,,10653,,,,,2.0455207388838645,9,0,0,0.25838688,0,2.51396715,516,20.31,-0.5572404623055681,62,48,2.5,0.0003,170,1.4100124754442591,,
,,,,10716,,,,,-1.5870501638525147,9,0,0,0.49064925,0,2.2449246900000004,520,19.99,3.7180706479377377,63,49,2.2,0.0003,169,3.7180706479377377,,
,,,,10808,,,,,0.093809542589561,9,0,0,0.3101871,0,2.2151686199999996,524,20.19,4.875505058814154,64,50,2.2,0.0003,167,4.900498272484288,,
,,,,10891,,,,,-0.7738225721422665,9,0,0,0.34517056,0,2.07830423,528,20.41,3.764973070347098,64,50,2.1,0.0003,168,3.764973070347098,,
,,,,10958,,,,,1.7455484020807637,9,0,0,0.371194,0,1.98154461,532,20.38,2.8814544799116084,65,51,2.0,0.0003,167,3.3091162256156212,,
,,,,11022,,,,,6.246405804088807,9,0,0,0.36745897,0,1.71930508,536,19.9,-2.4122487098827365,66,52,1.7,0.0003,165,3.3523232314627576,,
,,,,11103,,,,,-3.4292507765490177,9,0,0,0.36503467,0,1.8638685599999996,540,19.91,5.076294845607964,67,53,1.9,0.0003,164,5.076294845607964,,
,,,,11190,,,,,-1.5826094849395336,9,0,0,0.3563743,0,1.82394736,544,20.13,5.267882606440086,67,53,1.8,0.0003,166,5.267882606440086,,
,,,,11267,,,,,1.6853134338529356,9,0,0,0.42798418,0,2.04667514,548,20.19,-0.8422755682680351,68,53,2.0,0.0003,164,1.1993627904397912,,
,,,,11337,,,,,-1.9261472329730054,9,0,0,0.39972913,0,2.0798786599999994,552,20.14,3.7379156388897585,69,54,2.1,0.0003,163,3.7379156388897585,,
,,,,11439,,,,,6.988390130052879,10,0,0,0.30586705,0,2.36520106,556,20.41,-7.146911320508039,70,55,2.4,0.0003,162,7.249268482813207,,
,,,,11521,,,,,2.2234449625454284,10,0,0,0.3165635,0,2.29040826,560,20.38,0.08686438575784115,71,56,2.3,0.0003,161,1.3514331467101919,,
,,,,11614,,,,,4.548868182833024,10,0,0,0.2889357,0,2.26532168,564,20.52,-0.9900231525451834,72,57,2.3,0.0003,160,2.263532651058269,,
,,,,11684,,,,,1.8144453576509818,10,0,0,0.3412374,0,2.1686712900000003,568,20.4,0.26509486378145475,72,57,2.2,0.0003,161,0.9897163604540824,,
,,,,11776,,,,,3.0693361468984226,10,0,0,0.2815685,0,2.165241520000001,572,20.41,-2.0485465156639675,73,58,2.2,0.0003,159,2.0796814066541165,,
,,,,11855,,,,,-0.524066516620997,10,0,0,0.4149534,0,2.48326835,576,20.45,1.1741177122712527,74,59,2.5,0.0003,158,1.218065976804684,,
,,,,11921,,,,,0.7679168383604676,10,0,0,0.29552868,0,2.5895163900000004,580,20.52,0.6504038818841154,75,60,2.6,0.0003,157,0.8319054680262431,,
,,,,11996,,,,,0.5679899948163247,10,0,0,0.5080668,0,2.3727857500000002,584,20.22,1.5672113699889074,75,60,2.4,0.0003,158,1.627789527175218,,
