eval mean 100 episode reward,eval_time_elapsed,eval_eplenmean,total timesteps,eval_qs,eval_ep_rewmean,eval_qs_difference,eval_discount_q,eval_abs_qs_difference,qs_mean,ep_rewmean,discount_q,update_time,eplenmean,n_updates,act_time,time_elapsed,env_time,mean 100 episode reward,qs_abs_difference,qs_difference,episodes,current_lr,fps,train_time,qfs_loss,q_grad_norm
0.3,1,64.63636363636364,1,-1.523069,0.04387618181818199,1.570135485707157,2.5919022224043,5.5917187,,,,,,,,,,,,,,,,,,
,,,3851,,,,,,-0.33330467,0.9472695600000001,0.7082857288795351,7,19.62,0,0,14,4,0.9,0.6776031825880511,0.16025928501899342,196,0.0003,265,0,,
,,,3933,,,,,,-0.26271528,0.80244371,-2.778355538812622,8,19.76,0,0,14,4,0.8,7.22148512618936,7.220838253686029,200,0.0003,263,0,,
,,,4011,,,,,,0.086417496,0.9474621800000002,-0.07669187030693708,8,19.8,0,0,15,4,0.9,1.1603152251788884,1.0336054352081587,204,0.0003,260,0,,
,,,4125,,,,,,0.022896843,1.1976852500000001,0.5420447160650664,8,20.36,0,0,15,4,1.2,0.9222144520654676,0.5846212430582294,208,0.0003,260,0,,
,,,4211,,,,,,-0.20985582,1.06057328,-0.4799099591713733,9,20.43,0,0,16,4,1.1,0.7166484238796037,0.2744727156224267,212,0.0003,258,0,,
,,,4308,,,,,,-0.40234318,1.2544511399999998,0.2725628375517876,9,20.59,0,0,16,4,1.3,1.5995114141160989,1.41695354173587,216,0.0003,256,0,,
,,,4380,,,,,,-0.291949,1.3185845100000002,-0.62572024680519,9,20.47,0,0,16,4,1.3,1.117261040692754,0.9000491487726507,220,0.0003,259,0,,
,,,4458,,,,,,-0.16886647,1.4152733299999998,0.21584890660935482,10,20.21,0,0,17,4,1.4,0.2781541653388685,0.10734929821006389,224,0.0003,253,0,,
,,,4518,,,,,,-0.1274843,1.27983812,0.06028528144576757,10,20.04,0,0,18,4,1.3,2.993565717611086,2.9766842816941894,228,0.0003,246,0,,
,,,4618,,,,,,-0.1945935,1.4875082099999997,1.2044960980384856,11,20.45,0,0,19,4,1.5,0.9309740310710692,0.30328887888609196,232,0.0003,242,0,,
,,,4706,,,,,,-0.28249833,1.6783209599999998,5.787995132652686,11,20.04,0,0,19,4,1.7,3.591544579170551,-3.5666622076973398,236,0.0003,240,0,,
,,,4792,,,,,,-0.1581149,1.7927077900000001,1.9017548530681665,11,20.26,0,0,19,5,1.8,2.4678816213368915,-2.4678816213368915,240,0.0003,243,0,,
,,,4873,,,,,,0.026122766,1.77528007,1.1651025792044054,12,20.48,0,0,20,5,1.8,0.7553253548658556,-0.2608212527645334,244,0.0003,241,0,,
,,,4981,,,,,,-0.17052077,1.9740412499999997,1.2064917141904312,12,20.81,0,0,20,5,2.0,2.203114027770637,1.0915878602125086,248,0.0003,240,0,,
,,,5068,,,,,,-0.49580416,1.8484897399999998,-4.246311021165941,12,20.84,0,0,21,5,1.8,5.556785980128464,5.53422291144424,252,0.0003,238,0,,
,,,5145,,,,,,-0.31492257,1.8601692700000003,-3.435236434502695,13,20.93,0,0,21,5,1.9,4.346658884371859,4.346658884371859,256,0.0003,236,0,,
,,,5211,,,,,,0.054078113,1.8658801399999998,0.6324970574144514,13,20.8,0,0,22,5,1.9,1.155489399212796,1.0084167498406342,260,0.0003,233,0,,
,,,5302,,,,,,-0.20759046,1.9325318800000002,5.241822208296273,14,20.6,0,0,22,5,1.9,5.362220029263575,-5.362220029263575,264,0.0003,231,0,,
,,,5382,,,,,,0.0012004112,2.0556633399999997,0.5017312495591788,14,20.66,0,0,22,5,2.1,0.9883035310533616,0.5603016817249853,268,0.0003,234,0,,
,,,5463,,,,,,-0.017543478,2.1651233299999997,2.9039804431694414,14,20.49,0,0,23,5,2.2,1.5837435751193256,-0.25947176858866783,272,0.0003,229,0,,
,,,5566,,,,,,-0.12119661,2.3845006300000002,2.6345823806380357,15,20.8,0,0,24,5,2.4,2.404756549625072,-2.404756549625072,276,0.0003,225,0,,
,,,5656,,,,,,-0.08962608,2.2296674399999996,0.4604711493245017,16,20.86,0,0,25,5,2.2,3.683146359907819,3.5470802035795717,280,0.0003,222,0,,
,,,5742,,,,,,-0.1123594,1.9376506200000003,-2.9014911820490945,16,21.06,0,0,25,5,1.9,7.263605749141987,7.263605749141987,284,0.0003,221,0,,
,,,5822,,,,,,-0.08854634,1.9186309100000003,2.56931078838275,17,21.07,0,0,26,6,1.9,1.5986362809534127,-1.3397895986534893,288,0.0003,219,0,,
,,,5913,,,,,,-0.10367977,2.21481313,2.943426465143605,17,21.37,0,0,27,6,2.2,2.2375036541162743,-1.786916946955918,292,0.0003,217,0,,
,,,5978,,,,,,0.10613922,2.14659541,0.5979098390623865,17,21.27,0,0,27,6,2.1,1.7960006647431952,1.5047121889818111,296,0.0003,219,0,,
,,,6053,,,,,,-0.30686748,2.2983805699999995,0.9227016034094608,18,21.2,0,0,27,6,2.3,1.4126724260887509,0.9768825216989574,300,0.0003,217,0,,
,,,6128,,,,,,0.28236106,2.17229837,-1.4914483827624152,18,21.17,0,0,28,6,2.2,2.8886793316949015,2.8886793316949015,304,0.0003,215,0,,
,,,6205,,,,,,0.08585911,1.98151455,-2.024126448168851,19,20.8,0,0,29,6,2.0,3.8052027132474953,3.8052027132474953,308,0.0003,212,0,,
,,,6282,,,,,,-0.3452463,2.0332701500000003,-0.8578102873691578,19,20.71,0,0,29,6,2.0,2.113576909591188,2.113576909591188,312,0.0003,214,0,,
,,,6374,,,,,,-0.12457014,1.8782734700000001,7.01696910537646,20,20.66,0,0,30,6,1.9,5.268400905466707,-4.58690687706667,316,0.0003,210,0,,
,,,6449,,,,,,-0.090253636,1.8258992799999998,1.5993693025863576,20,20.69,0,0,31,6,1.8,1.7778699499094521,0.5337664598967619,320,0.0003,207,0,,
,,,6550,,,,,,-0.1916855,1.9329231599999996,-0.04163501829472299,21,20.92,0,0,31,6,1.9,3.541208049791057,3.515678772453456,324,0.0003,205,0,,
,,,6626,,,,,,-0.36799085,2.14408264,2.6325336750697894,22,21.08,0,0,32,6,2.1,1.0928441935897664,-0.9311972554750593,328,0.0003,204,0,,
,,,6706,,,,,,-0.13099991,1.9276086399999999,0.6135165851970648,22,20.88,0,0,33,6,1.9,1.5721858222987228,0.9838579530671515,332,0.0003,202,0,,
,,,6768,,,,,,-0.13666908,1.57606078,0.39804488789769177,22,20.62,0,0,33,6,1.6,1.092732067541996,0.8074972554321068,336,0.0003,203,0,,
,,,6835,,,,,,-0.33456695,1.29656398,0.3981808538931889,23,20.43,0,0,33,6,1.3,1.4654597693256988,-1.4654597693256988,340,0.0003,201,0,,
,,,6912,,,,,,-0.4263128,1.4875079400000002,8.411045777382922,23,20.39,0,0,34,7,1.5,5.671797095414936,-5.432167475745794,344,0.0003,199,0,,
,,,7010,,,,,,-0.05732561,1.29444916,0.8307590515705865,24,20.29,0,0,35,7,1.3,0.7156857466796126,-0.0604668045759849,348,0.0003,198,0,,
,,,7077,,,,,,0.18523489,1.4195255900000003,-0.6671568187084347,24,20.09,0,0,35,7,1.4,1.3608497228289513,1.3608497228289513,352,0.0003,199,0,,
,,,7220,,,,,,-0.4245739,1.62852411,-0.17547976335572235,26,20.75,0,0,37,7,1.6,4.533457869813011,4.533457869813011,356,0.0003,192,0,,
,,,7318,,,,,,-0.29949978,1.60330138,-2.9274999079234254,26,21.07,0,0,38,7,1.6,5.917730348660871,5.917730348660871,360,0.0003,191,0,,
,,,7388,,,,,,-0.18223044,1.1846755100000002,-0.9835495834200018,26,20.86,0,0,38,7,1.2,3.295984740954536,3.295984740954536,364,0.0003,193,0,,
,,,7489,,,,,,-0.29734007,1.1164733100000002,-0.8116859729803675,27,21.07,0,0,38,7,1.1,2.7768760606653977,2.7768760606653977,368,0.0003,192,0,,
,,,7549,,,,,,0.27390298,0.87885208,-1.468372429239386,28,20.86,0,0,39,7,0.9,2.6419299740660445,2.6419299740660445,372,0.0003,190,0,,
,,,7611,,,,,,-0.15690066,0.7129436900000001,-0.0015225127148877776,28,20.45,0,0,40,7,0.7,0.9955264939357951,0.7017117478373555,376,0.0003,188,0,,
,,,7715,,,,,,-0.24093689,0.8319861100000001,1.1603532963991965,29,20.59,0,0,41,7,0.8,1.690543719203166,0.9493225433499514,380,0.0003,186,0,,
,,,7784,,,,,,-0.20302026,0.9787226299999999,1.0576817684257565,29,20.42,0,0,41,7,1.0,0.9915659620090053,-0.15125196437408467,384,0.0003,188,0,,
,,,7850,,,,,,-0.14063491,1.0056505299999998,-0.9842895441655933,30,20.28,0,0,42,8,1.0,2.278782612114115,2.278782612114115,388,0.0003,184,0,,
,,,7960,,,,,,-0.16278076,0.9503360400000002,-1.0187336216417984,31,20.47,0,0,43,8,1.0,3.4449465606517666,3.4449465606517666,392,0.0003,182,0,,
,,,8023,,,,,,-0.23616801,0.9141526900000001,-4.378732195124041,31,20.45,0,0,44,8,0.9,4.856808626686235,4.856808626686235,396,0.0003,181,0,,
,,,8102,,,,,,-0.18858516,1.03584087,1.1483980658162438,32,20.49,0,0,45,8,1.0,1.6377911308112705,1.1567072416581128,400,0.0003,179,0,,
,,,8188,,,,,,-0.3775365,1.0465188500000002,4.056788637858893,32,20.6,0,0,45,8,1.0,3.7807899746362845,-3.7807899746362845,404,0.0003,181,0,,
,,,8278,,,,,,-0.12849644,1.0732523100000002,-1.58343274285602,33,20.73,0,0,45,8,1.1,3.2614613873459093,3.2614613873459093,408,0.0003,180,0,,
,,,8380,,,,,,-0.28691342,1.1992541600000002,7.576778349721324,34,20.98,0,0,46,8,1.2,3.682697834088266,-2.1313753802041258,412,0.0003,179,0,,
,,,8497,,,,,,-0.1095175,1.1118908699999999,-0.922889257492222,34,21.23,0,0,47,8,1.1,3.146963219444468,3.141537632286775,416,0.0003,177,0,,
,,,8567,,,,,,0.12858862,1.1467629700000002,-1.7555682013287868,36,21.18,0,0,49,8,1.1,3.0537417039039614,3.0537417039039614,420,0.0003,174,0,,
,,,8658,,,,,,-0.13194992,1.02444134,1.9825048079374454,36,21.08,0,0,49,8,1.0,2.622269438308482,0.7157011005474999,424,0.0003,173,0,,
,,,8738,,,,,,-0.33389765,1.0030044,3.3703450710568283,37,21.12,0,0,50,8,1.0,1.9687223263437281,-1.9440394987245115,428,0.0003,172,0,,
,,,8802,,,,,,0.0902283,1.06396891,2.370074617340076,38,20.96,0,0,51,8,1.1,1.955492989716921,0.2522378005303551,432,0.0003,170,0,,
,,,8893,,,,,,-0.3213661,1.07481459,0.5458000924247189,38,21.25,0,0,51,9,1.1,2.1988779696839202,1.5994394575390454,436,0.0003,171,0,,
,,,8989,,,,,,0.027605766,1.3755070400000002,-0.46810957357584815,39,21.54,0,0,52,9,1.4,2.1106170436391958,2.0207430899497996,440,0.0003,170,0,,
,,,9092,,,,,,-0.24635711,1.41815656,0.6465864033636336,39,21.8,0,0,53,9,1.4,1.8455367168948442,1.6743859035968127,444,0.0003,169,0,,
,,,9168,,,,,,-0.17068435,1.50272372,-1.2562688977555758,41,21.58,0,0,54,9,1.5,5.36269418656219,5.353268772712953,448,0.0003,166,0,,
,,,9236,,,,,,-0.010919211,1.3045386199999998,-0.13682888623599745,41,21.59,0,0,55,9,1.3,3.4728307422575373,3.3750709145877247,452,0.0003,165,0,,
,,,9302,,,,,,0.040528756,1.13157123,-0.07930531318535822,43,20.82,0,0,57,9,1.1,2.7748607894568798,2.7147383583453792,456,0.0003,162,0,,
,,,9374,,,,,,-0.109425366,1.12951117,2.6332706828851817,43,20.56,0,0,57,9,1.1,1.8896115395112028,0.8391846005006798,460,0.0003,163,0,,
,,,9483,,,,,,0.15228067,1.3865207499999999,1.3972967627408528,44,20.95,0,0,58,9,1.4,1.5300175629014814,-0.8609501313590062,464,0.0003,162,0,,
,,,9561,,,,,,-0.103713766,1.5580576599999998,1.9100358903342565,44,20.72,0,0,59,9,1.6,1.4064039618713327,-0.9706693118007002,468,0.0003,161,0,,
,,,9614,,,,,,0.11778936,1.6323723700000001,1.8415652428064855,45,20.65,0,0,60,9,1.6,1.4860864319722076,0.31031510958624536,472,0.0003,159,0,,
,,,9684,,,,,,-0.31861547,1.5789830000000002,-0.5710246952734634,45,20.73,0,0,60,9,1.6,2.4897443296505815,2.4469517931865554,476,0.0003,160,0,,
,,,9742,,,,,,-0.05207201,1.5013025100000001,0.46136608289214237,47,20.27,0,0,61,9,1.5,1.9340122800997135,1.7910221829318551,480,0.0003,157,0,,
,,,9798,,,,,,-0.111505166,1.5504204200000005,1.3439189053152512,47,20.14,0,0,61,10,1.6,0.7313653374316504,-0.6730506350816119,484,0.0003,158,0,,
,,,9874,,,,,,-0.37119228,1.4865024800000006,0.3703950349578259,47,20.24,0,0,62,10,1.5,1.5891510355495615,-1.5079564086320922,488,0.0003,157,0,,
,,,9957,,,,,,-0.092209116,1.40221868,7.1784463383869,48,19.97,0,0,63,10,1.4,3.5740571039023648,-3.5740571039023648,492,0.0003,155,0,,
-0.3,0,59.81818181818182,10001,-1.5616955,-0.9060572727272728,1.9969193560449776,1.7885607396832555,3.5264032,,,,,,,,,,,,,,,,,,
,,,10023,,,,,,-0.097324654,1.4544213199999998,2.04879114543637,49,20.0,0,0,65,10,1.5,1.953340400244453,0.2051763142304664,496,0.0003,152,0,,
,,,10129,,,,,,-0.24037497,1.73299483,-0.3490644594688015,50,20.27,0,0,66,10,1.7,1.6742207303985353,1.6742207303985353,500,0.0003,151,0,,
,,,10201,,,,,,-0.001350599,1.70853462,0.09324346841021525,52,20.13,0,0,68,10,1.7,1.6184584266701396,1.4471050095781701,504,0.0003,149,0,,
,,,10291,,,,,,-0.06435884,1.9510902400000005,0.6575655207953301,52,20.13,0,0,68,10,2.0,1.2526891915639757,0.551488494216238,508,0.0003,150,0,,
,,,10378,,,,,,-0.1816507,1.9781745700000002,4.792466259196949,52,19.98,0,0,69,10,2.0,3.832475874449583,-1.4496051599608564,512,0.0003,149,0,,
,,,10465,,,,,,-0.20492172,1.92938741,0.8018890569421242,53,19.68,0,0,70,10,1.9,2.435522766707505,2.2135390809320525,516,0.0003,149,0,,
,,,10547,,,,,,-0.109737754,1.95782293,0.9594751893325193,54,19.8,0,0,71,10,2.0,0.6218440360433127,-0.5338551406690726,520,0.0003,148,0,,
,,,10642,,,,,,-0.26716217,1.89419903,1.3434424954894622,55,19.84,0,0,72,10,1.9,1.8421480799112422,0.9176715341189882,524,0.0003,147,0,,
,,,10737,,,,,,-0.20180726,2.06192794,2.062370806743317,57,19.99,0,0,73,10,2.1,1.1143937240711415,0.47110785581178,528,0.0003,145,0,,
,,,10812,,,,,,-0.26113653,2.02913618,1.457475119049958,58,20.1,0,0,74,11,2.0,1.3214333273249426,0.3521297797689451,532,0.0003,144,0,,
,,,10897,,,,,,0.07178769,2.08091142,-0.5762335955292408,58,20.04,0,0,75,11,2.1,2.4339947702755604,2.4339947702755604,536,0.0003,145,0,,
,,,10985,,,,,,-0.22882235,2.10597464,11.918216204408088,58,19.96,0,0,76,11,2.1,6.976218379842664,-5.9802493170039055,540,0.0003,144,0,,
,,,11052,,,,,,0.06794325,2.0355764599999997,3.38397458021849,59,19.6,0,0,77,11,2.0,2.9292064799259165,-2.9292064799259165,544,0.0003,143,0,,
,,,11190,,,,,,-0.2815493,2.4362734300000004,4.065961963829953,60,20.22,0,0,78,11,2.4,3.238600874908019,-0.3828984433767564,548,0.0003,142,0,,
,,,11305,,,,,,-0.15052094,2.7352683,0.7396596359575569,63,20.69,0,0,80,11,2.7,1.1866795969523245,-0.062261387120192524,552,0.0003,139,0,,
,,,11383,,,,,,0.0634249,2.73828915,-1.1615684618495015,63,20.81,0,0,81,11,2.7,3.2563062100478923,3.2563062100478923,556,0.0003,140,0,,
,,,11486,,,,,,-0.03826957,2.9157564699999994,1.9957086570369904,64,21.12,0,0,82,11,2.9,1.9628267784878797,-1.4869247285474496,560,0.0003,139,0,,
,,,11571,,,,,,-0.10656131,2.68913727,-2.126322932282261,65,20.88,0,0,83,11,2.7,3.4572778565393434,3.4572778565393434,564,0.0003,139,0,,
,,,11637,,,,,,-0.020048626,2.5482169100000003,-0.8958653212007184,66,20.76,0,0,84,11,2.5,2.6024668983484105,2.6024668983484105,568,0.0003,138,0,,
,,,11724,,,,,,-0.12562339,2.54147857,-0.13966902468145,67,21.1,0,0,85,11,2.5,0.9951595228343475,0.9951595228343475,572,0.0003,136,0,,
,,,11790,,,,,,-0.15181598,2.726037110000001,2.2720221496210127,67,21.06,0,0,86,12,2.7,1.493063279378807,0.5765503625721534,576,0.0003,136,0,,
,,,11851,,,,,,0.05534158,2.5923536899999995,-0.9610826334088161,68,21.09,0,0,87,12,2.6,2.438437893612921,2.438437893612921,580,0.0003,135,0,,
,,,11935,,,,,,-0.33304605,2.628184749999999,4.453807556932956,69,21.37,0,0,88,12,2.6,1.9721297591084008,-1.373242707158211,584,0.0003,135,0,,
,,,12035,,,,,,-0.31756246,2.7414485199999996,-0.01389829725642,70,21.61,0,0,89,12,2.7,4.792857488842469,4.774288360282227,588,0.0003,134,0,,
,,,12153,,,,,,-0.08054855,2.8490516,-0.07763916519363553,71,21.96,0,0,90,12,2.8,1.7685977485711428,1.6335349377393684,592,0.0003,133,0,,
,,,12225,,,,,,-0.24778628,2.8873839700000006,-0.8279036822893029,73,22.02,0,1,92,12,2.9,2.6934919882663086,2.6934919882663086,596,0.0003,132,0,,
,,,12336,,,,,,-0.26823246,2.88084134,0.03805161718568656,74,22.07,0,1,93,12,2.9,1.8892667834827517,1.8643094076033966,600,0.0003,131,0,,
,,,12436,,,,,,-0.1764516,2.9792758900000003,2.278791823621199,75,22.35,0,1,94,12,3.0,1.6391622124701652,-0.5474197453044164,604,0.0003,131,0,,
,,,12528,,,,,,0.07365926,2.80461359,2.381372051219965,76,22.37,0,1,95,12,2.8,2.0138314745072,-0.9012908192914969,608,0.0003,130,0,,
,,,12611,,,,,,0.062641785,2.70674935,1.8468750539093874,78,22.33,0,1,97,12,2.7,1.3676349568853408,-0.3015482783544166,612,0.0003,129,0,,
,,,12692,,,,,,-0.21033645,2.6996443100000005,-1.0249836511954664,78,22.27,0,1,97,12,2.7,2.1361617966525674,2.1361617966525674,616,0.0003,130,0,,
,,,12782,,,,,,-0.07597925,2.7082635100000005,-0.11725433016483433,79,22.35,0,1,98,13,2.7,1.512550867106068,1.4185906412079066,620,0.0003,129,0,,
,,,12849,,,,,,0.07854563,2.8273357800000007,-0.26494598617019294,80,22.07,0,1,100,13,2.8,3.6930093353905944,3.640836576079382,624,0.0003,128,0,,
,,,12928,,,,,,-0.36578962,2.659945640000001,-2.0268801231516447,81,21.91,0,1,101,13,2.7,3.133666283970921,3.114878912330335,628,0.0003,127,0,,
,,,13021,,,,,,-0.26111433,2.5755655900000005,2.40248450953784,82,22.09,0,1,102,13,2.6,2.3727192816400744,1.3860063052859324,632,0.0003,126,0,,
,,,13090,,,,,,-0.3013153,2.5989165599999997,-2.9683393653186356,82,21.93,0,1,102,13,2.6,5.020271885444101,5.020271885444101,636,0.0003,127,0,,
,,,13199,,,,,,-0.15764278,2.6712000799999998,1.9167668139766831,84,22.14,0,1,104,13,2.7,2.2372176644974746,-2.2372176644974746,640,0.0003,126,0,,
,,,13278,,,,,,0.0068012225,2.4331130400000003,1.1118974864936888,85,22.26,0,1,105,13,2.4,0.9818029165935769,0.4391737031317229,644,0.0003,125,0,,
,,,13353,,,,,,-0.28649837,2.0238938600000003,3.783372179805961,86,21.63,0,1,106,13,2.0,2.277078750742153,-2.277078750742153,648,0.0003,124,0,,
,,,13413,,,,,,-0.22303805,1.98368879,2.8102258971465255,87,21.08,0,1,108,13,2.0,2.1697729764515064,-0.7919512608046629,652,0.0003,124,0,,
,,,13518,,,,,,-0.072404,2.11366944,4.3634252715610256,89,21.35,0,1,109,13,2.1,4.211819047059663,-2.2230300437899757,656,0.0003,123,0,,
,,,13571,,,,,,0.083265744,1.7459037899999996,-3.700614240343315,89,20.85,0,1,109,13,1.7,4.340146851311468,4.340146851311468,660,0.0003,123,0,,
,,,13656,,,,,,-0.14186482,1.69312275,-2.277573016648567,90,20.85,0,1,111,13,1.7,4.153571826974591,4.106479185856028,664,0.0003,122,0,,
,,,13712,,,,,,-0.13562593,1.74551769,1.7272548160430268,91,20.75,0,1,112,13,1.7,2.2778225642209167,1.3376427971299505,668,0.0003,121,0,,
,,,13792,,,,,,0.097591,1.79381863,0.1637662215306872,91,20.68,0,1,112,13,1.8,1.155706732070969,1.015161763258467,672,0.0003,122,0,,
,,,13907,,,,,,-0.36549053,2.16112991,12.009090594736259,94,21.17,0,1,115,14,2.2,9.218332040118085,-8.83819126907121,676,0.0003,120,0,,
,,,13987,,,,,,-0.1639813,2.36931901,-2.5288467818098495,94,21.36,0,1,115,14,2.4,2.1954534389436593,2.1755084513033,680,0.0003,120,0,,
,,,14061,,,,,,-0.37090603,2.3608411999999994,-2.028817752302132,95,21.26,0,1,117,14,2.4,4.5224987559840635,4.5224987559840635,684,0.0003,119,0,,
,,,14133,,,,,,-0.24048267,2.4424412199999996,5.9778446656183055,97,20.98,0,1,118,14,2.4,2.3943688700469394,-1.8859424409090628,688,0.0003,119,0,,
,,,14232,,,,,,-0.24850506,2.3149369,1.4945415119180845,98,20.79,0,1,119,14,2.3,1.384212245689399,-0.21219838804870395,692,0.0003,118,0,,
,,,14313,,,,,,-0.23429167,2.21637039,2.0580337156819106,99,20.88,0,1,121,14,2.2,0.9094234499024167,-0.21148088095059883,696,0.0003,117,0,,
,,,14388,,,,,,-0.3413908,1.8641786800000002,0.9901271014122561,99,20.52,0,1,121,14,1.9,0.532239956094116,-0.14089623061413165,700,0.0003,118,0,,
,,,14479,,,,,,0.053479735,1.7898776699999999,-1.026040125389296,101,20.43,0,1,123,14,1.8,2.468064203252614,2.468064203252614,704,0.0003,117,0,,
,,,14551,,,,,,-0.37654755,1.7325822200000003,-0.536074275263251,102,20.23,0,1,124,14,1.7,0.9882920679443562,0.8772300778145462,708,0.0003,116,0,,
,,,14618,,,,,,-0.16875999,1.64673384,0.9999184376534903,103,20.07,0,1,125,14,1.6,1.1744213272831543,0.6705622546059881,712,0.0003,116,0,,
,,,14734,,,,,,-0.4336103,2.11294336,3.034395073018593,105,20.42,0,1,127,14,2.1,3.925444235958989,-3.925444235958989,716,0.0003,115,0,,
,,,14812,,,,,,-0.098665625,2.1682140600000004,3.361222848273497,106,20.3,0,1,129,15,2.2,2.2388704992672817,-0.6217220480451692,720,0.0003,114,0,,
,,,14892,,,,,,-0.46283168,2.12154554,2.4244078723906473,106,20.43,0,1,129,15,2.1,2.7154244032371104,-2.7154244032371104,724,0.0003,115,0,,
,,,14961,,,,,,0.18401287,2.1848412,-1.6355027999351355,108,20.33,0,1,130,15,2.2,2.6831578865978414,2.6831578865978414,728,0.0003,114,0,,
,,,15068,,,,,,0.05471646,2.4499972600000004,1.9499545514420387,109,20.47,0,1,132,15,2.4,2.218396530821461,0.07815286049882696,732,0.0003,114,0,,
,,,15152,,,,,,-0.21942227,2.45683025,-0.6252568959291362,111,20.62,0,1,133,15,2.5,1.490861550475836,1.4668269785245136,736,0.0003,113,0,,
,,,15232,,,,,,-0.38736966,2.28429328,1.1306956314132341,112,20.33,0,1,135,15,2.3,0.5689125406683985,-0.3753318046289939,740,0.0003,112,0,,
,,,15280,,,,,,0.03289603,2.3005278200000006,-0.59590633408465,112,20.02,0,1,135,15,2.3,0.7375991024319319,0.7375991024319319,744,0.0003,112,0,,
,,,15361,,,,,,0.032196537,2.31201609,-0.03307997155494669,113,20.08,0,1,136,15,2.3,1.1863089782335434,1.0589642449729324,748,0.0003,112,0,,
,,,15443,,,,,,-0.041871395,2.2290906299999995,-0.5937333746153121,115,20.3,0,1,138,15,2.2,3.3017867849687614,3.3017867849687614,752,0.0003,111,0,,
,,,15526,,,,,,-0.27899328,2.0073797399999997,2.700386581533762,117,20.08,0,1,140,15,2.0,3.7582975370856233,-3.7582975370856233,756,0.0003,110,0,,
,,,15606,,,,,,-0.21485944,1.9425517499999998,1.0093227670871123,118,20.35,0,1,142,15,1.9,4.236080928709457,3.9924932829686726,760,0.0003,109,0,,
,,,15666,,,,,,-0.005112365,2.0151997899999996,3.329169222464534,118,20.1,0,1,142,15,2.0,1.351489802784104,-0.9505828771119351,764,0.0003,110,0,,
,,,15735,,,,,,-0.29758826,2.0027955299999998,3.7419365100157127,120,20.23,0,1,143,15,2.0,1.9108350162495766,-0.05311292326418264,768,0.0003,109,0,,
,,,15813,,,,,,-0.13696507,1.9639827399999998,1.282175972595713,121,20.21,0,1,145,15,2.0,0.7561620901442893,-0.6291238710831503,772,0.0003,108,0,,
,,,15913,,,,,,-0.17676783,1.6344054600000002,3.491364506866355,123,20.06,0,1,147,16,1.6,2.2171175834123216,-1.4934646672674854,776,0.0003,108,0,,
,,,16004,,,,,,-0.023836246,1.7576085799999999,1.8164196347417865,124,20.17,0,1,148,16,1.8,1.29513543767878,-0.3368156332441043,780,0.0003,107,0,,
,,,16092,,,,,,-0.12000118,1.6487576000000002,-3.271720971902886,124,20.31,0,1,148,16,1.6,5.588822350910788,5.588822350910788,784,0.0003,108,0,,
,,,16174,,,,,,-0.31892064,1.5065460899999998,1.6277429504467502,126,20.41,0,1,150,16,1.5,0.8248203120640045,-0.454101942299277,788,0.0003,107,0,,
,,,16259,,,,,,-0.4975732,1.3340233700000002,-2.0836884252616596,127,20.27,0,1,151,16,1.3,3.799636723491324,3.741717441593197,792,0.0003,107,0,,
,,,16337,,,,,,-0.2602839,1.5180979700000001,0.7692260735630898,129,20.24,0,1,153,16,1.5,1.573202557623005,0.9348973045120959,796,0.0003,106,0,,
,,,16449,,,,,,-0.28307945,1.80749034,-1.7889951049409545,130,20.61,0,1,155,16,1.8,4.275269312266,4.158154738926203,800,0.0003,105,0,,
,,,16538,,,,,,-0.2611452,2.01247478,-1.2493406463800936,132,20.59,0,1,156,16,2.0,3.103767414737605,3.0517721679704106,804,0.0003,105,0,,
,,,16601,,,,,,-0.29070383,1.8327643000000002,0.7583950160783743,134,20.5,0,1,158,16,1.8,1.2365997264108037,0.8331086686354973,808,0.0003,104,0,,
,,,16658,,,,,,-0.23351175,1.9081107300000002,5.738324061985394,134,20.4,0,1,158,16,1.9,3.910417502196833,-3.910417502196833,812,0.0003,104,0,,
,,,16744,,,,,,0.0036195447,1.4883009300000003,3.1699937021148195,135,20.1,0,1,160,16,1.5,1.7534093007322387,-1.4069658601911368,816,0.0003,104,0,,
,,,16843,,,,,,-0.36062348,1.3793294200000004,0.761084404791594,137,20.31,0,1,162,16,1.4,3.462960939102587,3.2015314595000017,820,0.0003,103,0,,
,,,16921,,,,,,-0.037631474,1.41059716,0.5154765182539669,138,20.29,0,1,163,17,1.4,2.4225738899475164,2.0864627491690557,824,0.0003,103,0,,
,,,16996,,,,,,-0.14355712,1.3306733099999997,3.1339671446853465,138,20.35,0,1,163,17,1.3,3.0637504780103213,1.3530015847081265,828,0.0003,103,0,,
,,,17069,,,,,,-0.21783043,1.2268636599999998,3.5892930013694833,140,20.01,0,1,165,17,1.2,1.63076361423764,-0.6545766580093745,832,0.0003,102,0,,
,,,17157,,,,,,-0.44472414,1.13259152,-1.8917611294823709,141,20.05,0,1,167,17,1.1,1.853124339036048,1.838963970940529,836,0.0003,102,0,,
,,,17237,,,,,,-0.36571792,1.17358695,-0.309123557791379,143,20.05,0,1,168,17,1.2,3.1836175495535484,3.1172122381515974,840,0.0003,101,0,,
,,,17293,,,,,,-0.33428088,1.1899752100000003,-2.9078557857573286,143,20.13,0,1,169,17,1.2,4.06937151560786,4.048590660625801,844,0.0003,102,0,,
