eval mean 100 episode reward,eval_time_elapsed,eval_eplenmean,total timesteps,eval_qs,eval_ep_rewmean,eval_qs_difference,eval_discount_q,eval_abs_qs_difference,qs_mean,ep_rewmean,discount_q,update_time,eplenmean,n_updates,act_time,time_elapsed,env_time,mean 100 episode reward,qs_abs_difference,qs_difference,episodes,current_lr,fps,train_time,qfs_loss,q_grad_norm
0.3,1,64.63636363636364,1,-1.523069,0.04387618181818199,1.570135485707157,2.5919022224043,5.5917187,,,,,,,,,,,,,,,,,,
,,,82809,,,,,,219.32037,628.81357421,0.3911782640619842,2386,253.48,115800,30,3801,77,628.8,8.018228178217994,2.35621549532022,1460,0.0003,21,1264,33.48389,1259.6697
,,,83703,,,,,,212.0619,635.44989545,0.20548160657904374,2430,253.13,117600,31,3866,78,635.4,15.643492346750026,9.53904487699791,1464,0.0003,21,1284,27.533857,984.7649
,,,84315,,,,,,228.70973,633.85218059,6.333831136333795,2460,250.66,118800,31,3910,79,633.9,16.78178615325139,16.02186538071384,1468,0.0003,21,1297,33.77917,1122.0117
,,,85114,,,,,,189.87901,639.38382703,0.39862906801648906,2500,250.4,120400,31,3969,80,639.4,23.20363029902025,-1.0666989260935742,1472,0.0003,21,1314,31.781004,1132.4731
,,,85821,,,,,,233.11539,635.56594572,0.1329245277312093,2535,247.43,121800,32,4020,80,635.6,181.7534420893838,181.7534420893838,1476,0.0003,21,1329,39.57636,1500.7443
,,,86695,,,,,,192.08287,637.5308969699998,0.1728527988867301,2576,245.48,123400,32,4079,81,637.5,40.784812328408755,2.7234973971781997,1480,0.0003,21,1347,42.051517,1489.8519
,,,87436,,,,,,244.37889,637.48947591,0.07820399402748024,2617,243.19,125000,32,4139,82,637.5,203.25715426194822,203.25715426194822,1484,0.0003,21,1364,50.92165,1608.6735
,,,88191,,,,,,241.14104,629.4779102599999,1.542528825448231,2653,232.26,126400,33,4191,82,629.5,11.899623264101452,-9.098705055868047,1488,0.0003,21,1379,40.728703,1423.4899
,,,88655,,,,,,251.28986,619.5018581100001,11.907930289236006,2678,227.71,127400,33,4228,83,619.5,77.5850158925927,76.98428492294622,1492,0.0003,20,1389,39.040924,1272.49
,,,89269,,,,,,252.05974,610.9957146200001,3.964829583725621,2709,222.17,128600,33,4273,83,611.0,61.72451512820779,60.97180078003708,1496,0.0003,20,1402,43.18271,1442.1322
,,,89824,,,,,,273.5181,597.14959912,14.116874927566023,2741,216.12,129800,34,4318,84,597.1,56.42406416388057,54.76328181307036,1500,0.0003,20,1415,44.621716,1511.5648
370.6,0,56.81818181818182,90001,208.61896,84.22509709090909,175.88594483994947,66.28613247824707,176.19437,,,,,,,,,,,,,,,,,,
,,,90533,,,,,,252.20018,588.75048064,1.9635462579343819,2777,212.15,131200,34,4372,85,588.8,24.723380883159194,22.788642131608135,1504,0.0003,20,1431,52.34658,1875.686
,,,91043,,,,,,235.71722,576.3136239400001,8.48918514093027,2803,206.56,132200,34,4409,85,576.3,49.35308559527069,48.78452376996037,1508,0.0003,20,1441,50.010475,1562.0721
,,,91856,,,,,,253.3409,573.68757555,0.0433919106108475,2846,205.43,133800,35,4470,86,573.7,212.48192498103364,212.48192498103364,1512,0.0003,20,1458,56.19238,1690.326
,,,92355,,,,,,230.9628,559.27134846,8.638411770088183,2872,200.04,134800,35,4508,86,559.3,49.19804160341145,48.88784261900484,1516,0.0003,20,1469,63.258457,1817.059
,,,92892,,,,,,245.01004,554.47607398,8.143089442056688,2899,197.59,135800,35,4546,87,554.5,46.8221436017058,44.12514270793519,1520,0.0003,20,1480,57.306496,1849.5128
,,,93500,,,,,,239.39458,542.18264087,0.43597862092506523,2936,192.84,137200,36,4600,87,542.2,187.39518371647026,187.39518371647026,1524,0.0003,20,1495,63.25232,1919.5939
,,,93851,,,,,,254.8974,520.67710047,4.000191297776848,2953,185.84,137800,36,4623,88,520.7,213.4848243167278,213.4848243167278,1528,0.0003,20,1501,58.26571,1734.2869
,,,94887,,,,,,272.42535,530.7937182999999,0.0937008023152972,3007,188.17,139800,36,4700,89,530.8,42.175755213632094,16.684872073063314,1532,0.0003,20,1523,61.132137,1736.9133
,,,96352,,,,,,289.33163,527.65633626,0.00014177915418639228,3088,193.22,142800,37,4816,90,527.7,210.72963938744243,210.72963938744243,1536,0.0003,20,1555,67.96047,1884.519
,,,97172,,,,,,282.05988,514.74254504,0.09603173317174914,3132,191.49,144400,37,4879,91,514.7,238.59877750180385,238.59877750180385,1540,0.0003,19,1572,71.09998,2031.5459
,,,97962,,,,,,328.25357,504.35530149,16.367451830630348,3177,186.72,146000,38,4941,91,504.4,54.690827947715285,54.529557403840386,1544,0.0003,19,1589,75.59822,2113.9492
,,,98650,,,,,,308.76752,489.90549840999995,0.2751665521879772,3215,184.11,147400,38,4997,92,489.9,234.82197106411257,234.82197106411257,1548,0.0003,19,1604,97.842705,2456.7588
,,,99235,,,,,,266.48172,474.1942654200001,0.4788116915866531,3249,180.65,148600,38,5044,93,474.2,223.1942237876301,223.1942237876301,1552,0.0003,19,1617,97.86496,2220.4524
,,,99814,,,,,,271.88123,464.56990726,1.620529038552915,3282,178.83,149800,39,5091,93,464.6,171.69903209632938,171.69903209632938,1556,0.0003,19,1630,91.028046,2257.147
455.6,3,257.1818181818182,100001,304.50482,805.350752181818,79.99834274372303,212.19827976839824,87.77032,,,,,,,,,,,,,,,,,,
,,,100397,,,,,,336.0955,455.03601366000004,4.915596470260068,3310,175.88,150800,39,5134,94,455.0,131.97026277122202,130.95091272447206,1560,0.0003,19,1641,111.68569,2965.3384
,,,100840,,,,,,356.7467,440.19515788999996,10.152724988831189,3337,171.37,151800,39,5173,94,440.2,183.3545306625512,183.3545306625512,1564,0.0003,19,1652,90.59222,2465.516
,,,101509,,,,,,293.73923,441.3311109099999,0.351983201091055,3376,171.94,153200,40,5228,95,441.3,249.68608982849796,249.68608982849796,1568,0.0003,19,1667,107.85926,2622.8274
,,,102226,,,,,,307.7803,436.7052875500001,0.38245206308738283,3414,171.12,154600,40,5282,95,436.7,222.4258262725161,222.4258262725161,1572,0.0003,19,1682,143.16875,3307.2407
,,,102956,,,,,,314.4999,436.4727049699999,1.435016395405616,3452,171.35,156000,40,5336,96,436.5,106.16550115111168,102.06505245729258,1576,0.0003,19,1697,108.544075,2798.2803
,,,103535,,,,,,303.67694,424.11689459,0.8192771254064982,3485,168.4,157200,41,5382,96,424.1,234.5682684203865,234.5682684203865,1580,0.0003,19,1710,118.68917,3105.86
,,,104311,,,,,,328.57434,425.5706651500001,1.4339937925321942,3528,168.75,158800,41,5444,97,425.6,64.41025451359374,61.16340607156489,1584,0.0003,19,1727,102.667,2761.5752
,,,104659,,,,,,297.54123,410.81715099999997,9.409031136195708,3544,164.68,159400,41,5467,97,410.8,224.41457533777424,224.41457533777424,1588,0.0003,19,1734,123.89633,3164.8528
,,,105363,,,,,,303.82574,415.90969219999994,1.7950502501640064,3581,167.08,160800,41,5521,98,415.9,95.875607392976,90.79420346532977,1592,0.0003,19,1749,97.9749,2934.0562
,,,105828,,,,,,301.93854,409.0997096899999,24.75592756431921,3609,165.59,161800,42,5559,98,409.1,91.46110334293776,76.63795492356641,1596,0.0003,19,1759,114.10539,2989.0952
,,,106648,,,,,,280.39536,417.72458432,0.18081329036650856,3651,168.24,163400,42,5619,99,417.7,169.19993369305377,169.19993369305377,1600,0.0003,18,1775,119.95999,3289.1062
,,,106789,,,,,,309.26602,399.2805904,5.88373266645806,3656,162.56,163600,42,5627,99,399.3,297.93839164928437,297.93839164928437,1604,0.0003,18,1777,111.36056,2984.2969
,,,106884,,,,,,306.47983,386.60487897,7.759422153503116,3661,158.41,163800,42,5634,99,386.6,297.81652929672055,297.81652929672055,1608,0.0003,18,1779,131.92622,3218.0825
,,,107267,,,,,,319.166,368.84955624,4.8226683271268325,3683,154.11,164600,42,5664,100,368.8,257.45562770037316,257.45562770037316,1612,0.0003,18,1787,127.970726,3324.5725
,,,108225,,,,,,340.53616,378.2994607400001,0.2152256452676927,3735,158.7,166600,43,5739,101,378.3,137.80067778374377,134.2017962914232,1616,0.0003,18,1809,128.27473,3431.4763
,,,108928,,,,,,303.73123,384.9321143700001,0.18573985718080163,3771,160.36,168000,43,5792,101,384.9,253.6806922407869,253.6806922407869,1620,0.0003,18,1824,138.52141,3714.337
,,,109168,,,,,,268.04657,371.13162955,12.655600588258158,3782,156.68,168400,43,5807,101,371.1,233.35299072403842,233.35299072403842,1624,0.0003,18,1828,133.34094,3445.9573
,,,109544,,,,,,272.63232,369.7738332,2.566456164227414,3803,156.93,169200,43,5836,102,369.8,238.2178797435581,238.05918781421832,1628,0.0003,18,1836,136.94843,3637.6357
505.9,2,243.45454545454547,110001,312.78546,507.4949133636364,166.98776543338988,146.4748571510431,169.46547,,,,,,,,,,,,,,,,,,
,,,110431,,,,,,296.9206,349.7257441400001,0.03908617097612086,3848,155.44,171000,44,5908,103,349.7,248.38762538073306,248.38762538073306,1632,0.0003,18,1857,135.88174,3610.7366
,,,111553,,,,,,368.00116,350.08344832,0.12071655728131687,3905,152.01,173200,44,5988,104,350.1,116.58579757826959,112.94383587002399,1636,0.0003,18,1879,130.9997,3572.6685
,,,112421,,,,,,247.01398,354.04122625,0.011389252190757409,3951,152.49,175000,45,6055,104,354.0,219.8922260564501,219.8922260564501,1640,0.0003,18,1899,151.76639,3967.2268
,,,113082,,,,,,313.421,346.71539799000004,5.006103812464668,3980,151.2,176200,45,6099,105,346.7,122.76773415655715,100.88194827688235,1644,0.0003,18,1913,187.81943,4316.7114
,,,113812,,,,,,342.1947,352.1709058800001,0.9961556614724902,4021,151.62,177800,46,6157,105,352.2,172.43718861138478,172.43718861138478,1648,0.0003,18,1929,156.33405,3766.6826
,,,114908,,,,,,375.6964,375.65056719000006,0.11828396767403387,4076,156.73,180000,46,6236,106,375.7,94.14289866146756,93.21611061606653,1652,0.0003,18,1951,142.7895,3578.9385
,,,115363,,,,,,357.8911,374.49537807,16.852348749132226,4096,155.49,180800,46,6265,107,374.5,152.09234794816504,152.09234794816504,1656,0.0003,18,1960,137.5147,3574.528
,,,116396,,,,,,387.5438,391.33474008000013,0.3884045626583687,4143,159.99,182800,47,6337,108,391.3,119.691519968458,119.0018749131066,1660,0.0003,18,1983,118.96557,3275.63
,,,116659,,,,,,360.26813,385.2966755399999,92.88116795932496,4157,158.19,183400,47,6359,108,385.3,172.14348184945953,172.14348184945953,1664,0.0003,18,1990,128.27129,3565.078
,,,117341,,,,,,351.13992,386.42124103000003,2.696751623508298,4190,158.32,184800,47,6410,109,386.4,118.64326470453055,118.64326470453055,1668,0.0003,18,2007,130.28983,3473.5347
,,,118115,,,,,,386.84067,392.19802115000005,7.53754860861508,4227,158.89,186400,48,6468,110,392.2,60.00855932730648,43.378230096555235,1672,0.0003,18,2026,137.92519,3587.3835
,,,118674,,,,,,348.17853,384.01168989000007,1.1685269815668338,4251,157.18,187400,48,6504,110,384.0,279.3249397977368,279.3249397977368,1676,0.0003,18,2036,152.13483,3809.7666
,,,119649,,,,,,270.70325,400.1918653099999,0.00484672261642512,4300,161.14,189400,49,6574,111,400.2,239.41993306911007,238.1643540689432,1680,0.0003,18,2056,127.6165,3365.3955
564.3,3,274.6363636363636,120001,367.10242,899.3236452727273,142.1643405720738,205.78240174268714,147.77638,,,,,,,,,,,,,,,,,,
,,,120332,,,,,,284.91812,392.39973068,0.13081307188144192,4333,160.21,190800,49,6627,112,392.4,238.73214160726903,237.61353230331662,1684,0.0003,18,2071,166.81699,3937.0024
,,,121086,,,,,,327.65518,404.51201247999995,0.858752205008169,4365,164.27,192200,49,6676,113,404.5,255.3802239045094,255.3802239045094,1688,0.0003,18,2087,130.13364,3321.5693
,,,122815,,,,,,375.21298,456.38033957,5.472793224762098e-05,4449,174.52,195800,50,6801,114,456.4,165.83059743204296,165.82217571758017,1692,0.0003,18,2125,188.02321,4200.074
,,,123472,,,,,,419.463,468.4464019999999,7.9276035865164225,4477,176.44,197000,51,6843,115,468.4,126.78297688999884,126.78297688999884,1696,0.0003,18,2138,132.1493,3504.9468
,,,123756,,,,,,330.75082,449.7753614900001,1.5585899835936876,4491,171.08,197600,51,6863,115,449.8,317.0641731396497,317.0641731396497,1700,0.0003,18,2145,156.87599,3799.6365
,,,125266,,,,,,400.8567,506.38413471,0.0010524004274501313,4559,184.77,200600,52,6966,116,506.4,179.41470907661773,177.7472092559387,1704,0.0003,17,2177,179.29466,4011.7776
,,,126157,,,,,,283.21857,527.57231912,0.025367113769007073,4600,192.73,202400,52,7027,117,527.6,309.9486374234365,309.9486374234365,1708,0.0003,17,2196,162.73846,3995.8474
,,,127252,,,,,,318.75253,556.8552368200001,0.002804360486277156,4650,199.85,204600,53,7102,118,556.9,268.97848773247,268.97848773247,1712,0.0003,17,2219,156.98488,4191.3457
,,,127731,,,,,,305.91977,544.29693833,0.9601524346801033,4672,195.06,205600,53,7136,119,544.3,267.3944859512297,267.3944859512297,1716,0.0003,17,2230,165.1238,3913.856
,,,128264,,,,,,394.41443,534.28326625,7.072861021111543,4695,193.36,206600,53,7170,119,534.3,185.96642921519017,185.96642921519017,1720,0.0003,17,2240,192.58162,4549.773
,,,129400,,,,,,295.21365,555.69003055,0.013397431610214342,4749,202.32,209000,54,7252,120,555.7,283.40741546060843,283.40741546060843,1724,0.0003,17,2266,223.51305,5307.2056
611.2,3,277.8181818181818,130001,364.4678,833.2478614545454,169.65755002878234,174.85640202996922,175.233,,,,,,,,,,,,,,,,,,
,,,130283,,,,,,407.2588,579.0371810199999,0.32918168266600545,4785,207.39,210600,54,7310,121,579.0,179.27802824472573,179.27802824472573,1728,0.0003,17,2283,171.46046,4192.295
,,,130778,,,,,,387.89304,579.7532137699999,6.745362669261204,4808,203.47,211600,54,7345,121,579.8,250.47890985629297,250.47890985629297,1732,0.0003,17,2294,219.81543,5221.4893
,,,131251,,,,,,348.47452,569.19178577,0.2178797323128719,4830,196.98,212600,55,7378,122,569.2,335.97020042511394,335.97020042511394,1736,0.0003,17,2305,178.83305,4577.364
,,,132103,,,,,,398.1006,572.91268705,0.4515064540032149,4871,196.82,214400,55,7439,123,572.9,190.59196208654532,190.32787782956717,1740,0.0003,17,2324,215.83945,5076.9214
,,,132530,,,,,,338.2369,569.51625811,0.3701607518440444,4888,194.48,215200,55,7467,123,569.5,324.20837687179625,324.20837687179625,1744,0.0003,17,2332,197.76788,4737.838
,,,132960,,,,,,411.53882,562.01342249,46.12406350419206,4907,191.48,216000,55,7494,123,562.0,170.37804377749956,169.17854588929657,1748,0.0003,17,2340,252.26854,5953.7827
,,,133756,,,,,,361.25772,549.4977396300001,1.0743273177049921,4943,188.48,217600,56,7548,124,549.5,142.46398819232806,141.05626433831443,1752,0.0003,17,2358,203.54019,4869.8975
,,,134569,,,,,,369.16052,564.26134521,0.1956354022707197,4979,192.06,219200,56,7602,125,564.3,247.3148051257067,247.3148051257067,1756,0.0003,17,2375,172.26903,4620.643
,,,135303,,,,,,381.06497,552.07238883,0.6445295802497246,5015,189.07,220800,57,7657,125,552.1,210.2583548302976,210.2583548302976,1760,0.0003,17,2392,231.52498,5612.563
,,,135939,,,,,,277.67276,565.5206070099999,0.25409597322054756,5042,192.8,222000,57,7698,126,565.5,222.19756954198863,221.5921006121973,1764,0.0003,17,2404,235.54996,5396.9014
,,,136910,,,,,,417.7476,581.2021975700001,0.27119704489877,5087,195.69,224000,57,7766,127,581.2,137.97322851236999,137.0897585369311,1768,0.0003,17,2426,248.5155,6212.014
,,,138044,,,,,,432.30194,598.8306659900002,0.045159497302017446,5137,199.29,226200,58,7840,128,598.8,157.071345965806,157.071345965806,1772,0.0003,17,2449,211.65651,4908.654
,,,138817,,,,,,412.41888,612.12891555,0.32322890290372763,5173,201.43,227800,58,7894,129,612.1,251.1967898840018,251.1967898840018,1776,0.0003,17,2466,191.7357,4866.964
,,,139636,,,,,,308.81836,605.0709365399999,0.04270785396257829,5209,199.87,229400,59,7949,129,605.1,263.9897267940625,263.9897267940625,1780,0.0003,17,2482,223.18239,5028.2305
,,,139808,,,,,,331.39005,593.1247104700001,24.249360672284368,5218,194.76,229800,59,7963,129,593.1,287.2373694129471,287.2373694129471,1784,0.0003,17,2487,259.3816,5636.425
624.8,2,142.54545454545453,140001,329.5591,424.5174059090909,191.15399306166822,146.09776390941008,196.7119,,,,,,,,,,,,,,,,,,
,,,140319,,,,,,267.9444,588.53405065,0.6580310638658783,5240,192.33,230800,59,7999,130,588.5,221.69746060811073,221.69746060811073,1788,0.0003,17,2498,240.26584,5423.31
,,,141047,,,,,,432.86716,543.83409864,0.8671213840714854,5272,182.32,232200,59,8046,131,543.8,223.41114305527898,223.41114305527898,1792,0.0003,17,2512,203.4534,4751.256
,,,142076,,,,,,441.4348,555.3276332400002,0.2279786325367229,5317,186.04,234200,60,8115,132,555.3,136.18752781951983,136.18752781951983,1796,0.0003,17,2534,269.19583,5574.2573
,,,143178,,,,,,439.908,589.57884857,0.08028148322652878,5367,194.22,236400,60,8190,133,589.6,159.58948738974655,154.99337952269244,1800,0.0003,17,2557,196.23401,4989.966
,,,143634,,,,,,277.89798,543.38325542,1.8281915295615612,5390,183.68,237400,61,8224,133,543.4,231.5755870344634,231.4374812207138,1804,0.0003,17,2568,225.91505,5695.6626
,,,144110,,,,,,376.60333,533.3358736099999,2.8899674597688136,5413,179.53,238400,61,8258,133,533.3,285.70666805505806,285.70666805505806,1808,0.0003,17,2578,239.46713,5394.8213
,,,145068,,,,,,403.94092,530.0252133199999,0.06376397917036104,5453,178.16,240200,61,8320,134,530.0,232.07236660913048,232.07236660913048,1812,0.0003,17,2598,201.88785,4893.4224
,,,145670,,,,,,367.69632,534.93010281,0.3860640682169152,5481,179.39,241400,62,8361,135,534.9,312.87747685962404,312.87747685962404,1816,0.0003,17,2611,227.06955,5231.834
,,,147027,,,,,,414.05994,571.73451191,0.00675943870499069,5545,187.63,244200,62,8456,136,571.7,146.7255860120688,141.8480095420002,1820,0.0003,17,2640,239.18005,5588.859
,,,148264,,,,,,366.34207,589.9679496,0.0015510423924651883,5599,188.64,246600,63,8539,137,590.0,275.21059312885836,275.21059312885836,1824,0.0003,17,2666,272.7263,6187.636
,,,148821,,,,,,352.36734,577.30153059,0.04081142687708567,5627,185.38,247800,63,8580,138,577.3,344.0863448099856,344.0863448099856,1828,0.0003,17,2679,194.86476,5165.549
,,,149096,,,,,,295.37222,567.5389937299999,4.843324027371009,5636,183.18,248200,63,8594,138,567.5,277.60060049674286,277.60060049674286,1832,0.0003,17,2683,217.18227,5228.1133
662.6,5,392.1818181818182,150001,383.4203,1149.0673205454545,140.72802755903825,212.14074112216758,146.25995,,,,,,,,,,,,,,,,,,
,,,150251,,,,,,409.5592,600.46125855,0.07379045603438752,5690,190.0,250600,64,8681,139,600.5,77.57000885655307,77.37402714159836,1836,0.0003,17,2709,229.3513,5430.888
,,,152014,,,,,,402.76807,648.8332343,0.0005488191212475844,5772,199.11,254200,65,8805,141,648.8,72.79753968165785,48.67496944826887,1840,0.0003,17,2748,230.51297,5244.397
,,,153239,,,,,,451.90723,685.3621193399999,0.21031675921042398,5827,207.09,256600,65,8887,142,685.4,83.10461770115654,83.08282538523454,1844,0.0003,17,2773,254.7497,6028.348
,,,153689,,,,,,362.30463,684.31271375,3.9904375604270323,5846,207.29,257400,66,8915,142,684.3,272.5299547853319,272.5299547853319,1848,0.0003,17,2781,257.2679,5877.4395
,,,154559,,,,,,395.52963,689.8080421399999,0.11803007885610578,5887,208.03,259200,66,8977,143,689.8,255.1042341912031,255.1042341912031,1852,0.0003,17,2801,258.10428,5864.306
,,,155575,,,,,,351.1211,699.7059374500001,0.024998455828786792,5933,210.06,261200,67,9046,144,699.7,221.3174706185813,221.28067003595032,1856,0.0003,17,2822,241.1188,5831.891
,,,156034,,,,,,297.1553,690.11139251,1.8757001538202627,5956,207.31,262200,67,9080,144,690.1,234.75814548201916,234.1813556807156,1860,0.0003,17,2833,234.93427,5453.5186
,,,156805,,,,,,446.44965,696.0921482900001,2.738830281965094,5993,208.66,263800,67,9135,145,696.1,142.53226884497863,142.24910743583743,1864,0.0003,17,2850,204.2317,4911.869
,,,157946,,,,,,452.73337,704.6564074600001,0.21035728664884817,6044,210.36,266000,68,9212,146,704.7,103.42257842758193,103.05338154674037,1868,0.0003,17,2874,211.61795,5075.9536
,,,158659,,,,,,329.85577,686.3504111400001,0.3765999101558688,6077,206.15,267400,68,9261,147,686.4,215.6157887584533,215.6157887584533,1872,0.0003,17,2888,208.4426,4954.848
,,,159414,,,,,,447.07285,687.9131606899998,6.073815341933637,6112,205.97,269000,69,9316,147,687.9,110.29095372155737,109.1187306868854,1876,0.0003,17,2907,222.81108,5596.8623
726.9,4,308.3636363636364,160001,392.50598,1191.5886847272727,162.13724398100524,204.59672392733137,168.14345,,,,,,,,,,,,,,,,,,
,,,160401,,,,,,334.7353,699.3484008500001,0.02438831308357426,6158,207.65,271000,69,9390,148,699.3,225.9450307321075,225.58569747865357,1880,0.0003,17,2928,229.13799,5792.4956
,,,160953,,,,,,297.82776,714.5061798099999,0.3884116742883333,6182,211.45,272000,69,9424,149,714.5,249.31355888113794,249.31355888113794,1884,0.0003,17,2938,210.1875,4829.6167
,,,161984,,,,,,370.64825,738.26056489,0.16318292816691363,6227,216.65,274000,70,9493,150,738.3,107.0778309319407,78.87483753990848,1888,0.0003,17,2961,244.25351,5799.4673
,,,162821,,,,,,364.4017,742.82701158,0.15766748956510646,6270,217.74,275800,70,9556,151,742.8,238.3188026996229,238.3188026996229,1892,0.0003,17,2979,276.3424,6220.725
,,,163518,,,,,,457.1427,731.8240830899999,4.289562216656697,6301,214.42,277200,71,9605,151,731.8,168.89753503636894,168.89753503636894,1896,0.0003,17,2996,257.32092,6050.199
,,,164518,,,,,,405.22684,729.38235603,0.18814308642942418,6347,213.4,279200,71,9674,152,729.4,117.2101452747049,116.65805803958226,1900,0.0003,17,3017,255.82458,5858.141
,,,165219,,,,,,408.23483,739.0445481499999,3.380168183712641,6380,215.85,280600,72,9723,153,739.0,143.59140238450527,143.54191037175556,1904,0.0003,16,3031,236.08635,5392.885
,,,166133,,,,,,460.6848,758.87102943,0.5540509018173916,6423,220.23,282400,72,9785,154,758.9,178.351028978274,178.351028978274,1908,0.0003,16,3050,253.7322,5440.095
,,,166868,,,,,,444.42938,750.52281491,3.5383961612887744,6455,218.0,283800,72,9835,154,750.5,129.14833876387627,129.11915949535754,1912,0.0003,16,3066,207.78036,5015.8105
